"","player","i","X1","rk","pos","age","tm.x","g","gs","mp_per_game","fg","fga","fgpercent","x3p","x3pa","x3ppercent","x2p","x2pa","x2ppercent","efgpercent","ft","fta","ftpercent","orb","drb","ast","stl","blk","tov","pf","ps_g","mp_total","per","tspercent","x3par","ftr","orbpercent","drbpercent","astpercent","stlpercent","blkpercent","tovpercent","usgpercent","ows","dws","ws","ws_48","obpm","dbpm","vorp","team","tm.y"
"468","John LucasIII",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOR",1533750
"469","John LucasIII",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UTA",3200000
"470","Jon Leuer",2014,16892,270,"PF",24,"MEM",49,0,13.1,2.5,5,0.492,0.5,1,0.469,2,4,0.497,0.539,0.8,1,0.787,0.8,2.5,0.4,0.4,0.3,0.6,1.3,6.2,642,17.6,0.566,0.199,0.191,6.8,22.4,5.2,1.5,1.7,9.2,21.1,1.1,0.9,2,0.149,-0.6,-0.9,0.1,"MEM",967500
"471","Jon Leuer",2017,18709,263,"PF",27,"DET",75,34,25.9,4.1,8.6,0.48,0.7,2.2,0.293,3.5,6.4,0.545,0.518,1.3,1.5,0.867,1.4,4,1.5,0.4,0.3,0.9,1.9,10.2,1944,14.2,0.551,0.259,0.175,5.5,17.5,8.6,0.8,1.1,8.7,17.3,2.5,2,4.5,0.112,-0.4,0.5,1,"DET",10500000
"472","Jonas Jerebko",2012,15699,241,"PF",24,"DET",64,13,22.9,3.3,7.1,0.468,0.5,1.7,0.302,2.8,5.4,0.519,0.503,1.6,1.9,0.806,1.5,3.3,0.7,0.6,0.3,1,2.5,8.7,1468,14.2,0.548,0.234,0.274,7.6,17.8,5.1,1.5,1.1,11.5,18.1,2,1.3,3.3,0.108,-0.2,-1.2,0.2,"DET",4500000
"473","Jonas Jerebko",2016,18085,227,"PF",28,"BOS",78,0,15.1,1.5,3.7,0.413,0.6,1.4,0.398,1,2.3,0.421,0.488,0.8,1,0.782,1,2.7,0.8,0.3,0.3,0.7,1.8,4.4,1176,10.3,0.531,0.378,0.273,6.8,19.4,7.4,0.8,1.6,14,13.5,0.9,1.5,2.4,0.097,-2.5,0.4,0,"BOS",5000000
"474","Jonas Jerebko",2018,19294,253,"PF",30,"UTA",74,19,15.3,2.1,4.6,0.466,0.9,2.1,0.414,1.3,2.5,0.511,0.562,0.6,0.8,0.807,0.7,2.6,0.6,0.3,0.2,0.4,1.7,5.8,1134,13.2,0.586,0.46,0.167,5.4,19.1,5.7,1.1,0.9,6.9,15.6,1.8,1.6,3.4,0.144,-0.3,-0.3,0.4,"UTA",4100000
"475","Jonathon Simmons",2018,19539,451,"SG",28,"ORL",69,50,29.4,5.1,11,0.465,1,3,0.338,4.1,8.1,0.512,0.511,2.7,3.5,0.768,0.9,2.6,2.5,0.8,0.2,2.1,2.5,13.9,2029,12.7,0.555,0.268,0.317,3.3,9.7,13.3,1.4,0.6,14.4,22,0.8,1.1,1.9,0.045,-1,-1.3,-0.2,"ORL",6666667
"476","Jordan Clarkson",2017,18490,83,"SG",24,"LAL",82,19,29.2,5.8,13.1,0.445,1.4,4.3,0.329,4.4,8.7,0.503,0.5,1.6,2,0.798,0.6,2.4,2.6,1.1,0.1,2,1.8,14.7,2397,13.2,0.526,0.332,0.157,2.2,9.3,14.4,1.8,0.3,12.5,23.3,0.5,0.7,1.2,0.024,-0.5,-2.3,-0.4,"LAL",12500000
"477","Jordan Hill",2013,16205,191,"PF",25,"LAL",29,1,15.8,2.7,5.3,0.497,0,0.1,0,2.7,5.3,0.503,0.497,1.4,2.1,0.656,2.8,2.9,0.4,0.3,0.7,0.9,1.9,6.7,458,18.5,0.533,0.013,0.394,20.3,19.7,4.7,0.9,3,12.5,20.2,0.9,0.5,1.4,0.147,-0.7,-0.9,0,"LAL",3500000
"478","Jordan Hill",2015,17427,215,"C",27,"LAL",70,57,26.8,5.1,11.1,0.459,0,0.2,0.273,5.1,10.9,0.462,0.461,1.8,2.4,0.738,2.5,5.5,1.5,0.5,0.7,1.5,2.3,12,1874,16.2,0.494,0.014,0.216,9.9,23.4,9.5,0.9,2.3,11.1,22.7,1.1,1.1,2.2,0.055,-2,-0.6,-0.3,"LAL",9000000
"479","Jordan Hill",2016,18040,197,"C",28,"IND",73,11,20.7,3.8,7.5,0.506,0,0,0,3.8,7.5,0.507,0.506,1.2,1.7,0.712,2.1,4,1.2,0.5,0.5,1.3,2.1,8.8,1513,16.4,0.534,0.002,0.228,11.3,21.2,9.5,1.2,2,13.2,20.3,1.6,2.3,3.9,0.124,-1.7,0.9,0.5,"IND",4000000
"480","Jordan Hill",2017,18628,195,"C",29,"MIN",7,0,6.7,0.7,1.9,0.385,0,0,NA,0.7,1.9,0.385,0.385,0.3,0.3,1,1.1,0.9,0,0.1,0,0.6,1.3,1.7,47,5.5,0.432,0,0.154,19.6,15.1,0,1.1,0,22.4,16.8,-0.1,0,0,-0.033,-6.7,-6.2,-0.1,"MIN",4090000
"481","Jordan Mickey",2018,19394,335,"PF",23,"MIA",23,3,12.3,1.7,3.6,0.476,0.1,0.7,0.125,1.6,2.9,0.561,0.488,0.6,0.8,0.684,0.8,2.7,0.4,0.3,0.4,0.8,1.6,4,284,10.6,0.515,0.195,0.232,7.1,25.3,4.8,1.1,3,16.6,17.1,-0.1,0.4,0.3,0.054,-5.5,0.4,-0.2,"MIA",1471382
"482","Jose Barea",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIN",4500000
"483","Jose Barea",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DAL",4000425
"484","Jose Calderon",2014,16658,81,"PG",32,"DAL",81,81,30.5,4.2,9.2,0.456,2.4,5.2,0.449,1.9,4,0.464,0.584,0.6,0.8,0.825,0.4,2,4.7,0.9,0.1,1.3,1.7,11.4,2468,15.2,0.596,0.568,0.084,1.4,7.6,22.4,1.4,0.4,11.7,16.2,5.4,0.8,6.3,0.122,3.3,-2,2.1,"DAL",7250000
"485","Jose Calderon",2018,19082,82,"PG",36,"CLE",57,32,16,1.6,3.2,0.503,0.8,1.7,0.464,0.8,1.5,0.545,0.624,0.4,0.5,0.8,0.2,1.2,2.1,0.5,0,0.7,1.4,4.5,914,11.3,0.643,0.524,0.162,1.7,8.5,17.4,1.4,0.2,17.1,11.6,1.5,0.3,1.8,0.095,0.1,-2,0,"CLE",2328652
"486","Josh Childress",2014,16668,91,"SF",30,"NOP",4,0,6,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0.8,0.5,0.3,0,0.3,0.3,0,24,3.9,NA,NA,NA,0,14.7,10.7,2.2,0,100,1.9,0,0,0,-0.003,-6.2,2,0,"PHX",7000000
"487","Josh Howard",2012,15671,219,"SF",31,"UTA",43,18,23,3.3,8.4,0.399,0.2,0.9,0.243,3.1,7.5,0.417,0.411,1.7,2.3,0.773,0.9,2.8,1.2,0.7,0.2,1.2,2.1,8.7,991,10.5,0.461,0.102,0.269,4.5,13.9,7.9,1.7,0.8,11.6,20.7,-0.2,0.7,0.5,0.025,-2.6,-0.9,-0.4,"UTA",2150000
"488","Josh McRoberts",2012,15770,304,"PF",24,"LAL",50,6,14.4,1.1,2.4,0.475,0.1,0.1,0.429,1.1,2.2,0.477,0.487,0.5,0.7,0.639,1.2,2.2,1,0.3,0.4,0.6,1.5,2.8,718,10.9,0.516,0.059,0.305,9.9,16.4,10.5,1.1,1.8,18.8,10.5,0.6,0.8,1.4,0.095,-1.8,1.6,0.3,"LAL",3067500
"489","Josh McRoberts",2014,16926,298,"PF",26,"CHA",78,78,30.3,3.2,7.3,0.436,1.3,3.7,0.361,1.8,3.5,0.516,0.529,0.8,1.1,0.729,1.1,3.7,4.3,0.7,0.6,1.1,2.4,8.5,2360,13.8,0.548,0.514,0.15,4,13.8,21.9,1.3,1.5,12.1,13.4,3.5,3,6.5,0.132,1.3,1.6,2.9,"CHA",2711670
"490","Josh McRoberts",2015,17544,313,"PF",27,"MIA",17,4,17.4,1.6,3.1,0.528,0.5,1.1,0.421,1.2,2,0.588,0.604,0.5,0.8,0.615,0.4,2.2,1.9,0.7,0.2,1.3,2.4,4.2,296,10.2,0.613,0.358,0.245,2.9,15.1,17.5,2.1,0.9,27.3,12.8,0.1,0.3,0.4,0.07,-1.7,0.6,0.1,"MIA",5663088
"491","Josh Powell",2014,17003,358,"PF",31,"HOU",1,0,19,2,6,0.333,0,0,NA,2,6,0.333,0.333,0,0,NA,0,5,0,0,1,1,1,4,19,2.5,0.333,0,0,0,27.7,0,0,3.9,14.3,16.1,-0.1,0,0,-0.094,-13.5,-3,-0.1,"HOU",662122
"492","Josh Smith",2014,17059,404,"SF",28,"DET",77,76,35.5,6.7,16,0.419,0.9,3.4,0.264,5.8,12.6,0.462,0.448,2.1,3.9,0.532,1.3,5.4,3.3,1.4,1.4,2.6,2.6,16.4,2730,14.1,0.463,0.215,0.244,3.9,17.6,15,1.9,3.2,12.7,24.5,-1.4,2.5,1.1,0.02,-1.7,1.1,0.9,"DET",13500000
"493","Josh Smith",2015,17707,417,"PF",29,"DET",28,28,32,5.5,14,0.391,0.3,1.3,0.243,5.1,12.6,0.407,0.403,1.9,4,0.468,1.9,5.4,4.7,1.3,1.7,2.6,2.9,13.1,896,14.3,0.417,0.095,0.284,6.1,18.9,24.7,2.1,4.2,14.1,25.3,-1.1,1.3,0.2,0.012,-2.4,3.4,0.7,"HOU",2077000
"494","Josh Smith",2015,17706,417,"PF",29,"TOT",83,35,27.7,5,11.9,0.419,0.9,2.7,0.316,4.1,9.1,0.451,0.456,1.5,3.1,0.498,1.8,4.6,3.3,1,1.4,2.5,2.7,12.4,2300,14.9,0.467,0.231,0.258,7.2,18.3,20.5,1.9,3.9,15.8,24.8,-1.1,3.4,2.3,0.048,-1.7,2.6,1.7,"HOU",2077000
"495","Josh Smith",2015,17708,417,"PF",29,"HOU",55,7,25.5,4.7,10.8,0.438,1.1,3.5,0.33,3.6,7.4,0.489,0.491,1.4,2.6,0.521,1.8,4.1,2.6,0.9,1.2,2.4,2.7,12,1404,15.2,0.5,0.32,0.242,7.9,17.9,17.8,1.8,3.8,16.9,24.5,-0.1,2.2,2.1,0.071,-1.2,2.1,1,"HOU",2077000
"496","Josh Smith",2016,18296,404,"PF",30,"TOT",55,7,16,2.3,6.3,0.364,0.7,2.6,0.287,1.6,3.7,0.417,0.423,0.7,1.2,0.552,0.9,2.6,1.6,0.6,0.9,1.4,2.1,6,880,10.6,0.439,0.41,0.192,6.4,17.4,15.9,1.9,4.3,16.9,22.9,-1.2,1.2,0,0,-3.6,1.6,0,"LAC",456921
"497","Josh Smith",2016,18297,404,"PF",30,"LAC",32,1,14.3,2.2,5.6,0.383,0.6,1.8,0.31,1.6,3.8,0.418,0.433,0.8,1.3,0.595,1,2.9,1.3,0.6,1.1,1.3,1.9,5.7,459,13.2,0.456,0.322,0.233,8,21.5,14.3,2,5.8,17.1,23.6,-0.6,0.9,0.3,0.036,-3.8,3.6,0.2,"LAC",456921
"498","Josh Smith",2016,18298,404,"PF",30,"HOU",23,6,18.3,2.5,7.3,0.343,1,3.7,0.271,1.5,3.7,0.417,0.411,0.5,1.1,0.48,0.8,2.1,2.1,0.7,0.6,1.6,2.4,6.6,421,7.7,0.419,0.503,0.148,4.7,12.9,17.7,1.9,2.6,16.7,22.1,-0.7,0.3,-0.4,-0.04,-3.4,-0.7,-0.2,"LAC",456921
"499","Jrue Holiday",2018,19253,220,"SG",27,"NOP",81,81,36.1,7.6,15.4,0.494,1.5,4.4,0.337,6.1,11,0.557,0.543,2.3,2.9,0.786,0.8,3.7,6,1.5,0.8,2.6,2.5,19,2927,17.8,0.57,0.286,0.191,2.4,10.8,24.9,2,1.7,13.6,23.1,4.2,2.9,7.1,0.116,1.8,0.3,3,"NOP",26361000
"500","Julyan Stone",2014,17069,412,"SG",25,"TOR",21,0,5.7,0.3,0.8,0.412,0.1,0.4,0.25,0.2,0.4,0.556,0.471,0.1,0.1,0.667,0.1,0.9,0.6,0.1,0,0.2,0.6,0.9,120,6.6,0.491,0.471,0.176,1.9,17.6,14.5,1.3,0,21.4,8.8,0,0.1,0.2,0.061,-3.5,0.5,0,"TOR",916228
"501","Justin Holiday",2013,16208,194,"SG",23,"PHI",9,0,15.8,1.8,5.3,0.333,0.4,1.8,0.25,1.3,3.6,0.375,0.375,0.7,0.9,0.75,0,1.6,1.7,0.3,0.7,1,0.8,4.7,142,7.6,0.408,0.333,0.167,0,11.5,16,1.1,3.3,14.9,19.6,-0.3,0.1,-0.1,-0.042,-6,-0.7,-0.2,"PHI",418116
"502","Justin Holiday",2018,19254,221,"SG",28,"CHI",72,72,31.5,4,10.9,0.371,2.2,6.2,0.359,1.8,4.6,0.387,0.474,1.9,2.3,0.823,0.4,3.6,2.1,1.1,0.4,1.3,1.9,12.2,2265,10.8,0.513,0.574,0.21,1.4,12.8,10.1,1.7,1.2,9.8,18.2,0.1,1.6,1.7,0.036,-1,-0.3,0.4,"CHI",4500000
"503","Juwan Howard",2012,15672,220,"PF",38,"MIA",28,0,6.8,0.6,2,0.309,0,0,NA,0.6,2,0.309,0.309,0.3,0.4,0.8,0.6,1,0.4,0.1,0,0.7,0.6,1.5,190,3.6,0.354,0,0.182,11.8,17.6,7.8,1.1,0.4,25.2,19.4,-0.6,0.3,-0.3,-0.076,-8.1,-0.8,-0.3,"MIA",1352181
"504","K.J. McDaniels",2016,18166,290,"SF",22,"HOU",37,1,6.4,0.8,1.9,0.403,0.2,0.7,0.28,0.6,1.3,0.468,0.451,0.6,0.8,0.8,0.4,0.7,0.3,0.2,0.2,0.5,0.8,2.4,235,10.6,0.522,0.347,0.417,7.5,12.3,6.5,1.5,2.1,16.6,18.7,0.1,0.1,0.2,0.043,-3.1,-1.9,-0.2,"HOU",3261563
"505","K.J. McDaniels",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOR",1524305
"506","Kawhi Leonard",2016,18133,263,"SF",24,"SAS",72,72,33.1,7.7,15.1,0.506,1.8,4,0.443,5.9,11.1,0.528,0.565,4.1,4.6,0.874,1.3,5.5,2.6,1.8,1,1.5,1.8,21.2,2380,26,0.616,0.267,0.306,4.7,18.4,13,2.8,2.3,7.8,25.8,8.3,5.5,13.7,0.277,5.5,2.8,6.2,"SAS",18868625
"507","Keith Bogans",2014,16619,55,"SG",33,"BOS",6,0,9.2,0.5,1,0.5,0.5,1,0.5,0,0,NA,0.75,0.5,0.5,1,0,0.5,0.5,0.2,0,0.2,0.3,2,55,9.9,0.82,1,0.5,0,6.4,7.7,0.9,0,12,6.7,0.1,0,0.1,0.121,0.1,-2.2,0,"BOS",5209958
"508","Kelly Olynyk",2018,19457,383,"PF",26,"MIA",76,22,23.4,4.2,8.4,0.497,1.4,3.7,0.379,2.8,4.7,0.59,0.58,1.8,2.3,0.77,1.2,4.5,2.7,0.8,0.5,1.9,2.9,11.5,1779,17.8,0.612,0.44,0.274,5.6,21.6,18.7,1.7,1.7,17.1,21.7,2.8,2.7,5.5,0.148,1.6,1.3,2.2,"MIA",12500000
"509","Kendall Marshall",2014,16906,284,"PG",22,"LAL",54,45,29,3.1,7.8,0.406,1.3,3.3,0.399,1.8,4.5,0.411,0.49,0.4,0.7,0.528,0.3,2.6,8.8,0.9,0.1,2.8,1.4,8,1564,12.6,0.494,0.425,0.086,1,9.6,44.3,1.5,0.2,25.6,16.3,0.6,0.3,0.9,0.029,-1.3,-3.2,-1,"LAL",731407
"510","Kendrick Perkins",2016,18237,353,"C",31,"NOP",37,5,14.6,1.1,2,0.533,0,0,NA,1.1,2,0.533,0.533,0.3,0.7,0.44,0.7,2.8,0.8,0.3,0.3,1.1,1.7,2.5,542,6,0.529,0,0.333,4.9,21.8,7.9,1,1.7,32.3,10.4,-0.4,0.4,-0.1,-0.007,-5.6,1.3,-0.3,"NOP",1499187
"511","Kent Bazemore",2015,17207,40,"SG",25,"ATL",75,10,17.7,1.9,4.4,0.426,0.6,1.8,0.364,1.2,2.7,0.467,0.498,0.8,1.3,0.6,0.3,2.7,1,0.7,0.4,1,1.7,5.2,1324,9.7,0.52,0.399,0.302,1.9,16.8,8.6,2,2.1,16.3,15.5,-0.4,1.9,1.6,0.057,-3.1,1.3,0.1,"ATL",2000000
"512","Kent Bazemore",2017,18429,35,"SF",27,"ATL",73,64,26.9,4,9.9,0.409,1.3,3.6,0.346,2.8,6.2,0.446,0.473,1.6,2.3,0.708,0.6,2.5,2.4,1.2,0.7,1.7,2.3,11,1963,11.5,0.504,0.369,0.233,2.6,10.3,14.2,2.3,2.3,13.6,20.5,-0.6,2.8,2.1,0.052,-2,1.2,0.6,"ATL",17500000
"513","Kentavious Caldwell-Pope",2018,19083,83,"SG",24,"LAL",74,74,33.2,4.6,10.8,0.426,2.1,5.6,0.383,2.4,5.2,0.473,0.526,2.1,2.6,0.789,0.8,4.4,2.2,1.4,0.2,1.3,2,13.4,2458,13.2,0.561,0.52,0.243,2.6,14.1,9.4,2.1,0.5,9.9,16.9,2.6,2.7,5.3,0.103,0.6,0.4,1.9,"LAL",17745894
"514","Kenyon Martin",2012,15757,293,"PF",34,"LAC",42,0,22.4,2.3,5.2,0.441,0.1,0.3,0.231,2.2,4.9,0.454,0.448,0.5,1.3,0.37,1.2,3.1,0.4,1,1,0.8,2.5,5.2,940,9.9,0.445,0.059,0.245,6.1,16.9,2.9,2.5,3.8,11.6,13.5,-0.3,1.2,0.9,0.048,-4,2.5,0.1,"LAC",2500000
"515","Kenyon Martin",2014,16910,286,"PF",36,"NYK",32,15,19.8,2,3.8,0.512,0,0,0,2,3.8,0.516,0.512,0.3,0.6,0.579,1.1,3.1,1.6,0.8,0.8,0.8,2.7,4.3,633,12.2,0.521,0.008,0.154,6.5,18.7,11.9,2.1,3.8,16.5,11.6,0.5,0.7,1.2,0.09,-2,3.1,0.5,"NYK",1399507
"516","Kevin Durant",2017,18532,119,"PF",28,"GSW",62,62,33.4,8.9,16.5,0.537,1.9,5,0.375,7,11.5,0.608,0.594,5.4,6.2,0.875,0.6,7.6,4.8,1.1,1.6,2.2,1.9,25.1,2070,27.6,0.651,0.304,0.374,2.2,23.6,23.1,1.5,3.8,10.4,27.8,8,4,12,0.278,5.4,2.6,5.2,"GSW",27137253
"517","Kevin Durant",2018,19155,143,"PF",29,"GSW",68,68,34.2,9.3,18,0.516,2.5,6.1,0.419,6.7,11.9,0.565,0.586,5.3,5.9,0.889,0.5,6.4,5.4,0.7,1.8,3,2,26.4,2325,26,0.64,0.338,0.331,1.6,19.5,25.5,1,4,12.9,30.4,7.5,2.9,10.4,0.215,5,0.7,4.5,"GSW",25625000
"518","Kevin Garnett",2013,16146,140,"C",36,"BOS",68,68,29.7,6.2,12.5,0.496,0,0.2,0.125,6.2,12.3,0.504,0.498,2.3,3,0.786,1.1,6.7,2.3,1.1,0.9,1.6,2.3,14.8,2022,19.2,0.535,0.019,0.236,4.5,25.8,14.4,2,2.4,10.5,24.5,1.8,3.8,5.6,0.133,-1.2,2.3,1.5,"BOS",12000000
"519","Kevin Garnett",2016,17981,148,"PF",39,"MIN",38,38,14.6,1.4,3,0.47,0,0,0,1.4,3,0.474,0.47,0.4,0.6,0.667,0.4,3.6,1.6,0.7,0.3,0.4,1.8,3.2,556,12.3,0.491,0.009,0.183,3.2,27.9,16.4,2.5,1.5,11.4,11.3,0.4,0.7,1.1,0.092,-2.5,2.5,0.3,"MIN",8250000
"520","Kevin Jones",2013,16255,235,"PF",23,"CLE",32,0,10.4,1.3,3.3,0.402,0,0,NA,1.3,3.3,0.402,0.402,0.3,0.5,0.6,1.2,1.3,0.3,0.3,0.2,0.3,0.8,3,334,11.1,0.418,0,0.14,12.6,14.5,4.8,1.4,1.2,6.6,16.2,0.1,0.2,0.2,0.032,-3.4,-1.8,-0.3,"CLE",589450
"521","Kevin Love",2016,18142,272,"PF",27,"CLE",77,77,31.5,5.3,12.7,0.419,2.1,5.7,0.36,3.3,7,0.467,0.499,3.4,4.1,0.822,1.9,8,2.4,0.8,0.5,1.8,2.1,16,2424,19,0.553,0.449,0.321,7,28.4,12.2,1.2,1.4,11.3,23.4,4.7,3.8,8.5,0.169,1.7,0.9,2.8,"CLE",22642350
"522","Kevin Martin",2014,16911,287,"SG",30,"MIN",68,68,32,6.5,15,0.43,1.7,4.4,0.387,4.8,10.7,0.448,0.486,4.5,5,0.891,0.5,2.5,1.8,1,0.1,1.6,1.8,19.1,2177,16.3,0.553,0.29,0.332,1.7,8.7,9.2,1.5,0.2,8.3,25,3.8,1.5,5.3,0.117,1.4,-2,0.8,"MIN",6938750
"523","Kevin Seraphin",2015,17681,405,"C",25,"WAS",79,0,15.6,2.9,5.7,0.513,0,0,0,2.9,5.7,0.516,0.513,0.7,1,0.707,1.1,2.5,0.7,0.1,0.7,1.2,2.5,6.6,1235,12.5,0.535,0.004,0.182,8.1,17.9,8,0.4,3.8,16.8,21.5,0,1.7,1.7,0.066,-3.7,0.7,-0.3,"WAS",3898691
"524","Kevin Seraphin",2016,18282,392,"C",26,"NYK",48,0,11,1.8,4.3,0.41,0,0,0,1.8,4.2,0.414,0.41,0.4,0.5,0.826,0.6,2,1,0.2,0.8,0.9,1.4,3.9,526,10.8,0.435,0.01,0.112,6.5,19.5,14.8,0.8,5.2,16.7,22.2,-0.8,0.7,-0.2,-0.015,-5.9,1.5,-0.3,"NYK",2814000
"525","Kevin Seraphin",2017,18875,399,"PF",27,"IND",49,3,11.4,2.2,4,0.551,0,0,0,2.2,4,0.556,0.551,0.3,0.4,0.636,0.8,2.1,0.5,0.1,0.4,0.6,1.3,4.7,559,14.4,0.559,0.01,0.111,8.3,20,6.7,0.6,3.1,12.3,19,0.4,0.6,1,0.082,-3.1,-0.5,-0.2,"IND",1840500
"526","Khris Middleton",2016,18178,300,"SG",24,"MIL",79,79,36.1,6.4,14.5,0.444,1.8,4.6,0.396,4.6,9.9,0.466,0.507,3.5,3.9,0.888,0.6,3.3,4.2,1.7,0.2,2.3,2.6,18.2,2852,16.8,0.56,0.316,0.273,1.8,10.2,18.9,2.3,0.6,12.3,23,4.3,1.8,6.1,0.103,2.2,-1.6,1.9,"MIL",14000000
"527","Kirk Hinrich",2013,16206,192,"PG",32,"CHI",60,60,29.4,2.7,7,0.377,1.2,3,0.39,1.5,4,0.367,0.461,1.2,1.6,0.714,0.3,2.4,5.2,1.1,0.4,1.7,3.2,7.7,1764,10.8,0.493,0.431,0.232,1,9.3,27.5,1.9,1.1,17.5,14.7,1,2.1,3.1,0.085,-1.1,-0.2,0.3,"CHI",4000000
"528","Kirk Hinrich",2015,17429,217,"SG",34,"CHI",66,22,24.4,2.2,5.8,0.373,0.9,2.5,0.345,1.3,3.2,0.394,0.449,0.5,0.8,0.7,0.3,1.5,2.2,0.7,0.2,1.1,2.2,5.7,1610,6.8,0.468,0.441,0.131,1.4,6.6,13.8,1.5,0.6,15.3,13.3,-0.3,1.3,1,0.03,-2.3,-0.6,-0.3,"CHI",2793470
"529","Kosta Koufos",2016,18117,253,"C",26,"SAC",78,14,19,3,5.7,0.532,0,0,NA,3,5.7,0.532,0.532,0.7,1.3,0.548,2.2,3.3,0.4,0.5,0.9,0.6,2.4,6.8,1482,15.1,0.54,0,0.234,12.4,18.4,3.3,1.3,3.8,8.9,15.4,2.1,1.4,3.5,0.113,-1.6,0.4,0.3,"SAC",8219750
"530","Kris Humphries",2015,17438,226,"PF",29,"WAS",64,17,21,3.3,7,0.473,0,0.1,0,3.3,6.9,0.481,0.473,1.4,1.8,0.744,1.8,4.7,0.9,0.5,0.4,0.7,2,8,1345,15.4,0.512,0.016,0.262,10.1,24.4,6.7,1.3,1.5,8.5,18.3,1.6,2.1,3.8,0.134,-2,0.7,0.2,"WAS",4440000
"531","Kris Humphries",2017,18641,208,"PF",31,"ATL",56,4,12.3,1.6,3.8,0.407,0.3,1,0.352,1.2,2.9,0.425,0.451,1.1,1.5,0.78,1.1,2.6,0.5,0.3,0.4,0.5,1.2,4.6,689,13.6,0.514,0.252,0.383,9.7,23,6.4,1.1,2.6,10.1,17.6,0.6,1.1,1.6,0.115,-3,0.3,-0.1,"ATL",4000000
"532","Kris Humphries",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHI",2328652
"533","Kurt Thomas",2012,15890,415,"C",39,"POR",53,3,15.2,1.4,3,0.465,0,0,NA,1.4,3,0.465,0.465,0.3,0.4,0.7,0.7,2.8,0.9,0.5,0.6,0.6,2.3,3,803,9.5,0.483,0,0.127,5.5,22.1,8.7,1.6,3,15.8,11.2,0.2,0.9,1.1,0.067,-3.7,2.4,0.1,"POR",1352181
"534","Kwame Brown",2012,15488,66,"C",29,"GSW",9,3,20.8,2.3,4.4,0.525,0,0,NA,2.3,4.4,0.525,0.525,1.7,3.8,0.441,1.8,4.6,0.4,0.9,0,1.6,2.3,6.3,187,11.1,0.519,0,0.85,9.7,24.8,3.2,2.2,0,20.3,17,-0.1,0.2,0.1,0.031,-4.7,-1.5,-0.2,"MIL",6750000
"535","Kwame Brown",2013,16048,62,"C",30,"PHI",22,11,12.2,0.8,1.7,0.459,0,0,NA,0.8,1.7,0.459,0.459,0.3,0.9,0.368,1,2.3,0.4,0.3,0.5,0.4,1.7,1.9,269,8.8,0.452,0,0.514,9.4,22.1,4.7,1.2,2.9,15,9.1,0,0.4,0.4,0.071,-5.1,1.6,-0.1,"PHI",2882473
"536","Kyle Korver",2014,16875,255,"SG",32,"ATL",71,71,33.9,4.1,8.6,0.475,2.6,5.5,0.472,1.5,3.1,0.479,0.626,1.2,1.3,0.926,0.3,3.7,2.9,1,0.3,1.4,2.1,12,2408,13.5,0.653,0.644,0.154,1.1,12.4,13.3,1.5,0.8,13.6,14.2,3.9,2,5.9,0.118,2,0.2,2.5,"ATL",6000000
"537","Kyle Korver",2018,19331,278,"SG",36,"CLE",73,4,21.6,3,6.6,0.459,2.2,5.2,0.436,0.8,1.5,0.537,0.628,0.9,1,0.889,0.1,2.1,1.2,0.4,0.4,0.8,1.8,9.2,1574,13.4,0.652,0.777,0.149,0.7,10.9,8,1,1.5,9.6,16,2.8,0.6,3.4,0.104,2.2,-2,0.9,"CLE",7353333
