"","player","i","X1","rk","pos","age","tm.x","g","gs","mp_per_game","fg","fga","fgpercent","x3p","x3pa","x3ppercent","x2p","x2pa","x2ppercent","efgpercent","ft","fta","ftpercent","orb","drb","ast","stl","blk","tov","pf","ps_g","mp_total","per","tspercent","x3par","ftr","orbpercent","drbpercent","astpercent","stlpercent","blkpercent","tovpercent","usgpercent","ows","dws","ws","ws_48","obpm","dbpm","vorp","team","tm.y"
"196","Damien Wilkins",2018,19617,516,"SF",38,"IND",19,1,8,0.7,2.1,0.333,0.2,0.9,0.222,0.5,1.1,0.429,0.385,0.2,0.2,0.75,0.3,0.6,0.5,0.1,0.1,0.3,0.4,1.7,152,4.9,0.405,0.462,0.103,3.7,8.1,7.8,0.7,0.6,10.9,13.4,-0.1,0.1,-0.1,-0.019,-4.4,-2.1,-0.2,"IND",2116955
"197","Damjan Rudez",2017,18861,387,"SF",30,"ORL",45,0,7,0.7,2,0.352,0.4,1.4,0.313,0.2,0.5,0.458,0.466,0,0,NA,0.1,0.4,0.4,0.3,0,0.2,0.7,1.8,314,6.3,0.466,0.727,0,1.7,7.1,9.2,1.9,0.3,9.3,13.6,-0.1,0.2,0.1,0.008,-2.8,-1.9,-0.2,"ORL",980431
"198","Damjan Rudez",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ORL",1524305
"199","Daniel Orton",2013,16368,326,"C",22,"OKC",13,0,8,0.9,2,0.462,0,0,NA,0.9,2,0.462,0.462,0.7,1.3,0.529,1,1,0.3,0.3,0.2,0.3,1,2.5,104,14,0.493,0,0.654,15.5,13.4,5.7,2,2.2,10.7,16.4,0.1,0.1,0.3,0.135,-1.1,-0.2,0,"OKC",917191
"200","Danilo Gallinari",2018,19188,168,"SF",29,"LAC",21,21,32,4.9,12.2,0.398,1.7,5.3,0.324,3.1,6.9,0.455,0.469,3.9,4.1,0.931,0.4,4.4,2,0.6,0.5,1.2,1.4,15.3,671,13.8,0.545,0.434,0.34,1.5,14.9,8.9,0.9,1.2,8.1,20.6,0.8,0.4,1.2,0.088,0,-1.4,0.1,"LAC",21587579
"201","Danny Granger",2014,16777,173,"SF",30,"TOT",41,2,20.7,2.8,7.5,0.378,1,3.1,0.336,1.8,4.4,0.408,0.448,1.5,1.6,0.94,0.8,2.5,1,0.3,0.4,1.1,1.5,8.2,847,10.9,0.502,0.417,0.218,4.3,12.9,7.8,0.7,1.5,12,20.5,0.1,1.2,1.3,0.073,-2.2,-0.6,-0.2,"LAC",837131
"202","Danny Granger",2014,16779,173,"SF",30,"LAC",12,0,16.2,3,7,0.429,1,2.8,0.353,2,4.2,0.48,0.5,1,1.2,0.857,0.6,1.8,0.7,0.3,0.3,0.8,1.8,8,194,12.6,0.532,0.405,0.167,4.2,11.6,6.6,0.8,1.6,10,22.8,0.1,0.2,0.3,0.07,-1.1,-2.3,-0.1,"LAC",837131
"203","Danny Granger",2014,16778,173,"SF",30,"IND",29,2,22.5,2.8,7.7,0.359,1.1,3.2,0.33,1.7,4.4,0.38,0.428,1.8,1.8,0.962,0.8,2.8,1.1,0.3,0.4,1.2,1.4,8.3,653,10.3,0.491,0.422,0.238,4.3,13.3,8.1,0.7,1.5,12.8,19.8,0,1,1,0.075,-2.5,-0.1,-0.1,"LAC",837131
"204","Danny Granger",2015,17385,181,"SF",31,"MIA",30,6,20.4,2.2,5.4,0.401,1,2.8,0.357,1.2,2.6,0.449,0.494,0.9,1.2,0.757,0.7,2,0.6,0.4,0.2,0.8,2.2,6.3,613,8.6,0.527,0.519,0.228,4,11.5,4.4,1.1,0.8,11.9,15.5,0.2,0.3,0.6,0.046,-1.5,-1.8,-0.2,"PHX",2123733
"205","Danny Green",2013,16166,158,"SG",25,"SAS",80,80,27.5,3.7,8.3,0.448,2.2,5.2,0.429,1.5,3.1,0.48,0.581,0.8,1,0.848,0.5,2.6,1.8,1.2,0.7,1.2,1.6,10.5,2201,14.1,0.6,0.623,0.119,2,10.3,9.5,2.1,1.8,11.9,16.6,2.6,3.2,5.9,0.128,2,1.3,2.9,"SAS",3762500
"206","Danny Green",2016,17998,165,"SG",28,"SAS",79,79,26.1,2.7,7.1,0.376,1.5,4.4,0.332,1.2,2.7,0.448,0.48,0.4,0.6,0.739,0.6,3.2,1.8,1,0.8,0.9,1.8,7.2,2062,10.5,0.492,0.622,0.082,2.7,13.6,9.3,2,2.4,11.4,14.6,0.2,4.1,4.2,0.099,-0.2,3,2.5,"SAS",10000000
"207","Dante Cunningham",2012,15528,100,"PF",24,"MEM",64,5,17.6,2.3,4.4,0.516,0,0,0,2.3,4.3,0.52,0.516,0.7,1.1,0.652,1.4,2.4,0.6,0.7,0.5,0.5,1.5,5.2,1124,14.9,0.538,0.007,0.247,9.3,16.4,5.2,2,2.5,8.6,13.6,1.8,1.7,3.4,0.147,-0.8,1.6,0.8,"MEM",2090000
"208","Dante Cunningham",2015,17292,109,"PF",27,"NOP",66,27,25,2.3,5.1,0.457,0,0.2,0.1,2.3,5,0.468,0.459,0.4,0.7,0.617,1.1,2.8,0.8,0.7,0.6,0.5,1.5,5.2,1652,8.9,0.473,0.029,0.139,4.8,12.8,4.4,1.5,1.7,8.9,10.9,0.5,1.2,1.6,0.047,-2.6,1,0.2,"NOP",831942
"209","Dante Cunningham",2016,17922,102,"SF",28,"NOP",80,46,24.6,2.3,5.2,0.451,0.7,2.2,0.316,1.6,3,0.55,0.518,0.7,1,0.695,0.7,2.2,1,0.5,0.4,0.5,2.2,6.1,1971,8.6,0.54,0.422,0.199,3.1,10.4,5.6,1.1,1.4,8.4,11,1.5,0.7,2.1,0.052,-1.1,-0.1,0.4,"NOP",2978250
"210","Dante Cunningham",2018,19127,119,"SF",30,"TOT",73,25,21.4,2.2,5,0.451,0.8,2.3,0.345,1.5,2.7,0.541,0.53,0.4,0.7,0.596,1.1,3,0.7,0.5,0.4,0.5,1.5,5.7,1562,10,0.539,0.462,0.143,5.5,14.9,4.3,1.2,1.5,7.9,11.6,1.1,1.3,2.4,0.074,-1.4,0.1,0.2,"NOP",2300000
"211","Dante Cunningham",2018,19129,119,"SF",30,"BRK",22,1,20.3,3,6.3,0.468,1,2.7,0.383,1.9,3.6,0.532,0.55,0.5,0.7,0.688,1.3,3.5,1,0.5,0.6,0.8,1.6,7.5,447,13.8,0.561,0.432,0.115,6.6,18.5,7.6,1.3,2.3,10.4,15.8,0.4,0.4,0.9,0.092,-1,0.4,0.2,"NOP",2300000
"212","Dante Cunningham",2018,19128,119,"SF",30,"NOP",51,24,21.9,1.9,4.4,0.44,0.7,2.1,0.324,1.3,2.3,0.547,0.518,0.4,0.7,0.556,1,2.8,0.5,0.5,0.3,0.3,1.5,5,1115,8.4,0.525,0.48,0.16,5,13.4,3,1.2,1.1,6.2,10,0.7,0.9,1.6,0.067,-1.6,-0.1,0.1,"NOP",2300000
"213","Darius Morris",2013,16342,304,"PG",22,"LAL",48,17,14.2,1.5,3.9,0.388,0.5,1.4,0.364,1,2.5,0.402,0.452,0.5,0.8,0.649,0.5,0.7,1.6,0.4,0,0.9,1.2,4,683,8.1,0.475,0.351,0.197,4,5.2,16.8,1.6,0.2,18.1,16.2,-0.1,0.3,0.2,0.016,-2.6,-1.7,-0.4,"LAL",962195
"214","Darrell Arthur",2013,15997,19,"PF",24,"MEM",59,3,16.4,2.7,6.1,0.451,0.1,0.3,0.278,2.7,5.8,0.46,0.458,0.6,0.8,0.717,1.2,1.7,0.6,0.4,0.6,0.7,2.1,6.1,970,11.8,0.477,0.05,0.128,8.1,12.5,5.9,1.3,2.8,10.2,20.1,0.2,1.5,1.7,0.084,-2.9,0.5,-0.1,"MEM",4837500
"215","Darrell Arthur",2016,17837,25,"PF",27,"DEN",70,16,21.7,3.2,7,0.452,0.6,1.7,0.385,2.5,5.3,0.473,0.498,0.6,0.8,0.755,1.2,3,1.4,0.8,0.7,0.9,2.6,7.5,1516,12.5,0.514,0.239,0.108,6.2,15.4,10,1.8,2.6,11.4,16.7,1,1.3,2.3,0.072,-1.2,0.8,0.6,"DEN",2877315
"216","Darrell Arthur",2017,18412,20,"PF",28,"DEN",41,7,15.6,2.3,5.2,0.442,1.3,2.9,0.453,1,2.4,0.429,0.565,0.5,0.5,0.864,0.6,2.1,1,0.5,0.5,0.9,1.9,6.4,639,12.8,0.583,0.544,0.102,4.4,14.9,9.3,1.5,2.5,13.8,17.3,0.6,0.4,1.1,0.081,0.3,-0.6,0.3,"DEN",7666667
"217","Darren Collison",2014,16677,98,"PG",26,"LAC",80,35,25.9,4.1,8.7,0.467,0.9,2.4,0.376,3.2,6.3,0.501,0.518,2.4,2.8,0.857,0.6,1.8,3.7,1.2,0.2,1.7,1.9,11.4,2069,16.2,0.575,0.272,0.323,2.6,7.3,21.9,2.2,0.6,14.3,19.7,3.8,2,5.9,0.136,1.4,-0.4,1.6,"LAC",1942750
"218","Darren Collison",2015,17279,98,"PG",27,"SAC",45,45,34.8,5.8,12.2,0.473,1.3,3.6,0.373,4.4,8.6,0.514,0.527,3.2,4.1,0.788,0.4,2.8,5.6,1.5,0.3,2.5,2.1,16.1,1565,17.5,0.575,0.293,0.335,1.4,8.7,27.2,2.2,0.7,15.1,20.9,3,0.8,3.8,0.116,2.8,-1.3,1.4,"SAC",5013559
"219","Darren Collison",2018,19110,104,"PG",30,"IND",69,64,29.2,4.6,9.2,0.495,1.4,3,0.468,3.2,6.3,0.508,0.571,1.8,2.1,0.882,0.5,2,5.3,1.3,0.2,1.2,1.8,12.4,2018,18.8,0.61,0.321,0.226,2.1,7.8,26.4,2.3,0.7,10.9,17.4,5.8,1.8,7.6,0.181,3.1,-1,2.1,"IND",10000000
"220","David Lee",2017,18705,259,"PF",33,"SAS",79,10,18.7,3.1,5.3,0.59,0,0,NA,3.1,5.3,0.59,0.59,1,1.4,0.708,1.9,3.7,1.6,0.4,0.5,1,1.6,7.3,1477,18.5,0.613,0,0.269,11.7,21.9,13,1.1,2.2,14.9,16.9,3.2,2.5,5.7,0.186,0.7,2.5,1.9,"SAS",1578813
"221","David West",2012,15938,453,"PF",31,"IND",66,66,29.2,5.3,10.8,0.487,0,0.1,0.222,5.3,10.7,0.491,0.489,2.2,2.7,0.807,1.8,4.8,2.1,0.8,0.7,1.4,2.4,12.8,1925,17.8,0.531,0.013,0.246,6.9,18.3,13.1,1.4,1.9,10.5,20.9,3.4,2.5,5.9,0.147,0.7,1,1.8,"IND",10000000
"222","David West",2016,18363,451,"PF",35,"SAS",78,19,18,3.1,5.7,0.545,0,0.1,0.429,3.1,5.7,0.546,0.548,0.8,1,0.788,0.9,3,1.8,0.6,0.7,0.9,1.8,7.1,1404,17.6,0.573,0.016,0.179,6,18.6,15.4,1.6,3,12.3,18,2.4,2.9,5.4,0.184,0.1,3.3,1.9,"SAS",1525423
"223","David West",2017,18946,457,"C",36,"GSW",68,0,12.6,2,3.7,0.536,0,0.1,0.375,1.9,3.6,0.541,0.542,0.6,0.8,0.768,0.7,2.3,2.2,0.6,0.7,1.1,1.5,4.6,854,16.6,0.571,0.032,0.222,6.5,18.8,24.1,2.4,4.4,22,17.9,0.9,1.7,2.6,0.148,-1.7,3.9,0.9,"GSW",1551659
"224","David West",2018,19608,507,"C",37,"GSW",73,0,13.7,3,5.2,0.571,0,0.1,0.375,2.9,5.1,0.576,0.575,0.8,1.1,0.759,0.9,2.4,1.9,0.6,1,1.1,1.6,6.8,999,20.9,0.6,0.021,0.209,7.7,18.2,20.5,2.3,5.9,16.2,21.7,1.8,1.7,3.5,0.168,-0.2,3.2,1.3,"GSW",2328652
"225","DeAndre Jordan",2012,15721,257,"C",23,"LAC",66,66,27.2,3.1,4.9,0.632,0,0,0,3.1,4.9,0.634,0.632,1.1,2.1,0.525,3.1,5.2,0.3,0.5,2,1.1,2.9,7.4,1798,16.4,0.626,0.003,0.433,13.2,23,1.5,0.9,6.2,16,11.9,3.2,2.4,5.6,0.15,-1.1,2.1,1.4,"LAC",10759764
"226","DeAndre Jordan",2016,18103,241,"C",27,"LAC",77,77,33.7,4.6,6.6,0.703,0,0,0,4.6,6.6,0.704,0.703,3.5,8,0.43,3.5,10.3,1.2,0.7,2.3,1.4,2.7,12.7,2598,20.6,0.628,0.002,1.219,11.4,32.7,5.3,1,5.4,12.1,15.4,6,5.5,11.5,0.213,-0.4,3.8,3.5,"LAC",21904013
"227","DeAndre Liggins",2013,16289,263,"SG",24,"OKC",39,1,7.4,0.5,1.2,0.447,0.2,0.5,0.368,0.4,0.7,0.5,0.521,0.2,0.5,0.5,0.3,1,0.4,0.5,0.1,0.4,0.8,1.5,290,9.4,0.528,0.404,0.383,5.5,14.7,7.2,3.2,0.8,20.3,10.8,0.1,0.5,0.6,0.092,-1.6,1.5,0.1,"OKC",823244
"228","DeAndre Liggins",2017,18713,265,"SG",28,"DAL",1,0,25,3,6,0.5,0,1,0,3,5,0.6,0.5,2,3,0.667,3,4,0,2,0,0,3,8,25,17.6,0.546,0.167,0.5,13.3,19.5,0,4.2,0,0,13.8,0.1,0,0.1,0.194,-1.9,-2,0,"DAL",1296463
"229","DeAndre Liggins",2017,18711,265,"SG",28,"TOT",62,19,12.5,0.9,2.3,0.387,0.3,0.7,0.37,0.6,1.5,0.396,0.447,0.4,0.6,0.625,0.3,1.4,0.9,0.8,0.2,0.7,1.3,2.5,777,7.5,0.476,0.324,0.282,2.9,12.2,9.2,3,1.5,20.8,11.6,-0.4,0.9,0.5,0.031,-3.9,1.8,0,"DAL",1296463
"230","DeAndre Liggins",2017,18712,265,"SG",28,"CLE",61,19,12.3,0.9,2.2,0.382,0.3,0.7,0.378,0.6,1.5,0.385,0.445,0.4,0.6,0.622,0.3,1.4,0.9,0.7,0.2,0.7,1.3,2.4,752,7.2,0.473,0.331,0.272,2.6,11.9,9.5,3,1.5,21.6,11.5,-0.5,0.9,0.4,0.025,-4,2,0,"DAL",1296463
"231","DeJaun Blair",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DAL",947907
"232","DeJaun Blair",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WAS",2000000
"233","Delonte West",2012,15939,454,"PG",28,"DAL",44,33,24.1,3.8,8.2,0.461,0.6,1.7,0.355,3.2,6.5,0.489,0.499,1.4,1.6,0.886,0.3,2,3.2,1.3,0.3,1.7,1.5,9.6,1060,15.3,0.539,0.211,0.194,1.4,9.3,22.2,2.9,0.8,16.3,20.4,0.8,1.4,2.2,0.098,-0.3,0.7,0.7,"DAL",1146337
"234","DeMar DeRozan",2017,18519,108,"SG",27,"TOR",74,74,35.4,9.7,20.9,0.467,0.4,1.7,0.266,9.3,19.2,0.484,0.477,7.4,8.7,0.842,0.9,4.3,3.9,1.1,0.2,2.4,1.8,27.3,2620,24,0.552,0.08,0.419,3,13.6,20.6,1.5,0.4,9,34.3,6.7,2.4,9,0.166,2.4,-1.5,1.9,"TOR",27800000
"235","DeMarre Carroll",2012,15504,80,"SF-PF",25,"TOT",24,9,14.5,1.8,4.4,0.41,0.3,0.8,0.368,1.5,3.6,0.419,0.443,0.6,0.7,0.875,1.2,1,0.8,0.5,0,0.5,1.5,4.5,348,11.1,0.478,0.181,0.152,9.1,8.3,8.1,1.8,0.2,8.9,15.9,0.3,0.2,0.5,0.069,0,-1.3,0.1,"UTA",711279
"236","DeMarre Carroll",2012,15506,80,"SF",25,"UTA",20,9,16.4,1.9,5,0.374,0.4,1,0.368,1.5,4,0.375,0.409,0.7,0.8,0.875,1.4,1.1,0.8,0.6,0.1,0.5,1.8,4.8,327,10.1,0.448,0.192,0.162,9.7,7.8,6.9,1.9,0.2,7.8,15.8,0.2,0.2,0.4,0.06,-0.3,-1.1,0,"UTA",711279
"237","DeMarre Carroll",2012,15505,80,"PF",25,"DEN",4,0,5.3,1.5,1.5,1,0,0,NA,1.5,1.5,1,1,0,0,NA,0,0.8,0.8,0,0,0.5,0.3,3,21,25.2,1,0,0,0,16.2,27.7,0,0,25,17,0.1,0,0.1,0.211,4.8,-3.4,0,"UTA",711279
"238","DeMarre Carroll",2014,16661,84,"SF",27,"ATL",73,73,32.1,4.1,8.8,0.47,1.3,3.7,0.362,2.8,5.1,0.548,0.546,1.5,1.9,0.773,1.5,4.1,1.8,1.5,0.3,1.1,2.6,11.1,2341,13.9,0.575,0.417,0.22,5.3,14.5,8.9,2.3,0.7,10.1,15.2,3.2,2.6,5.8,0.119,1,1.1,2.4,"ATL",2500000
"239","DeMarre Carroll",2016,17895,79,"SF",29,"TOR",26,22,30.2,4,10.4,0.389,1.8,4.5,0.39,2.3,5.8,0.388,0.474,1.2,1.9,0.6,1.2,3.5,1,1.7,0.2,1.1,2.4,11,786,11.9,0.49,0.437,0.185,4.6,13.1,5.5,2.9,0.6,8.8,18.5,0.2,1,1.2,0.074,0,0.3,0.4,"TOR",14500000
"240","Derek Fisher",2014,16749,149,"SG",39,"OKC",81,0,17.6,1.7,4.5,0.391,1.1,2.8,0.384,0.7,1.6,0.402,0.512,0.7,0.9,0.775,0.1,1.4,1.4,0.9,0,0.6,1.9,5.2,1428,10.1,0.542,0.634,0.197,1,8.3,11.6,2.5,0.2,11.1,13.7,1.4,1.7,3.1,0.103,0,-0.5,0.5,"OKC",1399507
"241","Deron Williams",2016,18370,458,"PG",31,"DAL",65,63,32.4,4.9,11.9,0.414,1.5,4.3,0.344,3.4,7.6,0.454,0.477,2.8,3.2,0.869,0.3,2.6,5.8,0.9,0.2,2.3,2.4,14.1,2106,14.6,0.53,0.364,0.266,1,8.9,29.3,1.5,0.6,14.8,22,2.2,1.4,3.7,0.083,0.9,-1,1,"DAL",5500000
"242","Deron Williams",2017,18955,465,"PG",32,"DAL",40,40,29.3,4.9,11.3,0.43,1.6,4.5,0.348,3.3,6.8,0.485,0.5,1.7,2.1,0.821,0.3,2.2,6.9,0.6,0.1,2.5,2.4,13.1,1171,15,0.533,0.4,0.185,1.2,9.3,40.1,1.1,0.2,16.7,23.7,1.1,0.7,1.8,0.073,1,-2.4,0.2,"CLE",410733
"243","Deron Williams",2017,18956,465,"PG",32,"CLE",24,4,20.3,2.8,6.1,0.463,0.9,2.2,0.415,1.9,3.9,0.489,0.537,0.9,1,0.84,0,1.8,3.6,0.3,0.3,1.7,1.8,7.5,486,11.4,0.566,0.361,0.17,0.2,9.7,25.9,0.6,1,20.2,18.1,0.4,0.2,0.6,0.059,-1.9,-2.6,-0.3,"CLE",410733
"244","Deron Williams",2017,18954,465,"PG",32,"TOT",64,44,25.9,4.1,9.4,0.438,1.3,3.7,0.363,2.8,5.7,0.486,0.509,1.4,1.7,0.826,0.2,2.1,5.6,0.5,0.1,2.2,2.2,11,1657,14,0.541,0.39,0.182,0.9,9.4,35.9,1,0.4,17.6,22.1,1.5,0.9,2.4,0.069,0.2,-2.4,-0.1,"CLE",410733
"245","Derrick Brown",2012,15487,65,"SF",24,"CHA",65,17,22.2,3.3,6.3,0.518,0.1,0.4,0.25,3.2,5.9,0.535,0.526,1.4,2.2,0.667,1.5,2.2,1,0.7,0.2,0.8,1.5,8.1,1443,14.7,0.556,0.059,0.345,7.3,11.6,8.5,1.8,0.6,10.5,16.8,2,0.3,2.3,0.076,-0.3,-1.2,0.2,"CHA",854389
"246","Derrick Rose",2018,19518,433,"PG",29,"CLE",16,7,19.3,3.6,8.3,0.439,0.4,1.5,0.25,3.3,6.8,0.481,0.462,2.2,2.6,0.854,0.6,1.2,1.6,0.2,0.3,1.8,0.9,9.8,308,11.6,0.523,0.182,0.311,3.7,6.8,13,0.5,1.1,15.7,25.6,-0.1,0,-0.1,-0.014,-3.9,-3.8,-0.4,"CLE",2106470
"247","Derrick Rose",2018,19517,433,"PG",29,"TOT",25,7,16.8,3.2,7.4,0.435,0.3,1.2,0.233,3,6.2,0.474,0.454,1.6,1.8,0.87,0.5,0.9,1.5,0.3,0.2,1.4,0.6,8.4,420,11.5,0.507,0.161,0.247,3.5,5.8,13.6,0.8,0.8,14.5,25.4,-0.2,0.1,-0.2,-0.018,-3.8,-3.9,-0.6,"CLE",2106470
"248","Derrick Rose",2018,19519,433,"PG",29,"MIN",9,0,12.4,2.6,6,0.426,0.1,0.7,0.167,2.4,5.3,0.458,0.435,0.6,0.6,1,0.3,0.3,1.2,0.4,0,0.8,0.2,5.8,112,11.2,0.463,0.111,0.093,3.1,3.1,15.2,1.8,0,11.1,25,-0.1,0,-0.1,-0.029,-3.8,-4.3,-0.2,"CLE",2106470
"249","Derrick Williams",2016,18371,459,"SF",24,"NYK",80,9,17.9,3.2,7.1,0.45,0.6,1.9,0.293,2.6,5.2,0.506,0.488,2.4,3.2,0.758,0.6,3.1,0.9,0.4,0.1,0.8,0.9,9.3,1435,17.2,0.55,0.265,0.453,3.6,18.7,8.9,1,0.5,8.3,23.3,2.4,1.2,3.6,0.12,-0.1,-2.4,-0.2,"NYK",4499000
"250","DeShawn Stevenson",2013,16457,394,"SG",31,"ATL",56,31,20.7,1.8,4.7,0.374,1.4,3.7,0.364,0.4,0.9,0.415,0.519,0.2,0.4,0.522,0.3,1.9,0.9,0.5,0.1,0.4,1.2,5.1,1158,8.1,0.522,0.798,0.088,1.8,10.1,6.5,1.3,0.4,7.8,11.8,0.5,0.9,1.5,0.061,-0.9,-0.6,0.1,"ATL",2240450
"251","Devin Ebanks",2013,16121,121,"SF",23,"LAL",19,3,10.4,1.3,3.8,0.329,0.3,1.2,0.273,0.9,2.7,0.353,0.37,0.6,0.7,0.786,0.5,1.6,0.5,0.2,0.1,0.6,1.2,3.4,197,6.3,0.411,0.301,0.192,5.7,16.9,7.8,0.8,0.4,12.2,20.4,-0.2,0.1,-0.1,-0.025,-5.3,-2.2,-0.3,"LAL",1054389
"252","Devin Harris",2014,16802,190,"PG",30,"DAL",40,0,20.5,2.4,6.4,0.378,0.8,2.5,0.307,1.6,3.8,0.425,0.439,2.3,2.9,0.8,0.2,1.9,4.5,0.7,0.1,1.5,1.8,7.9,818,14.6,0.517,0.398,0.453,1.1,10.8,31,1.8,0.2,16.2,20.2,1.2,0.4,1.6,0.094,0.5,-2.1,0.1,"DAL",1265977
"253","Devin Harris",2015,17411,199,"PG",31,"DAL",76,3,22.2,2.9,6.9,0.418,1.3,3.5,0.357,1.6,3.4,0.481,0.509,1.7,2.1,0.815,0.2,1.6,3.1,1,0.2,1.1,1.9,8.8,1685,14.8,0.559,0.508,0.309,0.8,8,20.4,2.3,0.7,12.5,18,2.9,1.3,4.2,0.12,1.9,-0.8,1.3,"DAL",4140721
"254","Dewayne Dedmon",2017,18514,103,"C",27,"SAS",76,37,17.5,2.1,3.4,0.622,0,0,NA,2.1,3.4,0.622,0.622,0.9,1.2,0.699,1.7,4.8,0.6,0.5,0.8,0.8,2.4,5.1,1330,16,0.645,0,0.359,11.2,30.6,4.8,1.4,3.7,16.9,12.3,2.3,3,5.2,0.189,-1.6,3.2,1.2,"SAS",2963205
"255","Dewayne Dedmon",2018,19135,125,"C",28,"ATL",62,46,24.9,4,7.7,0.524,0.8,2.3,0.355,3.2,5.4,0.595,0.577,1.1,1.4,0.779,1.6,6.3,1.5,0.6,0.8,1.4,2.6,10,1542,15.8,0.599,0.296,0.18,7.2,28.1,9.2,1.3,2.8,14.3,17,1.8,1.9,3.7,0.114,-1,1.6,1,"ATL",7050000
"256","Diamond Stone",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHI",1428781
"257","Diante Garrett",2014,16760,158,"PG",25,"UTA",71,0,14.8,1.4,3.7,0.381,0.5,1.4,0.375,0.9,2.4,0.385,0.449,0.1,0.2,0.833,0.2,1.2,1.7,0.6,0.1,1.1,1.1,3.5,1048,7.1,0.459,0.362,0.045,1.2,9.8,17.6,2.1,0.4,21.7,15.1,-1.1,0.3,-0.8,-0.036,-4,-1.2,-0.8,"UTA",871952
"258","Dion Waiters",2017,18937,450,"SG",25,"MIA",46,43,30.1,6.1,14.4,0.424,1.8,4.7,0.395,4.3,9.7,0.438,0.488,1.8,2.8,0.646,0.4,2.9,4.3,0.9,0.4,2.2,2.1,15.8,1384,14.5,0.507,0.324,0.192,1.4,10.9,23.8,1.5,1.1,12.5,26.3,0.2,1.5,1.6,0.057,-0.1,-0.8,0.4,"MIA",2963205
"259","Dion Waiters",2018,19595,496,"SG",26,"MIA",30,30,30.6,5.4,13.7,0.398,1.7,5.7,0.306,3.7,8,0.463,0.461,1.7,2.3,0.739,0.3,2.3,3.8,0.8,0.3,2.3,2,14.3,918,10.5,0.487,0.415,0.168,1,8.5,19.8,1.3,0.8,13.7,25,-0.7,0.8,0.1,0.004,-2,-2,-0.5,"MIA",13000000
"260","Dirk Nowitzki",2015,17593,347,"PF",36,"DAL",77,77,29.6,6.3,13.8,0.459,1.4,3.6,0.38,5,10.2,0.486,0.508,3.3,3.8,0.882,0.6,5.4,1.9,0.5,0.4,1.1,2.1,17.3,2282,19.2,0.56,0.258,0.272,2.1,19.9,10.4,0.9,1.2,6.5,24.9,5.2,2,7.2,0.152,1.7,-1,1.5,"DAL",8333333
"261","Dirk Nowitzki",2017,18792,332,"PF",38,"DAL",54,54,26.4,5.5,12.6,0.437,1.5,3.9,0.378,4,8.7,0.463,0.495,1.8,2.1,0.875,0.4,6.1,1.5,0.6,0.7,0.9,2.1,14.2,1424,17,0.529,0.308,0.165,1.8,28.3,10.6,1.1,2.4,6.6,25.8,0.6,1.9,2.5,0.084,-1.6,0.3,0.2,"DAL",25000000
"262","Dirk Nowitzki",2018,19444,372,"C",39,"DAL",77,77,24.7,4.5,9.8,0.456,1.8,4.4,0.409,2.7,5.5,0.494,0.547,1.3,1.4,0.898,0.3,5.4,1.6,0.6,0.6,0.7,1.9,12,1900,16.7,0.575,0.445,0.142,1.2,25.2,10.4,1.1,2.1,6,20.5,2.6,2.2,4.8,0.121,0.1,0.3,1.1,"DAL",5000000
"263","Donald Sloan",2016,18288,398,"PG",28,"BRK",61,33,21.6,2.5,5.7,0.44,0.6,1.6,0.384,1.9,4.1,0.462,0.494,1.3,1.7,0.75,0.3,2.6,4.4,0.5,0.1,1.3,1.2,7,1318,13.9,0.536,0.283,0.297,1.4,13.5,30,1.2,0.2,16.8,16.1,1.7,0.3,2,0.071,-0.3,-2.1,-0.1,"BKN",1015421
"264","Donald Sloan",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WAS",1709538
"265","Donte Greene",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEM",516406
