"","player","i","X1","rk","pos","age","tm.x","g","gs","mp_per_game","fg","fga","fgpercent","x3p","x3pa","x3ppercent","x2p","x2pa","x2ppercent","efgpercent","ft","fta","ftpercent","orb","drb","ast","stl","blk","tov","pf","ps_g","mp_total","per","tspercent","x3par","ftr","orbpercent","drbpercent","astpercent","stlpercent","blkpercent","tovpercent","usgpercent","ows","dws","ws","ws_48","obpm","dbpm","vorp","tm.y","avg_salary"
"229","Andrew Wiggins",2016,18367,455,"SF",20,"MIN",81,81,35.1,7.3,16,0.459,0.7,2.3,0.3,6.6,13.6,0.486,0.481,5.3,7,0.761,1.3,2.3,2,1,0.6,2.2,2,20.7,2845,16.5,0.543,0.147,0.437,4.3,7.5,10.1,1.4,1.3,10.6,27.2,3.4,0.7,4.1,0.069,0.4,-2.5,-0.1,"MIN",6212561
"230","Andrew Wiggins",2017,18951,462,"SF",21,"MIN",82,82,37.2,8.6,19.1,0.452,1.3,3.5,0.356,7.4,15.6,0.473,0.484,5,6.6,0.76,1.2,2.8,2.3,1,0.4,2.3,2.2,23.6,3048,16.5,0.534,0.184,0.345,3.8,8.8,10.6,1.4,0.8,9.4,29,3.3,0.9,4.2,0.066,0.2,-2.9,-0.6,"MIN",6212561
"231","Andrew Wiggins",2018,19615,514,"SF",22,"MIN",82,82,36.3,6.9,15.9,0.438,1.4,4.1,0.331,5.6,11.7,0.475,0.481,2.5,3.8,0.643,1,3.4,2,1.1,0.6,1.7,2,17.7,2979,13,0.505,0.26,0.242,3.1,10.8,8.2,1.5,1.5,8.8,23.4,0.5,1.6,2.1,0.034,-1.1,-1.4,-0.4,"MIN",6212561
"232","Andris Biedrins",2012,15466,44,"C",25,"GSW",47,35,15.7,0.8,1.4,0.609,0,0,NA,0.8,1.4,0.609,0.609,0,0.2,0.111,1,2.8,0.3,0.5,1,0.3,2.7,1.7,739,8.8,0.581,0,0.141,6.9,20,3,1.6,4.7,17.1,5.1,0.6,0.7,1.3,0.085,-3.1,2.9,0.3,"GSW",9000000
"233","Andris Biedrins",2013,16025,43,"C",26,"GSW",53,9,9.3,0.2,0.4,0.476,0,0,NA,0.2,0.4,0.476,0.476,0.1,0.2,0.308,0.6,2.2,0.3,0.3,0.8,0.3,1.9,0.5,495,7.7,0.449,0,0.619,7.8,25.7,3.7,1.5,6.6,34.4,3.7,0.1,1,1.1,0.102,-5,5.7,0.3,"GSW",9000000
"234","Andy Rautins",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOR",815615
"235","Antawn Jamison",2012,15691,235,"PF",35,"CLE",65,65,33.1,6.5,16.1,0.403,1.4,4.1,0.341,5.1,12,0.425,0.447,2.8,4.2,0.683,1.9,4.4,2,0.8,0.7,1.4,2.5,17.2,2151,16.1,0.481,0.256,0.26,6.3,15.7,11.9,1.2,1.5,7.2,26.2,2.1,1,3.1,0.07,0.7,-1.8,0.5,"CLE",12500000
"236","Antawn Jamison",2013,16228,214,"PF",36,"LAL",76,6,21.5,3.5,7.6,0.464,1.1,3.1,0.361,2.4,4.5,0.535,0.537,1.2,1.8,0.691,1.4,3.3,0.7,0.4,0.3,0.7,1.6,9.4,1636,15.3,0.561,0.405,0.237,7.5,16.6,5,0.9,1,7.7,18.7,3,1.3,4.3,0.126,0.7,-1.8,0.4,"LAL",1352181
"237","Ante Zizic",2018,19646,539,"C",21,"CLE",32,2,6.7,1.5,2.1,0.731,0,0,NA,1.5,2.1,0.731,0.731,0.7,0.9,0.724,0.8,1.1,0.2,0.1,0.4,0.3,0.9,3.7,214,24.2,0.746,0,0.433,12.8,18.6,3.8,0.5,5.2,12.1,18.8,0.9,0.2,1,0.231,1.3,-1.2,0.1,"CLE",1798980
"238","Anthony Bennett",2014,16607,45,"PF",20,"CLE",52,0,12.8,1.5,4.3,0.356,0.3,1,0.245,1.3,3.3,0.39,0.384,0.8,1.3,0.638,0.9,2,0.3,0.4,0.2,0.9,1.8,4.2,663,6.9,0.425,0.236,0.307,8.1,18.4,4,1.6,1,15.5,20.3,-1.1,0.7,-0.4,-0.028,-5.8,-1.5,-0.9,"CLE",5563920
"239","Anthony Bennett",2015,17212,45,"PF",21,"MIN",57,3,15.7,2.2,5.2,0.421,0.1,0.4,0.304,2.1,4.8,0.431,0.433,0.7,1.1,0.641,0.9,2.9,0.8,0.5,0.3,0.6,1.5,5.2,894,11.4,0.458,0.077,0.215,6.5,21.6,8.7,1.5,1.4,10,17.8,-0.1,0.4,0.3,0.017,-3.6,-1.2,-0.6,"MIN",5563920
"240","Anthony Bennett",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHX",1577230
"241","Anthony Brown",2016,17877,63,"SF",23,"LAL",29,11,20.7,1.3,4.3,0.31,0.7,2.4,0.286,0.7,1.9,0.339,0.389,0.6,0.7,0.85,0.3,2.1,0.7,0.5,0.2,0.5,1.2,4,599,4.9,0.427,0.556,0.159,1.6,11.3,4.8,1.2,0.7,10,11,-0.4,0.1,-0.3,-0.024,-4,-1.1,-0.5,"LAL",863127
"242","Anthony Brown",2017,18459,59,"SF",24,"TOT",11,0,14.5,1.6,4.5,0.36,0.6,2.5,0.259,1,2.1,0.478,0.43,0,0,NA,0.7,2.3,0.7,0.5,0.1,0.5,1.4,3.9,159,7.2,0.43,0.54,0,5.3,16.9,7.6,1.5,0.5,10.7,15.6,-0.2,0.2,0,0.001,-3.8,-0.2,-0.1,"ORL",5145
"243","Anthony Brown",2017,18461,59,"SF",24,"ORL",2,0,8,2,4.5,0.444,0.5,1.5,0.333,1.5,3,0.5,0.5,0,0,NA,1,2.5,1,0,0,0.5,1,4.5,16,18.5,0.5,0.333,0,13.2,35,23,0,0,10,27.5,0,0,0,0.076,0.9,-1.8,0,"ORL",5145
"244","Anthony Brown",2017,18460,59,"SF",24,"NOP",9,0,15.9,1.6,4.6,0.341,0.7,2.7,0.25,0.9,1.9,0.471,0.415,0,0,NA,0.7,2.2,0.7,0.6,0.1,0.6,1.4,3.8,143,5.9,0.415,0.585,0,4.4,14.8,5.9,1.7,0.6,10.9,14.2,-0.2,0.2,0,-0.007,-4.3,0,-0.1,"ORL",5145
"245","Anthony Davis",2013,16094,100,"PF",19,"NOH",64,60,28.8,5.5,10.6,0.516,0,0.1,0,5.5,10.5,0.521,0.516,2.6,3.5,0.751,2.6,5.6,1,1.2,1.8,1.4,2.5,13.5,1846,21.7,0.559,0.009,0.333,10.5,23.5,6.1,2.2,5.1,10.3,21.8,3.7,2.4,6.1,0.159,0.5,1.9,2,"NOP",5799503
"246","Anthony Davis",2014,16701,116,"PF",20,"NOP",67,66,35.2,7.8,15,0.519,0,0.1,0.222,7.8,14.9,0.522,0.52,5.2,6.6,0.791,3.1,7,1.6,1.3,2.8,1.6,3,20.8,2358,26.5,0.582,0.009,0.438,10,23.3,8,2,6.7,8.3,25.2,7.2,3.2,10.4,0.212,2.3,2.2,3.9,"NOP",5799503
"247","Anthony Davis",2015,17307,117,"PF",21,"NOP",68,68,36.1,9.4,17.6,0.535,0,0.2,0.083,9.4,17.5,0.54,0.536,5.5,6.8,0.805,2.5,7.7,2.2,1.5,2.9,1.4,2.1,24.4,2455,30.8,0.591,0.01,0.384,8,24.1,11.6,2.1,6.2,6.3,27.8,9.9,4.2,14,0.274,4.2,3,5.7,"NOP",5799503
"248","Anthony Davis",2016,17929,107,"C",22,"NOP",61,61,35.5,9.2,18.6,0.493,0.6,1.8,0.324,8.6,16.9,0.511,0.508,5.3,7,0.758,2.1,8.1,1.9,1.3,2,2,2.4,24.3,2164,25,0.559,0.095,0.379,6.4,26.4,10,1.8,4.7,8.4,29.6,4.4,2.8,7.2,0.16,1,1.2,2.3,"NOP",5799503
"249","Anthony Davis",2018,19132,122,"PF",24,"NOP",75,75,36.4,10.4,19.5,0.534,0.7,2.2,0.34,9.7,17.3,0.558,0.552,6.6,8,0.828,2.5,8.6,2.3,1.5,2.6,2.2,2.1,28.1,2727,28.9,0.612,0.111,0.409,7.7,24.8,10.8,2,5.6,8.6,30,8.8,4.9,13.7,0.241,2.8,2.3,4.9,"NOP",25434263
"250","Anthony Morrow",2012,15787,321,"SG",26,"NJN",62,18,26.4,4.4,10.6,0.413,1.7,4.6,0.371,2.7,6,0.446,0.494,1.6,1.7,0.933,0.5,1.5,1,0.7,0.1,1.1,1.4,12,1636,13.1,0.531,0.435,0.158,2.1,7,6.8,1.5,0.4,9,21.6,1.7,0,1.7,0.051,0.4,-3.4,-0.4,"NJN",4000000
"251","Anthony Morrow",2012,15787,321,"SG",26,"NJN",62,18,26.4,4.4,10.6,0.413,1.7,4.6,0.371,2.7,6,0.446,0.494,1.6,1.7,0.933,0.5,1.5,1,0.7,0.1,1.1,1.4,12,1636,13.1,0.531,0.435,0.158,2.1,7,6.8,1.5,0.4,9,21.6,1.7,0,1.7,0.051,0.4,-3.4,-0.4,"BKN",4000000
"252","Anthony Morrow",2013,16348,307,"SG",27,"ATL",24,1,12.5,2,4.6,0.423,0.6,1.6,0.395,1.3,3,0.438,0.491,0.7,0.8,0.889,0.4,0.7,0.4,0.5,0,0.2,1.4,5.2,301,12.3,0.526,0.342,0.162,3.9,6,4.8,2.1,0.3,3.3,18.9,0.4,0.3,0.6,0.1,-0.7,-2.3,-0.1,"DAL",4000000
"253","Anthony Morrow",2013,16347,307,"SG",27,"TOT",41,1,9.3,1.6,3.5,0.441,0.4,1,0.372,1.2,2.5,0.471,0.497,0.5,0.5,0.909,0.3,0.5,0.3,0.3,0,0.2,1,4,383,12,0.53,0.297,0.152,3.3,5.6,5.6,1.8,0.2,4.9,19.6,0.4,0.3,0.7,0.084,-1.1,-2.8,-0.2,"DAL",4000000
"254","Anthony Morrow",2013,16349,307,"SG",27,"DAL",17,0,4.8,1,2,0.5,0.1,0.3,0.2,0.9,1.7,0.552,0.515,0.2,0.2,1,0.1,0.2,0.2,0.1,0,0.2,0.6,2.3,82,10.9,0.545,0.147,0.118,1.4,4,8.3,0.6,0,10.1,22.1,0,0,0,0.028,-2.6,-4.8,-0.1,"DAL",4000000
"255","Anthony Morrow",2014,16952,317,"SG",28,"NOP",76,9,18.8,3.1,6.8,0.458,1.2,2.6,0.451,2,4.3,0.462,0.542,0.9,1.1,0.828,0.4,1.5,0.8,0.5,0.2,0.7,1.3,8.4,1426,13.9,0.57,0.375,0.167,2.3,9.2,6.7,1.4,0.7,8.4,19.4,2.1,0.3,2.4,0.081,0.8,-3.1,-0.1,"NOP",1086555
"256","Anthony Morrow",2015,17568,333,"SG",29,"OKC",74,0,24.4,3.9,8.3,0.463,1.9,4.4,0.434,1.9,3.9,0.497,0.578,1.1,1.2,0.888,0.5,2.1,0.8,0.7,0.1,0.5,1.8,10.7,1806,14.8,0.604,0.528,0.145,2.4,9.1,5.2,1.5,0.5,5.5,16.5,4.4,1.2,5.7,0.151,2.4,-1.8,1.2,"OKC",3344000
"257","Anthony Morrow",2016,18197,315,"SG",30,"OKC",68,6,13.6,2,4.9,0.408,1.2,3,0.387,0.8,1.9,0.442,0.527,0.4,0.6,0.744,0.1,0.8,0.4,0.3,0.1,0.3,0.9,5.6,926,10.7,0.543,0.613,0.117,1.2,5.8,3.7,1.2,0.4,4.6,16.9,1.4,0.5,1.9,0.097,0.5,-3.2,-0.2,"OKC",3344000
"258","Anthony Morrow",2017,18766,312,"SG",31,"TOT",49,7,14.6,2,5.1,0.389,0.8,2.7,0.308,1.2,2.4,0.479,0.47,0.7,0.8,0.919,0.2,0.4,0.5,0.5,0,0.1,0.9,5.5,714,10.1,0.505,0.528,0.147,1.9,2.9,5.2,1.7,0.2,2.2,16.4,0.7,0.5,1.2,0.083,-1.2,-3.1,-0.4,"CHI",3344000
"259","Anthony Morrow",2017,18766,312,"SG",31,"TOT",49,7,14.6,2,5.1,0.389,0.8,2.7,0.308,1.2,2.4,0.479,0.47,0.7,0.8,0.919,0.2,0.4,0.5,0.5,0,0.1,0.9,5.5,714,10.1,0.505,0.528,0.147,1.9,2.9,5.2,1.7,0.2,2.2,16.4,0.7,0.5,1.2,0.083,-1.2,-3.1,-0.4,"OKC",2482635
"260","Anthony Morrow",2017,18767,312,"SG",31,"OKC",40,7,15.7,2.2,5.6,0.386,0.9,3,0.294,1.3,2.6,0.49,0.464,0.6,0.7,0.885,0.3,0.5,0.5,0.6,0.1,0.2,1,5.8,627,9.2,0.491,0.534,0.117,1.9,3.2,4.5,1.7,0.3,2.5,16.3,0.4,0.4,0.9,0.069,-1.6,-2.9,-0.4,"CHI",3344000
"261","Anthony Morrow",2017,18767,312,"SG",31,"OKC",40,7,15.7,2.2,5.6,0.386,0.9,3,0.294,1.3,2.6,0.49,0.464,0.6,0.7,0.885,0.3,0.5,0.5,0.6,0.1,0.2,1,5.8,627,9.2,0.491,0.534,0.117,1.9,3.2,4.5,1.7,0.3,2.5,16.3,0.4,0.4,0.9,0.069,-1.6,-2.9,-0.4,"OKC",2482635
"262","Anthony Morrow",2017,18768,312,"SG",31,"CHI",9,0,9.7,1.3,3.2,0.414,0.7,1.6,0.429,0.7,1.7,0.4,0.517,1.2,1.2,1,0.1,0.1,0.7,0.2,0,0,0.4,4.6,87,16,0.606,0.483,0.379,1.2,1.2,10.4,1.2,0,0,17,0.3,0,0.3,0.19,2,-4.4,0,"CHI",3344000
"263","Anthony Morrow",2017,18768,312,"SG",31,"CHI",9,0,9.7,1.3,3.2,0.414,0.7,1.6,0.429,0.7,1.7,0.4,0.517,1.2,1.2,1,0.1,0.1,0.7,0.2,0,0,0.4,4.6,87,16,0.606,0.483,0.379,1.2,1.2,10.4,1.2,0,0,17,0.3,0,0.3,0.19,2,-4.4,0,"OKC",2482635
"264","Anthony Morrow",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POR",2116955
"265","Anthony Parker",2012,15810,344,"SF",36,"CLE",51,51,25.1,2.8,6.4,0.433,1,2.7,0.362,1.8,3.7,0.484,0.509,0.7,1.1,0.625,0.2,2.5,2.4,0.7,0.1,1,1.3,7.2,1280,10.9,0.523,0.423,0.172,0.9,11.8,15.7,1.6,0.4,12.5,14.1,1,0.4,1.4,0.052,-0.8,-1.1,0,"CLE",2250000
"266","Anthony Randolph",2012,15828,362,"PF",22,"MIN",34,5,15.2,2.8,5.9,0.47,0,0,0,2.8,5.9,0.472,0.47,1.9,2.5,0.762,1.2,2.4,0.6,0.4,1,1.2,1.6,7.4,517,17.6,0.532,0.005,0.42,9,17.5,6.6,1.3,4.8,14.4,23.8,0.5,0.6,1.1,0.099,-2.6,1,0.1,"MIN",2105948
"267","Anthony Randolph",2013,16404,351,"PF",23,"DEN",39,0,8.4,1.4,2.9,0.491,0,0.2,0,1.4,2.7,0.528,0.491,0.8,1.2,0.689,0.7,1.7,0.3,0.5,0.5,0.9,1.1,3.7,329,15.6,0.534,0.07,0.395,10.1,22.1,5.5,2.9,5,21.7,22.5,-0.1,0.6,0.5,0.073,-3.8,2.3,0,"DEN",1750000
"268","Anthony Randolph",2014,17010,365,"PF",24,"DEN",43,5,12.3,1.6,4.1,0.386,0.4,1.4,0.295,1.2,2.7,0.435,0.438,1.2,1.6,0.754,0.5,2.4,0.7,0.6,0.4,0.9,1.5,4.8,527,12.2,0.499,0.347,0.392,4.1,21,9.1,2.4,2.7,15.9,19.8,-0.1,0.7,0.6,0.055,-3.1,1.3,0,"DEN",1750000
"269","Anthony Tolliver",2012,15901,426,"SF",26,"MIN",51,0,17.3,1.4,3.6,0.39,0.5,2,0.248,0.9,1.6,0.568,0.459,0.8,1.1,0.745,1,2,0.4,0.4,0.4,0.7,1.7,4.1,882,8.3,0.504,0.555,0.302,6.2,13,3.8,1,1.5,14.5,12.2,0.3,0.6,0.9,0.049,-1.7,0.2,0.1,"MIN",2125000
"270","Anthony Tolliver",2013,16487,420,"SF",27,"ATL",62,11,15.5,1.3,3.5,0.38,0.7,2.1,0.338,0.6,1.3,0.446,0.484,0.7,0.8,0.863,0.5,2,0.5,0.2,0.2,0.6,1.1,4.1,963,8.4,0.531,0.616,0.236,3.7,14.5,4.8,0.8,1,13.1,13.2,0.3,0.9,1.2,0.059,-2.5,-0.8,-0.3,"ATL",915852
"271","Anthony Tolliver",2014,17099,434,"PF",28,"CHA",64,9,20.3,2,4.8,0.42,1.6,3.9,0.413,0.4,0.9,0.45,0.586,0.5,0.6,0.805,0.5,2.1,0.7,0.3,0.2,0.4,1.3,6.1,1298,11,0.605,0.805,0.134,2.9,11.8,5,0.8,0.9,6.6,12.4,1.9,1.3,3.2,0.117,0.8,-0.5,0.8,"CHA",1027424
"272","Anthony Tolliver",2015,17748,445,"PF",29,"DET",52,11,22.3,2.6,6.1,0.423,1.6,4.4,0.36,1,1.8,0.582,0.552,1,1.2,0.794,0.9,2.8,0.9,0.4,0.3,0.8,2.3,7.7,1160,11.8,0.58,0.715,0.197,4.1,14.3,6.5,0.9,1,10.3,14.8,1.8,0.8,2.5,0.104,1,-0.9,0.6,"DET",3000000
"273","Anthony Tolliver",2015,17746,445,"PF",29,"TOT",76,11,18.8,2.1,5.2,0.41,1.4,3.8,0.366,0.7,1.4,0.534,0.545,0.7,0.9,0.783,0.7,2.4,0.8,0.3,0.2,0.7,1.8,6.3,1432,11.1,0.569,0.738,0.176,3.7,14.5,6.3,0.9,0.9,10.8,14.7,1.8,0.9,2.7,0.092,0.5,-1.1,0.5,"DET",3000000
"274","Anthony Tolliver",2015,17747,445,"PF",29,"PHO",24,0,11.3,1.1,3.1,0.351,1,2.6,0.387,0.1,0.5,0.167,0.514,0.2,0.3,0.667,0.3,1.6,0.4,0.2,0,0.5,0.8,3.3,272,7.8,0.522,0.838,0.081,2.4,15.5,5.2,0.7,0.3,12.6,14.2,0.1,0.2,0.2,0.04,-1.8,-2.2,-0.1,"DET",3000000
"275","Anthony Tolliver",2016,18332,428,"PF",30,"DET",72,5,18.6,1.8,4.6,0.386,1.4,3.8,0.36,0.4,0.8,0.5,0.533,0.4,0.7,0.617,0.5,2.6,0.7,0.4,0.2,0.4,1.2,5.3,1341,10.2,0.543,0.819,0.142,3.1,16.1,5.6,1,0.9,7.4,12.4,1.5,1.3,2.8,0.1,0,0,0.7,"DET",3000000
"276","Anthony Tolliver",2017,18914,431,"PF",31,"SAC",65,9,22.7,2.4,5.4,0.442,1.4,3.5,0.391,1,1.9,0.537,0.57,0.9,1.3,0.744,0.8,2.9,1.2,0.5,0.3,0.9,1.7,7.1,1477,11.1,0.595,0.655,0.234,4,14.4,7.7,1.2,1.2,12.6,13.6,1.5,0.8,2.3,0.075,0.2,-0.7,0.6,"SAC",8000000
"277","Anthony Tolliver",2018,19574,482,"PF",32,"DET",79,14,22.2,2.8,6,0.464,2,4.6,0.436,0.8,1.4,0.561,0.632,1.3,1.7,0.797,0.6,2.4,1.1,0.4,0.3,0.7,1.8,8.9,1757,13.9,0.663,0.773,0.282,3.1,12.3,7.5,0.9,1.1,9.9,14.8,3.8,1.5,5.3,0.146,2.3,-0.8,1.5,"DET",3290000
"278","Antonius Cleveland",2018,19104,100,"SG",23,"TOT",17,0,7.2,0.5,1.2,0.381,0.2,0.2,0.75,0.3,1,0.294,0.452,0.2,0.4,0.667,0.2,0.6,0.1,0.4,0.3,0.4,1.4,1.4,123,4.5,0.486,0.19,0.286,2.7,10.2,2.2,2.8,3.6,22.8,11.1,-0.2,0.2,0,-0.006,-6.7,2.2,-0.1,"GSW",815615
"279","Antonius Cleveland",2018,19106,100,"SG",23,"ATL",4,0,10.5,1,1.8,0.571,0.8,0.8,1,0.3,1,0.25,0.786,0.5,0.5,1,0.3,0.8,0,0.3,0.3,1.3,3,3.3,42,3.5,0.825,0.429,0.286,2.7,8,0,1.2,2,38.8,13.4,0,0,0,-0.009,-5,-2,-0.1,"GSW",815615
"280","Antonius Cleveland",2018,19105,100,"SG",23,"DAL",13,0,6.2,0.3,1.1,0.286,0,0.1,0,0.3,1,0.308,0.286,0.2,0.3,0.5,0.2,0.6,0.2,0.5,0.3,0.2,0.8,0.8,81,5.1,0.317,0.071,0.286,2.6,11.4,3.3,3.7,4.4,11.3,10,-0.1,0.1,0,-0.005,-7.6,4.5,0,"GSW",815615
"281","Archie Goodwin",2014,16773,169,"SG",19,"PHO",52,0,10.3,1.5,3.2,0.455,0.1,0.7,0.139,1.4,2.5,0.542,0.47,0.7,1.1,0.673,0.5,1.2,0.4,0.4,0.2,0.8,0.9,3.7,533,10.3,0.507,0.216,0.329,5.3,13,5.7,1.9,1.6,18.7,19.4,-0.3,0.5,0.2,0.018,-3.9,-0.4,-0.3,"PHX",1357732
"282","Archie Goodwin",2015,17379,175,"SG",20,"PHO",41,2,13,1.9,4.9,0.393,0.3,1,0.293,1.6,3.9,0.419,0.423,1.5,2,0.735,0.7,1.1,1.1,0.4,0.2,1.2,1.3,5.6,535,11.2,0.486,0.204,0.413,5.5,9.7,12.6,1.7,1.3,16.8,23.4,-0.2,0.4,0.2,0.014,-3.3,-1.2,-0.3,"PHX",1357732
"283","Archie Goodwin",2016,17991,158,"PG",21,"PHO",57,13,19.5,3.1,7.4,0.417,0.4,1.7,0.232,2.7,5.7,0.474,0.444,2.3,3.4,0.674,0.5,2,2.1,0.5,0.2,1.8,1.5,8.9,1114,11.1,0.498,0.235,0.457,2.6,11.5,17.2,1.2,1,16.5,23.2,-0.4,0.5,0.1,0.004,-2.9,-1.7,-0.7,"PHX",1357732
"284","Archie Goodwin",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POR",1577230
"285","Arinze Onuaku",2014,16982,341,"PF",26,"TOT",5,0,6,0.2,1,0.2,0,0,NA,0.2,1,0.2,0.2,0.2,0.4,0.5,0.4,1.2,0.6,0,0,0.2,0.6,0.6,30,3.8,0.255,0,0.4,7.6,23.5,13.5,0,0,14.5,10.4,0,0,0,-0.044,-6.8,-1.6,0,"CLE",2883
"286","Arinze Onuaku",2014,16982,341,"PF",26,"TOT",5,0,6,0.2,1,0.2,0,0,NA,0.2,1,0.2,0.2,0.2,0.4,0.5,0.4,1.2,0.6,0,0,0.2,0.6,0.6,30,3.8,0.255,0,0.4,7.6,23.5,13.5,0,0,14.5,10.4,0,0,0,-0.044,-6.8,-1.6,0,"CLE",2883
"287","Arinze Onuaku",2014,16984,341,"PF",26,"CLE",2,0,2.5,0,0.5,0,0,0,NA,0,0.5,0,0,0,0,NA,0,0.5,0,0,0,0,0,0,5,-5.3,0,0,0,0,23,0,0,0,0,8.9,0,0,0,-0.179,-14.8,-3.4,0,"CLE",2883
"288","Arinze Onuaku",2014,16984,341,"PF",26,"CLE",2,0,2.5,0,0.5,0,0,0,NA,0,0.5,0,0,0,0,NA,0,0.5,0,0,0,0,0,0,5,-5.3,0,0,0,0,23,0,0,0,0,8.9,0,0,0,-0.179,-14.8,-3.4,0,"CLE",2883
"289","Arinze Onuaku",2014,16983,341,"PF",26,"NOP",3,0,8.3,0.3,1.3,0.25,0,0,NA,0.3,1.3,0.25,0.25,0.3,0.7,0.5,0.7,1.7,1,0,0,0.3,1,1,25,5.6,0.307,0,0.5,9.2,23.6,16.2,0,0,17,10.7,0,0,0,-0.016,-5.2,-1.2,0,"CLE",2883
"290","Arinze Onuaku",2014,16983,341,"PF",26,"NOP",3,0,8.3,0.3,1.3,0.25,0,0,NA,0.3,1.3,0.25,0.25,0.3,0.7,0.5,0.7,1.7,1,0,0,0.3,1,1,25,5.6,0.307,0,0.5,9.2,23.6,16.2,0,0,17,10.7,0,0,0,-0.016,-5.2,-1.2,0,"CLE",2883
"291","Arinze Onuaku",2015,17599,353,"C",27,"MIN",6,1,11.3,2,2.3,0.857,0,0,NA,2,2.3,0.857,0.857,0.5,1.3,0.375,1.2,2.3,0.7,0.2,0.5,0.3,1,4.5,68,22.8,0.771,0,0.571,11.4,24.3,10.2,0.7,3.5,10.2,12.7,0.2,0,0.3,0.197,2.5,-0.2,0.1,"MIN",43226
"292","Armon Johnson",2012,15702,244,"PG",22,"TOT",9,0,13.8,2.2,4.8,0.465,0.1,0.3,0.333,2.1,4.4,0.475,0.477,0.7,0.7,1,0.1,1.3,1.2,0.6,0,0.7,1,5.2,124,12.9,0.515,0.07,0.14,0.9,11.6,16.1,2.1,0,11.6,19.1,0.1,0,0.1,0.05,-2.6,-2.4,-0.1,"BKN",6929
"293","Armon Johnson",2012,15702,244,"PG",22,"TOT",9,0,13.8,2.2,4.8,0.465,0.1,0.3,0.333,2.1,4.4,0.475,0.477,0.7,0.7,1,0.1,1.3,1.2,0.6,0,0.7,1,5.2,124,12.9,0.515,0.07,0.14,0.9,11.6,16.1,2.1,0,11.6,19.1,0.1,0,0.1,0.05,-2.6,-2.4,-0.1,"BKN",34644
"294","Armon Johnson",2012,15702,244,"PG",22,"TOT",9,0,13.8,2.2,4.8,0.465,0.1,0.3,0.333,2.1,4.4,0.475,0.477,0.7,0.7,1,0.1,1.3,1.2,0.6,0,0.7,1,5.2,124,12.9,0.515,0.07,0.14,0.9,11.6,16.1,2.1,0,11.6,19.1,0.1,0,0.1,0.05,-2.6,-2.4,-0.1,"NJN",6929
"295","Armon Johnson",2012,15702,244,"PG",22,"TOT",9,0,13.8,2.2,4.8,0.465,0.1,0.3,0.333,2.1,4.4,0.475,0.477,0.7,0.7,1,0.1,1.3,1.2,0.6,0,0.7,1,5.2,124,12.9,0.515,0.07,0.14,0.9,11.6,16.1,2.1,0,11.6,19.1,0.1,0,0.1,0.05,-2.6,-2.4,-0.1,"NJN",34644
"296","Armon Johnson",2012,15703,244,"PG",22,"POR",1,0,5,1,1,1,0,0,NA,1,1,1,1,0,0,NA,0,1,0,1,0,1,0,2,5,20.7,1,0,0,0,23.8,0,10.5,0,50,18.3,0,0,0,0.042,-4.8,4.3,0,"BKN",6929
"297","Armon Johnson",2012,15703,244,"PG",22,"POR",1,0,5,1,1,1,0,0,NA,1,1,1,1,0,0,NA,0,1,0,1,0,1,0,2,5,20.7,1,0,0,0,23.8,0,10.5,0,50,18.3,0,0,0,0.042,-4.8,4.3,0,"BKN",34644
"298","Armon Johnson",2012,15703,244,"PG",22,"POR",1,0,5,1,1,1,0,0,NA,1,1,1,1,0,0,NA,0,1,0,1,0,1,0,2,5,20.7,1,0,0,0,23.8,0,10.5,0,50,18.3,0,0,0,0.042,-4.8,4.3,0,"NJN",6929
"299","Armon Johnson",2012,15703,244,"PG",22,"POR",1,0,5,1,1,1,0,0,NA,1,1,1,1,0,0,NA,0,1,0,1,0,1,0,2,5,20.7,1,0,0,0,23.8,0,10.5,0,50,18.3,0,0,0,0.042,-4.8,4.3,0,"NJN",34644
