fix,Tm,Pos,G,GS,MP,FG,FGA,FG.,eFG.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS.G,PER,TS.,FTr,ORB.,DRB.,TRB.,AST.,STL.,BLK.,TOV.,USG.,OWS,DWS,WS,WS.48,OBPM,DBPM,BPM,VORP,average salary
rickyrubio,MIN,PG,82,82,32.2,3.1,8.2,0.381,0.413,2.8,3.5,0.802,0.7,3.4,4.2,8.6,2.3,0.1,2.7,2.7,9.5,15.4,0.491,0.42200000000000004,2.5,11.9,7.1,37.8,3.6,0.3,21.8,16.4,2.2,3.6,5.9,0.107,0.0,1.5,1.5,2.3,3836364
brandonrush,UTA,SG,38,0,11.0,0.8,2.4,0.33299999999999996,0.42200000000000004,0.1,0.1,0.6,0.1,1.0,1.2,0.6,0.1,0.2,0.5,0.8,2.1,4.1,0.428,0.055999999999999994,1.3,11.1,6.1,8.5,0.6,1.7,17.8,12.3,-0.5,0.0,-0.4,-0.05,-5.0,-1.3,-6.3,-0.4,1208325
robertsacre,LAL,C,65,13,16.8,2.2,4.6,0.47700000000000004,0.47700000000000004,1.0,1.4,0.6809999999999999,1.3,2.6,3.9,0.8,0.4,0.7,0.7,2.1,5.4,12.1,0.513,0.313,8.0,16.9,12.5,7.0,1.1,3.1,11.4,15.5,0.7,0.7,1.4,0.061,-3.1,0.7,-2.3,-0.1,895154
luisscola,IND,PF,82,2,17.1,3.2,6.8,0.47,0.47100000000000003,1.2,1.7,0.728,1.0,3.7,4.8,1.0,0.3,0.2,1.3,2.0,7.6,13.4,0.505,0.243,7.2,23.4,15.7,10.4,1.0,0.9,14.8,23.8,-0.4,2.8,2.5,0.084,-4.3,0.5,-3.8,-0.6,5724622
mikescott,ATL,PF,80,6,18.5,3.8,7.9,0.479,0.529,1.3,1.7,0.78,0.8,2.8,3.6,0.9,0.4,0.1,1.0,1.5,9.6,15.3,0.5589999999999999,0.21,4.9,17.2,11.1,8.9,1.0,0.4,10.3,23.5,1.3,1.2,2.6,0.084,-0.7,-2.3,-3.0,-0.4,3333333
thabosefolosha,OKC,SG,61,61,26.0,2.3,5.6,0.415,0.485,0.9,1.1,0.768,0.8,2.8,3.6,1.5,1.3,0.3,0.9,1.5,6.3,10.4,0.517,0.203,3.7,11.5,7.8,8.3,2.5,0.9,12.9,11.9,0.9,2.1,3.0,0.092,-0.7,1.5,0.8,1.1,4000000
kevinseraphin,WAS,C,53,1,10.9,2.1,4.2,0.505,0.505,0.5,0.6,0.871,1.0,1.4,2.4,0.3,0.1,0.5,0.8,1.9,4.7,12.5,0.5329999999999999,0.141,10.5,15.3,12.8,4.9,0.3,3.7,14.9,21.5,0.2,0.6,0.8,0.066,-4.1,-1.2,-5.2,-0.5,3898691
imanshumpert,NYK,SG,74,58,26.5,2.5,6.5,0.37799999999999995,0.457,0.7,1.0,0.746,1.1,3.1,4.2,1.7,1.2,0.2,1.1,2.8,6.7,9.6,0.48,0.147,4.7,14.0,9.2,9.8,2.5,0.6,13.3,14.1,0.4,1.6,2.0,0.048,-0.8,0.7,-0.1,0.9,1879324
alexeyshved,MIN,SG,63,0,10.5,1.2,3.8,0.321,0.384,1.1,1.4,0.7559999999999999,0.3,1.0,1.3,1.1,0.4,0.3,0.8,0.6,4.0,10.2,0.452,0.38,3.4,10.1,6.6,14.9,1.9,1.8,14.8,20.8,-0.4,0.7,0.2,0.017,-2.7,-0.4,-3.1,-0.2,3150000
kylesingler,DET,SF,82,36,28.5,3.3,7.3,0.447,0.525,1.9,2.2,0.826,1.4,2.3,3.7,0.9,0.7,0.5,1.0,2.6,9.6,11.8,0.574,0.306,5.2,9.2,7.1,4.7,1.3,1.3,10.4,14.0,3.6,0.7,4.4,0.09,0.7,-0.8,-0.1,1.1,1045000
donaldsloan,IND,SG,48,1,8.2,0.9,2.4,0.376,0.419,0.3,0.4,0.6,0.1,0.8,0.9,1.0,0.2,0.0,0.5,0.4,2.3,8.5,0.43700000000000006,0.171,1.2,11.0,6.3,20.1,1.3,0.2,14.9,17.2,-0.3,0.6,0.3,0.039,-4.1,-0.7,-4.8,-0.3,916228
jrsmith,NYK,SF,74,37,32.7,5.4,12.9,0.415,0.514,1.2,1.9,0.652,0.5,3.5,4.0,3.0,0.9,0.3,1.5,2.6,14.5,14.0,0.527,0.145,1.7,13.1,7.2,15.1,1.4,0.7,9.6,21.6,2.5,1.2,3.7,0.073,1.8,-1.6,0.1,1.3,5982375
jasonsmith,NOP,PF,31,27,26.8,4.2,9.1,0.465,0.465,1.3,1.6,0.78,1.6,4.2,5.8,0.9,0.4,0.9,0.9,3.2,9.7,12.4,0.495,0.177,7.0,18.5,12.7,5.6,0.7,2.9,8.4,18.2,0.5,0.4,0.9,0.054000000000000006,-2.6,-0.9,-3.5,-0.3,3278000
joshsmith,DET,SF,77,76,35.5,6.7,16.0,0.419,0.44799999999999995,2.1,3.9,0.532,1.3,5.4,6.8,3.3,1.4,1.4,2.6,2.6,16.4,14.1,0.46299999999999997,0.244,3.9,17.6,10.4,15.0,1.9,3.2,12.7,24.5,-1.4,2.5,1.1,0.02,-1.7,1.1,-0.6,0.9,2077000
tonysnell,CHI,SG,77,12,16.0,1.7,4.4,0.384,0.469,0.4,0.5,0.7559999999999999,0.2,1.4,1.6,0.9,0.4,0.2,0.6,1.1,4.5,8.0,0.489,0.122,1.8,9.6,5.7,9.1,1.3,0.9,11.1,14.9,-0.1,1.7,1.6,0.063,-2.9,-0.2,-3.0,-0.3,1696412
marreesespeights,GSW,C,79,3,12.4,2.5,5.6,0.441,0.45,1.4,1.7,0.821,1.3,2.4,3.7,0.4,0.1,0.4,0.8,1.9,6.4,15.2,0.507,0.303,11.4,20.6,16.1,5.3,0.5,2.6,11.6,25.4,0.6,1.5,2.1,0.10300000000000001,-3.9,-1.3,-5.2,-0.8,3657500
tiagosplitter,SAS,C,59,50,21.5,3.1,5.9,0.523,0.523,2.1,2.9,0.6990000000000001,2.1,4.1,6.2,1.5,0.5,0.5,1.3,2.0,8.2,16.5,0.5720000000000001,0.5,11.4,20.5,16.1,10.1,1.2,1.8,15.1,17.7,2.3,2.1,4.3,0.163,-0.1,2.1,1.9,1.3,9000000
lancestephenson,IND,SG,78,78,35.3,5.5,11.2,0.491,0.54,1.8,2.5,0.711,1.2,5.9,7.2,4.6,0.7,0.1,2.7,2.5,13.8,14.7,0.564,0.226,4.1,18.1,11.4,22.1,1.0,0.2,18.0,19.4,2.6,4.8,7.4,0.13,0.7,1.7,2.3,3.0,9000000
gregstiemsma,NOP,C,55,20,18.3,1.3,2.2,0.574,0.574,0.3,0.6,0.594,1.3,2.8,4.1,0.7,0.6,1.0,0.8,3.1,2.9,9.7,0.584,0.262,8.2,18.0,13.0,5.0,1.8,4.7,24.4,8.1,0.5,1.0,1.5,0.07200000000000001,-2.3,2.9,0.6,0.7,981084
amarestoudemire,NYK,C,65,21,22.6,4.8,8.6,0.557,0.557,2.3,3.1,0.7390000000000001,1.7,3.2,4.9,0.5,0.4,0.6,1.4,2.4,11.9,18.8,0.596,0.364,8.7,17.2,12.8,4.2,0.8,2.2,12.3,23.4,2.9,0.9,3.8,0.124,-0.8,-2.3,-3.1,-0.4,485670
rodneystuckey,DET,SG,73,5,26.7,5.1,11.7,0.436,0.45,3.3,4.0,0.836,0.5,1.8,2.3,2.1,0.7,0.1,1.7,1.8,13.9,14.0,0.516,0.342,2.1,7.7,4.7,12.7,1.4,0.4,11.3,24.3,1.8,0.4,2.2,0.053,-1.2,-2.9,-4.1,-1.0,1227985
jaredsullinger,BOS,PF,74,44,27.6,5.2,12.1,0.42700000000000005,0.45799999999999996,2.1,2.7,0.778,3.3,4.9,8.1,1.6,0.5,0.7,1.6,3.4,13.3,16.4,0.49700000000000005,0.226,13.0,20.6,16.7,10.1,0.9,1.8,10.7,24.1,1.9,2.0,3.9,0.091,0.3,-0.6,-0.3,0.9,1591605
jeffteague,ATL,PG,79,79,32.2,5.8,13.2,0.43799999999999994,0.474,4.0,4.8,0.846,0.4,2.2,2.6,6.7,1.1,0.2,2.9,2.0,16.5,17.1,0.541,0.36200000000000004,1.6,7.9,4.7,35.1,1.8,0.5,16.1,25.7,3.3,1.9,5.2,0.098,0.9,-2.0,-1.1,0.6,8000000
mirzateletovic,BRK,SF,72,7,19.4,3.1,7.3,0.418,0.546,0.6,0.9,0.71,0.8,2.9,3.7,0.8,0.4,0.3,0.8,2.0,8.6,14.3,0.5589999999999999,0.11699999999999999,5.2,17.6,11.4,7.1,1.1,1.4,8.8,20.5,1.6,1.1,2.7,0.094,1.5,-2.0,-0.5,0.5,3229050
garretttemple,WAS,SG,75,0,8.5,0.7,1.9,0.36200000000000004,0.38299999999999995,0.4,0.6,0.698,0.3,0.6,0.9,1.0,0.5,0.1,0.6,1.0,1.8,7.8,0.431,0.305,3.8,8.7,6.2,15.8,2.8,1.4,20.8,14.3,-0.5,0.9,0.3,0.025,-4.6,1.0,-3.7,-0.3,1040843
jasonterry,BRK,PG,35,0,16.3,1.6,4.3,0.36200000000000004,0.49,0.3,0.4,0.667,0.1,0.9,1.1,1.6,0.4,0.0,0.8,1.4,4.5,7.4,0.501,0.099,0.8,6.9,3.9,15.3,1.2,0.0,14.5,15.3,0.0,0.2,0.2,0.016,-1.4,-2.8,-4.2,-0.3,5225000
isaiahthomas,SAC,PG,72,54,34.7,6.9,15.2,0.45299999999999996,0.51,4.8,5.7,0.85,0.7,2.3,2.9,6.3,1.3,0.1,3.0,2.6,20.3,20.5,0.574,0.371,2.1,7.5,4.7,32.2,1.9,0.3,14.3,26.3,6.4,1.3,7.7,0.149,5.0,-2.1,2.9,3.1,6750001
hollisthompson,PHI,SF,77,41,22.6,2.2,4.8,0.46,0.55,0.7,0.9,0.7120000000000001,0.9,2.3,3.2,0.9,0.7,0.2,0.8,1.9,6.0,9.5,0.57,0.196,4.4,11.2,7.7,6.1,1.5,0.5,12.9,11.3,1.4,0.6,2.0,0.055,-1.8,-1.2,-3.0,-0.4,817409
jasonthompson,SAC,PF,82,61,24.5,3.1,6.0,0.506,0.506,1.0,1.8,0.579,1.9,4.6,6.4,0.6,0.4,0.7,1.2,3.1,7.1,11.1,0.523,0.292,8.5,21.3,14.8,4.1,0.8,2.3,14.5,14.4,0.9,1.7,2.7,0.064,-3.0,0.5,-2.5,-0.3,6037500
klaythompson,GSW,SG,81,81,35.4,6.9,15.5,0.444,0.5329999999999999,1.8,2.3,0.795,0.5,2.6,3.1,2.2,0.9,0.5,1.7,2.9,18.4,14.3,0.555,0.147,1.5,7.9,4.7,10.2,1.3,1.0,9.2,22.6,3.5,3.2,6.7,0.11199999999999999,1.3,-0.6,0.7,1.9,2435620
tristanthompson,CLE,PF,82,82,31.6,4.4,9.3,0.47700000000000004,0.47700000000000004,2.9,4.1,0.693,3.3,5.9,9.2,0.9,0.5,0.4,1.3,2.3,11.7,14.9,0.528,0.445,11.4,21.5,16.3,4.5,0.8,1.1,10.6,17.5,3.4,2.3,5.7,0.106,-1.5,-0.5,-2.0,0.0,4205318
anthonytolliver,CHA,PF,64,9,20.3,2.0,4.8,0.42,0.586,0.5,0.6,0.805,0.5,2.1,2.6,0.7,0.3,0.2,0.4,1.3,6.1,11.0,0.605,0.134,2.9,11.8,7.3,5.0,0.8,0.9,6.6,12.4,1.9,1.3,3.2,0.11699999999999999,0.8,-0.5,0.3,0.8,3000000
pjtucker,PHO,SF,81,81,30.7,3.3,7.6,0.431,0.491,1.9,2.5,0.7759999999999999,2.0,4.5,6.5,1.7,1.4,0.3,1.3,2.5,9.4,13.3,0.54,0.327,7.3,16.6,11.9,8.1,2.2,0.7,12.7,14.2,3.3,2.8,6.1,0.11699999999999999,0.7,1.6,2.3,2.7,5500000
ronnyturiaf,MIN,C,31,10,19.5,2.1,3.5,0.598,0.598,0.7,1.6,0.42,1.8,3.8,5.6,0.8,0.3,1.6,0.8,2.1,4.8,13.9,0.578,0.467,9.6,22.0,15.6,5.7,0.7,6.3,15.7,10.7,0.6,0.9,1.5,0.122,-2.3,4.0,1.7,0.6,1500000
hedoturkoglu,LAC,SF,38,0,10.3,1.1,2.9,0.385,0.486,0.2,0.5,0.5,0.3,2.1,2.3,0.9,0.5,0.3,0.4,1.3,3.0,11.3,0.49200000000000005,0.165,3.2,21.4,12.6,11.9,2.4,2.0,12.0,15.0,0.1,0.7,0.8,0.095,-1.9,2.1,0.2,0.2,1448490
ekpeudoh,MIL,PF,42,14,19.1,1.4,3.4,0.39899999999999997,0.39899999999999997,0.7,1.1,0.638,1.5,2.1,3.5,0.7,0.4,1.0,0.9,2.3,3.4,7.6,0.44,0.32899999999999996,8.4,12.8,10.5,5.7,1.0,4.4,18.8,11.4,-0.4,0.4,0.0,0.0,-4.7,1.2,-3.5,-0.3,981084
jonasvalanciunas,TOR,C,81,81,28.2,4.4,8.3,0.531,0.531,2.4,3.2,0.762,2.8,6.0,8.8,0.7,0.3,0.9,1.7,3.1,11.3,16.1,0.579,0.385,11.5,25.1,18.2,4.2,0.5,2.5,14.7,18.5,3.5,3.2,6.7,0.141,-1.6,0.2,-1.4,0.3,3809981
andersonvarejao,CLE,C,65,29,27.7,3.5,7.1,0.495,0.495,1.4,2.1,0.6809999999999999,2.9,6.8,9.7,2.2,1.1,0.6,1.1,2.5,8.4,17.0,0.527,0.294,11.4,28.2,19.6,12.2,2.0,1.8,12.2,14.6,2.7,2.7,5.4,0.14400000000000002,-0.4,3.0,2.7,2.1,8050000
nikolavucevic,ORL,C,57,57,31.8,6.2,12.2,0.507,0.507,1.8,2.4,0.7659999999999999,3.2,7.7,11.0,1.8,1.1,0.8,2.0,3.0,14.2,18.8,0.536,0.19699999999999998,11.5,27.6,19.5,10.2,1.7,2.0,12.9,21.8,1.8,2.6,4.4,0.11599999999999999,-1.0,1.5,0.5,1.2,1977425
dwyanewade,MIA,SG,54,53,32.9,7.7,14.1,0.545,0.551,3.5,4.8,0.733,1.1,3.4,4.5,4.7,1.5,0.5,3.0,2.0,19.0,22.0,0.588,0.33899999999999997,4.4,12.3,8.5,25.5,2.3,1.4,15.5,27.9,3.5,2.0,5.5,0.149,1.9,0.3,2.3,1.9,15562500
dionwaiters,CLE,SG,70,24,29.6,6.1,14.2,0.433,0.479,2.3,3.4,0.685,0.5,2.3,2.8,3.0,0.9,0.2,2.2,2.2,15.9,14.0,0.508,0.237,1.7,9.0,5.3,18.2,1.6,0.7,12.3,26.9,0.3,1.3,1.6,0.037000000000000005,-0.2,-1.8,-2.1,0.0,4205318
kembawalker,CHA,PG,73,73,35.8,6.2,15.7,0.39299999999999996,0.441,3.9,4.6,0.8370000000000001,0.5,3.7,4.2,6.1,1.2,0.4,2.3,1.8,17.7,16.8,0.499,0.295,1.7,11.6,6.6,29.7,1.7,1.0,11.6,25.8,1.8,3.3,5.1,0.09300000000000001,1.6,0.2,1.7,2.4,2664793
johnwall,WAS,PG,82,82,36.3,7.1,16.3,0.433,0.473,3.9,4.8,0.805,0.5,3.6,4.1,8.8,1.8,0.5,3.6,2.7,19.3,19.5,0.524,0.295,1.5,11.7,6.5,40.5,2.6,1.1,16.3,27.4,4.0,4.0,7.9,0.128,2.4,0.2,2.6,3.4,16957900
geraldwallace,BOS,SF,58,16,24.4,2.0,4.0,0.504,0.546,0.8,1.7,0.465,0.6,3.0,3.7,2.5,1.3,0.2,1.7,1.4,5.1,10.0,0.5429999999999999,0.439,2.8,14.5,8.5,14.9,2.7,0.8,26.1,11.6,-0.3,1.6,1.3,0.043,-2.5,2.2,-0.3,0.6,10000008
cjwatson,IND,PG,63,5,18.9,2.3,5.3,0.43700000000000006,0.516,1.1,1.4,0.784,0.3,1.3,1.6,1.7,1.0,0.1,1.0,1.0,6.6,13.0,0.555,0.263,1.9,7.4,4.8,14.4,2.6,0.5,13.9,16.6,1.1,2.1,3.2,0.13,-0.3,0.8,0.5,0.7,2046500
martellwebster,WAS,SF,78,13,27.7,3.3,7.5,0.433,0.557,1.3,1.6,0.84,0.5,2.4,2.8,1.2,0.5,0.2,0.7,1.9,9.7,11.5,0.591,0.213,2.0,10.1,6.0,6.7,1.0,0.6,8.3,14.7,3.3,1.7,5.0,0.11199999999999999,1.0,-1.1,-0.1,1.0,5497625
davidwest,IND,PF,80,80,30.9,5.7,11.7,0.488,0.49,2.5,3.1,0.789,1.5,5.3,6.8,2.8,0.8,0.9,1.7,2.3,14.0,17.5,0.5329999999999999,0.267,5.7,18.3,12.3,16.1,1.3,2.3,11.2,21.9,3.1,5.0,8.1,0.157,-0.6,2.7,2.0,2.5,12200000
russellwestbrook,OKC,PG,46,46,30.7,7.5,17.2,0.43700000000000006,0.48,5.3,6.4,0.826,1.2,4.5,5.7,6.9,1.9,0.2,3.8,2.3,21.8,24.7,0.545,0.37,4.6,15.9,10.5,40.2,3.1,0.4,16.1,34.4,3.0,2.3,5.2,0.17800000000000002,5.2,1.2,6.4,3.0,15719062
deronwilliams,BRK,PG,64,58,32.2,5.0,11.2,0.45,0.518,2.7,3.4,0.8009999999999999,0.2,2.4,2.6,6.1,1.5,0.2,2.2,2.3,14.3,17.6,0.564,0.302,0.9,8.9,4.9,32.8,2.4,0.5,15.0,21.8,3.8,1.5,5.4,0.125,2.7,-1.5,1.2,1.6,19754465
elliotwilliams,PHI,SG,67,2,17.3,2.1,5.0,0.415,0.47,1.3,1.8,0.731,0.4,1.5,1.9,1.1,0.5,0.0,1.0,1.9,6.0,8.7,0.519,0.353,2.7,9.7,6.1,9.4,1.5,0.2,14.9,16.7,0.0,0.3,0.3,0.013999999999999999,-3.2,-2.6,-5.7,-1.1,5771
marvinwilliams,UTA,PF,66,50,25.4,3.5,8.0,0.439,0.519,0.9,1.1,0.7809999999999999,1.2,3.8,5.1,1.2,0.8,0.5,0.8,2.3,9.1,14.0,0.54,0.139,5.5,17.9,11.5,7.7,1.7,1.5,8.7,16.7,1.9,1.0,2.9,0.084,0.5,-0.3,0.2,0.9,7000000
mowilliams,POR,PG,74,0,24.8,3.8,9.1,0.41700000000000004,0.478,1.1,1.2,0.8759999999999999,0.6,1.5,2.1,4.3,0.7,0.1,2.0,2.7,9.7,11.8,0.507,0.132,2.5,6.4,4.5,26.7,1.5,0.4,17.3,20.5,1.0,1.2,2.2,0.055999999999999994,-0.2,-1.7,-2.0,0.0,3750000
shawnewilliams,LAL,PF,36,13,20.9,2.0,5.3,0.38,0.49,0.4,0.6,0.7,0.7,3.9,4.6,0.8,0.5,0.8,0.6,2.6,5.6,9.5,0.503,0.10400000000000001,3.6,20.2,11.9,5.7,1.2,2.9,9.5,12.9,0.1,0.6,0.7,0.045,-1.9,0.7,-1.2,0.2,1292066
jeffwithey,NOP,C,58,4,11.8,1.2,2.2,0.535,0.535,0.9,1.3,0.7120000000000001,0.8,1.7,2.6,0.4,0.3,0.9,0.3,1.3,3.3,15.2,0.59,0.5660000000000001,8.2,17.4,12.7,5.6,1.1,6.1,11.0,12.0,1.2,0.6,1.8,0.128,-1.4,1.7,0.3,0.4,653331
natewolters,MIL,PG,58,31,22.6,2.9,6.7,0.43700000000000006,0.46,1.0,1.6,0.6559999999999999,0.6,2.0,2.6,3.2,0.6,0.3,1.0,1.2,7.2,12.7,0.486,0.231,2.8,10.5,6.5,23.3,1.4,0.9,11.7,16.8,0.9,0.2,1.2,0.043,-1.4,-2.1,-3.4,-0.5,4803
brandanwright,DAL,C,58,0,18.6,3.9,5.7,0.677,0.677,1.3,1.8,0.726,1.8,2.4,4.2,0.5,0.6,0.9,0.6,1.6,9.1,23.5,0.695,0.32,11.0,15.1,13.1,4.7,1.5,4.2,8.5,17.4,4.1,1.0,5.1,0.22699999999999998,3.1,0.6,3.6,1.5,5000000
dorellwright,POR,SF,68,13,14.5,1.6,4.4,0.374,0.49,0.8,1.0,0.754,0.4,2.4,2.8,0.9,0.3,0.2,0.6,0.9,5.0,11.9,0.524,0.23199999999999998,3.2,17.5,10.5,9.4,1.2,1.1,10.6,16.2,0.9,1.0,1.9,0.091,-0.1,-0.3,-0.4,0.4,3067500
tonywroten,PHI,PG,72,16,24.5,4.8,11.2,0.42700000000000005,0.452,2.9,4.5,0.6409999999999999,1.0,2.2,3.2,3.0,1.1,0.2,2.8,2.1,13.0,12.9,0.493,0.40299999999999997,4.1,10.1,7.0,20.9,2.1,0.7,17.7,27.7,-1.8,0.9,-0.9,-0.025,-2.3,-2.3,-4.6,-1.2,1886531
nickyoung,LAL,SG,64,9,28.3,6.0,13.9,0.435,0.511,3.7,4.5,0.825,0.5,2.1,2.6,1.5,0.7,0.2,1.5,2.4,17.9,16.0,0.564,0.321,1.7,8.1,4.9,9.0,1.2,0.5,8.6,26.8,2.3,0.3,2.5,0.067,1.7,-3.6,-1.9,0.0,5331544
thaddeusyoung,PHI,PF,79,78,34.4,7.4,16.2,0.45399999999999996,0.489,2.1,2.9,0.7120000000000001,2.1,3.9,6.0,2.3,2.1,0.5,2.1,2.7,17.9,16.6,0.512,0.17800000000000002,6.3,12.8,9.5,11.8,3.0,1.1,10.7,24.1,1.2,2.3,3.5,0.062,0.2,-0.4,-0.2,1.2,8600000
codyzeller,CHA,C,82,3,17.3,2.1,4.9,0.426,0.426,1.8,2.4,0.73,1.4,2.9,4.3,1.1,0.5,0.5,1.1,2.1,6.0,13.1,0.498,0.495,9.4,18.8,14.1,10.4,1.5,2.3,15.0,18.9,0.4,2.2,2.6,0.09,-3.2,1.8,-1.3,0.2,4352528
tylerzeller,CLE,C,70,9,15.0,2.2,4.1,0.5379999999999999,0.5379999999999999,1.2,1.7,0.7190000000000001,1.5,2.6,4.0,0.5,0.3,0.5,0.9,2.0,5.7,15.4,0.581,0.41700000000000004,10.8,19.6,15.1,5.6,0.9,3.0,14.9,17.1,1.5,1.1,2.6,0.12,-1.9,0.2,-1.7,0.1,1879324
quincyacy,TOT,SF,63,0,13.4,1.0,2.2,0.46799999999999997,0.48200000000000004,0.6,0.8,0.66,1.1,2.3,3.4,0.4,0.4,0.4,0.5,1.9,2.7,10.1,0.52,0.376,9.5,19.5,14.4,4.9,1.4,2.5,15.4,10.1,0.6,0.9,1.5,0.086,-2.5,1.4,-1.1,0.2,789705
lavoyallen,TOT,PF,65,2,16.5,2.1,4.6,0.447,0.45,0.5,0.8,0.66,1.8,3.0,4.8,1.1,0.4,0.5,0.7,1.9,4.7,12.5,0.47,0.16699999999999998,11.7,20.0,15.7,10.1,1.1,2.4,12.0,14.6,0.6,0.9,1.5,0.066,-3.1,0.3,-2.8,-0.2,948163
joelanthony,TOT,C,33,0,5.6,0.4,1.0,0.375,0.375,0.1,0.2,0.5,0.5,0.7,1.2,0.1,0.1,0.4,0.1,0.5,0.8,8.1,0.39399999999999996,0.25,9.1,14.6,11.8,1.6,0.8,5.2,7.8,9.3,0.0,0.2,0.2,0.044000000000000004,-5.7,1.0,-4.7,-0.1,3650000
djaugustin,TOT,PG,71,9,27.3,4.2,10.1,0.415,0.508,2.8,3.2,0.885,0.2,1.6,1.8,4.4,0.7,0.0,1.8,2.1,13.1,16.2,0.569,0.316,0.9,6.7,3.8,28.9,1.5,0.1,13.3,22.4,3.8,2.4,6.2,0.154,2.6,-2.2,0.4,1.2,3000000
jerrydbayless,TOT,PG,72,19,23.4,3.4,8.6,0.402,0.46399999999999997,1.3,1.6,0.797,0.3,1.7,2.0,2.7,0.8,0.1,1.1,2.2,9.3,12.0,0.498,0.191,1.5,8.6,5.0,18.5,1.9,0.4,10.9,20.1,1.1,1.3,2.4,0.069,-0.4,-1.4,-1.8,0.1,3000000
kentbazemore,TOT,SG,67,15,13.6,2.2,5.1,0.429,0.491,1.0,1.6,0.606,0.1,1.6,1.7,1.4,0.6,0.2,1.2,1.5,6.0,11.2,0.515,0.318,1.2,12.6,6.9,15.7,2.3,1.0,16.8,22.6,-0.6,0.8,0.2,0.011000000000000001,-2.1,-0.4,-2.5,-0.1,2000000
steveblake,TOT,PG,55,28,27.2,2.4,6.4,0.377,0.489,0.6,0.8,0.767,0.2,2.7,2.9,5.6,1.0,0.1,1.9,1.5,6.9,11.0,0.508,0.122,0.9,10.4,5.7,28.8,1.8,0.4,21.5,13.8,0.7,1.1,1.8,0.057999999999999996,-0.9,-0.7,-1.6,0.2,2123733
aaronbrooks,TOT,PG,72,12,21.6,3.2,8.1,0.401,0.484,1.2,1.3,0.8740000000000001,0.6,1.3,1.9,3.2,0.7,0.2,1.6,2.0,9.0,12.5,0.518,0.16399999999999998,3.1,6.7,4.9,23.3,1.6,0.6,15.8,20.5,1.3,0.9,2.2,0.067,0.4,-1.9,-1.5,0.2,1145685
caronbutler,TOT,SF,56,13,25.3,3.8,9.6,0.39399999999999996,0.485,1.1,1.3,0.84,0.4,3.7,4.1,1.5,0.8,0.3,1.1,2.1,10.5,12.2,0.512,0.139,1.7,16.8,9.2,9.6,1.7,1.0,9.5,20.1,0.6,1.2,1.8,0.062,-0.7,-1.4,-2.1,0.0,4500000
earlclark,TOT,PF,54,17,14.2,1.8,4.8,0.37200000000000005,0.45,0.4,0.6,0.647,0.4,2.2,2.6,0.3,0.3,0.5,0.6,1.2,4.8,9.1,0.466,0.13,3.2,18.2,10.5,3.7,1.1,2.8,10.1,17.9,-0.4,0.8,0.3,0.02,-3.9,-0.9,-4.8,-0.5,624168
glendavis,TOT,PF,68,44,24.4,4.0,8.7,0.457,0.46,1.4,2.0,0.693,1.6,3.6,5.2,1.1,0.9,0.4,1.1,2.3,9.4,13.1,0.491,0.231,7.4,16.4,11.9,7.8,1.8,1.4,10.4,19.9,0.2,1.8,2.0,0.057999999999999996,-2.8,0.3,-2.5,-0.2,1227985
dewaynededmon,TOT,C,31,6,12.6,1.2,2.7,0.45799999999999996,0.45799999999999996,0.7,1.0,0.6559999999999999,1.2,2.9,4.1,0.2,0.2,0.7,0.6,2.1,3.1,10.7,0.5,0.386,10.7,25.8,18.1,1.9,0.9,4.5,15.6,13.1,0.1,0.5,0.6,0.07,-6.0,0.0,-6.0,-0.4,687919
luoldeng,TOT,SF,63,63,35.1,5.9,13.7,0.431,0.465,3.4,4.3,0.7909999999999999,1.6,4.2,5.7,2.9,1.0,0.1,1.8,1.8,16.0,15.2,0.517,0.312,5.0,13.4,9.2,14.6,1.5,0.3,10.4,22.3,2.2,2.3,4.5,0.098,0.4,-0.2,0.2,1.2,9933037
toneydouglas,TOT,PG,51,17,13.2,1.4,3.7,0.384,0.466,0.5,0.7,0.735,0.4,1.4,1.7,1.3,0.4,0.1,0.7,1.6,4.0,9.2,0.493,0.179,3.4,11.9,7.8,14.6,1.5,0.6,14.2,16.3,0.2,0.7,0.9,0.061,-1.5,-0.8,-2.3,-0.1,664827
reggieevans,TOT,PF,54,20,16.6,1.3,2.8,0.473,0.473,1.3,2.4,0.5539999999999999,2.1,4.1,6.2,0.4,0.7,0.1,1.1,2.2,4.0,11.7,0.516,0.867,14.8,28.4,21.5,3.5,2.1,0.3,21.9,13.4,0.3,1.2,1.5,0.08,-3.5,-0.1,-3.6,-0.4,1695635
jimmerfredette,TOT,SG,49,0,10.6,2.2,4.6,0.47100000000000003,0.5589999999999999,0.4,0.4,0.905,0.2,0.9,1.1,1.3,0.3,0.1,1.0,0.7,5.6,15.8,0.578,0.09300000000000001,1.7,9.7,5.7,22.2,1.4,0.5,16.9,24.3,0.5,0.3,0.8,0.078,0.6,-3.0,-2.4,0.0,948163
rudygay,TOT,SF,73,73,34.7,7.4,16.2,0.455,0.483,4.4,5.3,0.8220000000000001,1.5,4.4,6.0,2.9,1.3,0.8,3.1,2.3,20.0,18.3,0.54,0.32799999999999996,5.0,14.8,9.8,15.1,1.9,1.8,14.2,27.6,2.3,2.5,4.8,0.091,0.6,0.3,0.9,1.8,16460538
