"","Player","Tm","Pos","G","GS","MP","FG","FGA","FG%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PS/G","PER","TS%","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","fix"
"264","Jameer Nelson\nelsoja01","TOT","PG",50,0,20.3,1.9,4.9,0.389,0.473,0.3,0.4,0.8,0.3,1.8,2.1,3.6,0.5,0.1,1.3,1.6,4.9,8.1,0.489,0.082,1.4,9.5,5.6,22.8,1.3,0.3,21,13.7,-0.1,0.7,0.6,0.028,-2.6,-1.5,-4,-0.5,"jameernelson"
"265","Raul Neto\netora01","UTA","PG",41,0,12.1,1.7,3.7,0.457,0.52,0.6,0.9,0.743,0.2,1,1.2,1.8,0.3,0.1,0.9,0.9,4.5,11.9,0.55,0.232,1.6,9.5,5.6,23,1.3,0.7,17.8,18.3,0.3,0.6,0.9,0.086,-2.1,-1.1,-3.2,-0.1,"raulneto"
"266","Nerlens Noel\noelne01","DAL","C",30,6,15.7,1.8,3.5,0.524,0.524,0.7,0.9,0.75,1.6,4,5.6,0.7,1,0.7,0.9,2,4.4,16.2,0.558,0.267,10.9,29.3,19.8,6.3,3.3,4.1,18.1,13.8,0.4,1,1.3,0.135,-3.5,4.5,1,0.4,"nerlensnoel"
"267","Lucas Nogueira\noguelu01","TOR","C",49,3,8.5,1,1.6,0.613,0.644,0.4,0.6,0.679,0.4,1.4,1.8,0.4,0.5,0.9,0.3,1,2.5,17.3,0.661,0.35,4.9,18.1,11.7,7.2,2.7,8.2,14.8,11.4,0.7,1,1.6,0.188,-0.7,6.2,5.4,0.8,"lucasnogueira"
"268","Dirk Nowitzki\nowitdi01","DAL","C",77,77,24.7,4.5,9.8,0.456,0.547,1.3,1.4,0.898,0.3,5.4,5.7,1.6,0.6,0.6,0.7,1.9,12,16.7,0.575,0.142,1.2,25.2,12.8,10.4,1.1,2.1,6,20.5,2.6,2.2,4.8,0.121,0.1,0.3,0.3,1.1,"dirknowitzki"
"269","Frank Ntilikina\ntilila01","NYK","PG",78,9,21.9,2.3,6.4,0.364,0.414,0.6,0.9,0.721,0.5,1.8,2.3,3.2,0.8,0.2,1.7,2.3,5.9,7,0.437,0.136,2.4,9.1,5.8,20,1.9,0.9,19.8,16.9,-2,1.1,-0.9,-0.026,-3.5,-0.5,-3.9,-0.8,"frankntilikina"
"270","Jusuf Nurkic\nurkiju01","POR","C",79,79,26.4,6.1,12,0.505,0.505,2.2,3.5,0.63,2.4,6.6,9,1.8,0.8,1.4,2.3,3.1,14.3,19.2,0.528,0.287,10,26.9,18.5,11.7,1.5,4.3,14.6,26.4,0.8,3.9,4.7,0.108,-2.6,2.8,0.3,1.2,"jusufnurkic"
"271","David Nwaba\nwabada01","CHI","SG",70,21,23.5,2.9,6,0.478,0.499,1.9,2.9,0.655,1.3,3.4,4.7,1.5,0.8,0.4,1.1,2.3,7.9,12.2,0.542,0.48,5.6,16,10.6,9.4,1.7,1.6,13.1,15.6,1.1,1.4,2.4,0.071,-2.5,0.9,-1.6,0.1,"davidnwaba"
"272","Johnny O'Bryant\obryajo01","CHO","PF",36,0,10.5,1.9,4.8,0.398,0.439,0.6,0.7,0.84,0.8,1.8,2.6,0.4,0.3,0.2,0.4,1.3,4.8,11.9,0.47,0.146,8.1,18.6,13.3,5.9,1.2,1.3,7.6,22.5,-0.1,0.4,0.3,0.038,-3.2,-2,-5.3,-0.3,"johnnyobryant"
"273","Royce O'Neale\onealro01","UTA","SF",69,4,16.7,1.7,4.1,0.423,0.496,0.9,1.1,0.803,0.4,3.1,3.4,1.4,0.5,0.2,0.8,1.5,5,10.8,0.54,0.268,2.5,20.6,11.7,12,1.6,1.2,14.8,14.6,0.5,1.8,2.4,0.099,-2.4,1.7,-0.6,0.4,"royceoneale"
"274","Kyle O'Quinn\oquinky01","NYK","C",77,10,18,2.9,5,0.582,0.587,1.3,1.6,0.772,1.6,4.5,6.1,2.1,0.5,1.3,1.3,2.5,7.1,20,0.624,0.33,9.7,27.8,18.8,16.8,1.3,6.1,18.5,17,2.7,2.1,4.8,0.166,0.2,4.3,4.5,2.3,"kyleoquinn"
"275","Semi Ojeleye\ojelese01","BOS","PF",73,0,15.8,0.9,2.6,0.346,0.452,0.3,0.6,0.61,0.5,1.7,2.2,0.3,0.3,0.1,0.3,1.2,2.7,4.6,0.473,0.218,3.6,11.6,7.7,2.4,0.9,0.3,10.8,9,-0.2,1.3,1.2,0.048,-3.6,0.1,-3.5,-0.4,"semiojeleye"
"276","Emeka Okafor\okafoem01","NOP","C",26,19,13.6,1.8,3.7,0.505,0.505,0.7,0.8,0.818,1.8,2.8,4.6,0.3,0.3,1,0.5,1.2,4.4,16.4,0.545,0.232,14.9,21.7,18.4,3.1,1.1,5.6,11,14.4,0.5,0.5,1,0.14,-2.6,1.3,-1.3,0.1,"emekaokafor"
"277","Jahlil Okafor\okafoja01","TOT","C",28,0,12.6,2.8,4.9,0.558,0.562,0.8,1,0.724,0.8,2.3,3,0.4,0.1,0.6,0.8,1.8,6.3,15.3,0.584,0.21,6.3,19.4,12.8,5.9,0.4,3.9,12.2,21,0.3,0.3,0.6,0.083,-3.7,-0.8,-4.5,-0.2,"jahlilokafor"
"278","Victor Oladipo\oladivi01","IND","SG",75,75,34,8.5,17.9,0.477,0.537,3.9,4.9,0.799,0.6,4.6,5.2,4.3,2.4,0.8,2.9,2.3,23.1,23.1,0.577,0.274,2.1,15.1,8.6,21.2,3.5,2,12.7,30.1,4.3,4,8.3,0.155,3.6,1.3,4.9,4.5,"victoroladipo"
"279","Kelly Olynyk\olynyke01","MIA","PF",76,22,23.4,4.2,8.4,0.497,0.58,1.8,2.3,0.77,1.2,4.5,5.7,2.7,0.8,0.5,1.9,2.9,11.5,17.8,0.612,0.274,5.6,21.6,13.6,18.7,1.7,1.7,17.1,21.7,2.8,2.7,5.5,0.148,1.6,1.3,2.9,2.2,"kellyolynyk"
"280","Cedi Osman\osmande01","CLE","SF",61,12,11,1.5,3,0.484,0.57,0.4,0.8,0.565,0.3,1.7,2,0.7,0.4,0,0.5,1.3,3.9,11,0.577,0.247,3.2,16.6,10,8.7,1.6,0.4,13.4,15.7,0.5,0.4,0.9,0.064,-1.4,-1.5,-2.9,-0.2,"cediosman"
"281","Kelly Oubre\oubreke01","WAS","SF",81,11,27.5,3.9,9.8,0.403,0.482,2.4,2.9,0.82,0.7,3.8,4.5,1.2,1,0.4,1.1,2.9,11.8,11.9,0.534,0.295,3,15.4,9.2,6.4,1.8,1.4,9.2,19.4,1.4,2.3,3.7,0.08,-0.8,-0.4,-1.2,0.4,"kellyoubre"
"282","Zaza Pachulia\pachuza01","GSW","C",69,57,14.1,2.2,3.8,0.564,0.564,1.1,1.3,0.806,1.3,3.4,4.7,1.6,0.6,0.2,1,1.8,5.4,17,0.612,0.352,11,25,18.5,15.2,1.9,1.4,19.1,17,1.8,1.4,3.3,0.161,-0.5,1.3,0.8,0.7,"zazapachulia"
"283","Jabari Parker\parkeja01","MIL","PF",31,3,24,5.2,10.7,0.482,0.529,1.3,1.7,0.741,1.4,3.5,4.9,1.9,0.8,0.3,1.5,1.6,12.6,17.1,0.55,0.163,6.6,17.1,11.9,13.1,1.7,1.2,11.2,24.4,0.6,0.6,1.2,0.08,-0.2,-1.6,-1.8,0,"jabariparker"
"284","Tony Parker\parketo01","SAS","PG",55,21,19.5,3.2,7.1,0.459,0.472,1,1.4,0.705,0.1,1.6,1.7,3.5,0.5,0,1.2,0.9,7.7,12.7,0.498,0.201,0.7,9.2,4.9,28.2,1.3,0.1,13.9,20.5,0.4,1.1,1.4,0.065,-2.4,-1.7,-4.1,-0.6,"tonyparker"
"285","Chandler Parsons\parsoch01","MEM","SF",36,8,19.2,3,6.5,0.462,0.571,0.5,0.8,0.63,0.4,2.1,2.5,1.9,0.5,0.3,1,1.5,7.9,13.6,0.578,0.115,2.3,13,7.5,16.4,1.3,1.5,12.5,18.3,0.7,0.4,1.1,0.077,0.4,-1.6,-1.2,0.1,"chandlerparsons"
"286","Patrick Patterson\pattepa01","OKC","PF",82,3,15.5,1.3,3.2,0.398,0.523,0.5,0.6,0.87,0.4,2,2.4,0.7,0.6,0.3,0.4,1.1,3.9,10,0.555,0.173,2.7,14.6,8.4,6.1,1.9,1.6,10.3,10.8,1.2,1.4,2.6,0.098,-1.6,0.3,-1.3,0.2,"patrickpatterson"
"287","Brandon Paul\paulbr01","SAS","SG",64,2,9,0.9,2,0.433,0.492,0.3,0.7,0.512,0.1,1,1.1,0.6,0.4,0.1,0.5,0.9,2.3,7.5,0.504,0.339,1.1,12,6.5,9,2.2,1,16.6,13.6,-0.3,0.8,0.5,0.044,-3.6,0.9,-2.8,-0.1,"brandonpaul"
"288","Chris Paul\paulch01","HOU","PG",58,58,31.8,6.3,13.8,0.46,0.55,3.5,3.8,0.919,0.6,4.8,5.4,7.9,1.7,0.2,2.2,2.4,18.6,24.4,0.604,0.277,2.3,16.7,9.5,40.9,2.6,0.6,12.5,24.5,7.5,2.7,10.2,0.265,6.2,0.9,7.1,4.3,"chrispaul"
"289","Elfrid Payton\paytoel01","TOT","PG",63,63,28.7,5.2,10.6,0.493,0.516,1.7,2.7,0.649,1,3.3,4.3,6.2,1.3,0.3,2.7,2.3,12.7,16.5,0.538,0.252,3.8,12.8,8.2,34.9,2.2,1,18.5,21.9,1.4,1.4,2.8,0.075,0.1,0,0.1,1,"elfridpayton"
"290","Mason Plumlee\plumlma01","DEN","C",74,26,19.4,3,5,0.601,0.601,1.1,2.4,0.456,1.8,3.6,5.4,1.9,0.7,1.1,1.4,2.5,7.1,16.9,0.586,0.489,10.4,20.9,15.6,14.4,1.7,4.7,18.7,16.6,1.8,1.8,3.6,0.12,-0.9,2.7,1.8,1.4,"masonplumlee"
"291","Miles Plumlee\plumlmi01","ATL","C",55,35,16.7,1.9,3.3,0.583,0.583,0.5,1.1,0.45,1.4,2.7,4.1,0.8,0.3,0.5,1.1,1.4,4.3,10.6,0.574,0.333,9.4,18.3,13.9,7.2,0.9,2.8,23.4,12.8,0.1,0.7,0.9,0.046,-3.8,1.3,-2.5,-0.1,"milesplumlee"
"292","Jakob Poeltl\poeltja01","TOR","C",82,0,18.6,3.1,4.7,0.659,0.66,0.7,1.2,0.594,2,2.8,4.8,0.7,0.5,1.2,1,2.6,6.9,17.5,0.662,0.263,12.4,16.4,14.4,5.4,1.3,5.2,16.6,14.8,3.1,2.4,5.6,0.176,0.4,2.9,3.3,2,"jakobpoeltl"
"293","Otto Porter\porteot01","WAS","SF",77,77,31.6,5.8,11.5,0.503,0.581,1.4,1.7,0.828,1.3,5.1,6.4,2,1.5,0.5,1,2,14.7,18.3,0.602,0.145,4.8,18.1,11.4,10.1,2.4,1.5,7.4,18.4,5,3.1,8.1,0.161,2.4,1.2,3.6,3.4,"ottoporter"
"294","Bobby Portis\portibo01","CHI","PF",73,4,22.5,5.2,11.1,0.471,0.52,1.6,2.1,0.769,2.2,4.6,6.8,1.7,0.7,0.3,1.4,1.8,13.2,19.7,0.548,0.192,10,23,16.2,13.2,1.5,1.3,10.5,26,2,1.5,3.5,0.101,1,-0.6,0.3,1,"bobbyportis"
"295","Kristaps Porzingis\porzikr01","NYK","PF",48,48,32.4,8.1,18.5,0.439,0.489,4.5,5.7,0.793,1.3,5.3,6.6,1.2,0.8,2.4,1.9,2.9,22.7,20.4,0.539,0.309,4.4,18.1,11.3,6.2,1.1,6.4,8.4,31,1.4,1.8,3.2,0.099,-0.5,-0.2,-0.7,0.5,"kristapsporzingis"
"296","Dwight Powell\poweldw01","DAL","C",79,25,21.2,3.2,5.4,0.593,0.626,1.7,2.3,0.719,1.7,3.9,5.6,1.2,0.8,0.4,0.7,2.4,8.5,18.8,0.656,0.43,8.7,21.3,14.7,8.5,2,1.7,10.3,15.5,4.6,2.1,6.6,0.191,1.1,1.6,2.7,2,"dwightpowell"
"297","Norman Powell\powelno01","TOR","SG",70,18,15.2,2.1,5.3,0.401,0.472,0.5,0.6,0.821,0.2,1.5,1.7,1.3,0.5,0.2,0.9,1.6,5.5,8.5,0.492,0.104,1.5,10.9,6.3,11.8,1.7,1.2,14.4,18.9,-0.6,1.2,0.6,0.027,-2.5,-0.4,-2.8,-0.2,"normanpowell"
"298","Ivan Rabb\rabbiv01","MEM","PF",36,5,14.3,2.4,4.2,0.566,0.566,0.8,1,0.806,1.5,2.9,4.4,0.9,0.3,0.4,1,1.5,5.6,16.6,0.599,0.237,11.6,24.1,17.7,10.4,1.2,2.4,17.3,17.7,0.7,0.5,1.2,0.109,-1.7,0.3,-1.5,0.1,"ivanrabb"
"299","Julius Randle\randlju01","LAL","C",82,49,26.7,6.1,11,0.558,0.563,3.7,5.2,0.718,2.2,5.8,8,2.6,0.5,0.5,2.6,3.3,16.1,19.9,0.606,0.47,8.9,22.8,15.9,15.8,0.9,1.7,16.3,25.3,4,2.6,6.6,0.145,0.4,0.6,0.9,1.6,"juliusrandle"
"300","Zach Randolph\randoza01","SAC","PF",59,57,25.6,6.1,12.9,0.473,0.507,1.4,1.8,0.785,1.6,5.1,6.7,2.2,0.7,0.2,2,2,14.5,17.3,0.529,0.14,7,23.7,15,14.9,1.4,0.6,12.5,27.6,0.3,1.2,1.5,0.048,-0.6,-1.2,-1.8,0.1,"zachrandolph"
"301","J.J. Redick\redicjj01","PHI","SG",70,70,30.2,5.8,12.6,0.46,0.569,2.8,3.1,0.904,0.1,2.4,2.5,3,0.5,0.1,1.5,1.8,17.1,15.9,0.614,0.248,0.5,8.3,4.5,15.1,0.8,0.2,9.6,21.7,4.8,1.8,6.6,0.15,2.6,-2.6,0,1.1,"j"
"302","Willie Reed\reedwi02","TOT","C",42,5,10.2,1.9,2.9,0.669,0.674,0.8,1.3,0.582,0.8,2,2.9,0.2,0.2,0.5,0.5,1.3,4.6,19.2,0.671,0.455,9.1,21.8,15.5,3.6,1,4.3,11.6,16.6,1,0.5,1.5,0.172,-0.8,-0.1,-0.9,0.1,"williereed"
"303","Josh Richardson\richajo01","MIA","SF",81,81,33.2,4.9,10.9,0.451,0.523,1.5,1.8,0.845,0.9,2.7,3.5,2.9,1.5,0.9,1.7,2.5,12.9,13.6,0.551,0.16,2.9,9,6,13.2,2.3,2.4,12.9,18.2,1.8,3.5,5.4,0.096,-0.1,1.5,1.4,2.3,"joshrichardson"
"304","Malachi Richardson\richama01","TOT","SG",26,4,12.5,1.2,3.5,0.333,0.4,0.7,0.8,0.773,0.2,1.1,1.3,0.5,0.4,0,0.4,1,3.4,5.9,0.446,0.244,1.7,10.6,6,5.6,1.6,0.3,9.1,15.2,-0.2,0.1,-0.1,-0.015,-4.3,-2.1,-6.4,-0.4,"malachirichardson"
"305","Austin Rivers\riverau01","LAC","SG",61,59,33.7,5.6,13.2,0.424,0.508,1.7,2.6,0.642,0.4,1.9,2.4,4,1.2,0.3,1.8,2.5,15.1,12.6,0.526,0.198,1.5,6.2,3.9,17.5,1.7,0.6,11.1,20.6,1.4,1,2.4,0.056,0.8,-1.7,-0.9,0.6,"austinrivers"
"306","Andre Roberson\roberan03","OKC","SG",39,39,26.6,2.2,4.2,0.537,0.562,0.3,1,0.316,1.9,2.8,4.7,1.2,1.2,0.9,0.8,2.3,5,10.9,0.543,0.235,7.8,12.2,9.9,6,2.2,3.1,14.4,8.6,0.8,1.3,2.2,0.1,-1.3,2.8,1.5,0.9,"andreroberson"
"307","Rajon Rondo\rondora01","NOP","PG",65,63,26.2,3.6,7.6,0.468,0.518,0.4,0.7,0.543,0.5,3.6,4,8.2,1.1,0.2,2.3,1.8,8.3,15.3,0.522,0.093,2,14.2,8.4,42.2,2,0.5,22.7,16.9,1.9,1.7,3.6,0.101,-0.4,-0.7,-1.1,0.4,"rajonrondo"
"308","Terry Rozier\roziete01","BOS","PG",80,16,25.9,4,10,0.395,0.491,1.4,1.9,0.772,0.8,3.9,4.7,2.9,1,0.2,1,1.5,11.3,15.1,0.52,0.186,3.4,16.3,9.9,17.5,1.9,0.8,8.5,20.4,2.2,3.4,5.6,0.13,0.8,1,1.8,2,"terryrozier"
"309","Ricky Rubio\rubiori01","UTA","PG",77,77,29.3,4.5,10.7,0.418,0.476,2.9,3.3,0.866,0.6,4,4.6,5.3,1.6,0.1,2.7,2.7,13.1,15.4,0.537,0.307,2.2,15.3,8.8,28.4,2.7,0.4,18.1,22.9,1.5,3.8,5.3,0.112,0.1,1.6,1.7,2.1,"rickyrubio"
"310","D'Angelo Russell\russeda01","BRK","PG",48,35,25.7,5.8,14,0.414,0.481,2,2.7,0.74,0.6,3.3,3.9,5.2,0.8,0.4,3.1,1.9,15.5,15.2,0.509,0.195,2.6,13.8,8.1,35.7,1.4,1,16.8,30.8,-0.5,0.9,0.4,0.014,0.8,-1.2,-0.4,0.5,"dangelorussell"
"311","Domantas Sabonis\sabondo01","IND","C",74,19,24.5,4.6,8.9,0.514,0.524,2.3,3,0.75,2.2,5.5,7.7,2,0.5,0.4,1.9,3,11.6,17.5,0.567,0.339,10.4,25.2,17.8,12.7,1.1,1.6,15.3,22.1,2.5,2.2,4.7,0.126,-0.8,0.5,-0.2,0.8,"domantassabonis"
"312","Dario Saric\saricda01","PHI","PF",78,73,29.6,5.2,11.4,0.453,0.541,2.3,2.7,0.86,2,4.7,6.7,2.6,0.7,0.3,1.9,2.1,14.6,15.8,0.582,0.233,7.5,16.4,12.1,13,1.1,0.7,13.1,20.9,3.8,2.8,6.6,0.137,1.6,-0.2,1.4,2,"dariosaric"
"313","Tomas Satoransky\satorto01","WAS","SG",73,30,22.5,2.8,5.3,0.523,0.585,1,1.3,0.781,1,2.2,3.2,3.9,0.7,0.2,1.1,1.8,7.2,15.4,0.615,0.25,5,11.1,8,24.8,1.6,0.8,16.3,13.7,3.7,1.3,5,0.145,1.3,-0.2,1.1,1.3,"tomassatoransky"
"314","Dennis Schroder\schrode01","ATL","PG",67,67,31,7.5,17.1,0.436,0.469,3.4,4,0.849,0.7,2.4,3.1,6.2,1.1,0.1,2.7,2.2,19.4,17.3,0.515,0.231,2.4,8.8,5.6,36.2,1.7,0.2,12.7,30.4,1.5,1,2.6,0.059,1.5,-2.2,-0.7,0.7,"dennisschroder"
"315","Mike Scott\scottmi01","WAS","PF",76,1,18.5,3.6,6.9,0.527,0.59,0.7,1,0.658,0.7,2.6,3.3,1.1,0.3,0.1,1,1.9,8.8,13.7,0.599,0.145,4,15.8,9.9,9.1,0.8,0.6,12.4,20,1.4,1,2.5,0.085,-0.5,-1.8,-2.3,-0.1,"mikescott"
"316","Thabo Sefolosha\sefolth01","UTA","SF",38,6,21.2,3.1,6.3,0.492,0.558,1.2,1.4,0.815,0.8,3.5,4.2,0.9,1.4,0.3,0.8,1.6,8.2,15.8,0.591,0.225,4.1,18.4,11.3,6.3,3.2,1.3,10.2,16.4,1,1.6,2.6,0.156,-0.3,2.3,1.9,0.8,"thabosefolosha"
"317","Wayne Selden\seldewa01","MEM","SG",35,9,19.8,3.3,7.7,0.431,0.522,1.3,1.7,0.746,0.5,1.1,1.6,1.9,0.5,0.1,1.5,1.7,9.3,11.8,0.551,0.219,2.6,6.8,4.7,16,1.3,0.7,15.5,22.6,0.1,0.2,0.3,0.023,-0.7,-3.3,-4,-0.4,"wayneselden"
"318","Ramon Sessions\sessira01","TOT","PG",28,3,14,1.5,4.2,0.359,0.393,1.6,2,0.772,0.2,1.1,1.4,2.8,0.5,0.1,1.1,1,4.9,11.2,0.479,0.487,1.7,9.1,5.4,27.2,1.8,0.4,17.4,19.3,0.1,0.3,0.3,0.039,-3,-2.2,-5.2,-0.3,"ramonsessions"
"319","Pascal Siakam\siakapa01","TOR","PF",81,5,20.7,3.1,6.1,0.508,0.537,0.7,1.1,0.621,1,3.5,4.5,2,0.8,0.5,0.8,2,7.3,14.5,0.549,0.175,5.4,18.6,12.1,13.5,1.8,2,11.1,15.7,2.1,2.5,4.7,0.133,0,2.2,2.1,1.7,"pascalsiakam"
"320","Ben Simmons\simmobe01","PHI","PG",81,81,33.7,6.7,12.3,0.545,0.545,2.4,4.2,0.56,1.8,6.3,8.1,8.2,1.7,0.9,3.4,2.6,15.8,20,0.557,0.342,5.9,19.5,13,37.4,2.5,2.1,19.5,22.3,4.2,5,9.2,0.162,1,3.6,4.6,4.6,"bensimmons"
"321","Jonathon Simmons\simmojo02","ORL","SG",69,50,29.4,5.1,11,0.465,0.511,2.7,3.5,0.768,0.9,2.6,3.5,2.5,0.8,0.2,2.1,2.5,13.9,12.7,0.555,0.317,3.3,9.7,6.5,13.3,1.4,0.6,14.4,22,0.8,1.1,1.9,0.045,-1,-1.3,-2.3,-0.2,"jonathonsimmons"
"322","Kobi Simmons\simmoko01","MEM","PG",32,12,20.1,2.5,5.9,0.423,0.452,0.8,0.8,1,0.4,1.1,1.6,2.1,0.6,0.2,1.4,1.9,6.1,7.7,0.49,0.132,2.5,6.6,4.5,16.5,1.4,0.7,18,17,-0.4,0.2,-0.2,-0.013,-3.9,-2.1,-6,-0.6,"kobisimmons"
"323","Marcus Smart\smartma01","BOS","SG",54,11,29.9,3.5,9.5,0.367,0.44,1.8,2.5,0.729,0.8,2.7,3.5,4.8,1.3,0.4,2.4,2.5,10.2,10.8,0.479,0.258,3,9.8,6.4,23.7,2.2,1.2,18.4,19.4,-0.6,2.5,1.9,0.056,-1.6,1.1,-0.5,0.6,"marcussmart"
"324","Dennis Smith\smithde03","DAL","PG",69,69,29.7,5.9,14.8,0.395,0.447,1.9,2.8,0.694,0.7,3,3.8,5.2,1,0.3,2.8,2.2,15.2,12.8,0.473,0.189,2.6,11.8,7,29.5,1.7,0.8,15,28.9,-2.4,1.7,-0.7,-0.017,-1.5,-0.7,-2.3,-0.1,"dennissmith"
"325","Ish Smith\smithis01","DET","PG",82,35,24.9,4.7,9.8,0.486,0.507,1,1.4,0.698,0.3,2.4,2.7,4.4,0.8,0.2,1.3,1.7,10.9,15.4,0.525,0.145,1.4,10.9,6.1,28.4,1.6,0.9,11.2,20.8,2.4,2,4.4,0.102,-0.6,-0.6,-1.2,0.4,"ishsmith"
"326","J.R. Smith\smithjr01","CLE","SG",80,61,28.1,3,7.4,0.403,0.524,0.5,0.7,0.696,0.4,2.6,2.9,1.8,0.9,0.1,1,2,8.3,8.5,0.534,0.094,1.5,10.1,5.9,8.6,1.5,0.4,11.6,13.8,0.6,0.9,1.4,0.031,-0.6,-1,-1.7,0.2,"j"
"327","Jason Smith\smithja02","WAS","C",33,2,8.6,1.4,3.5,0.391,0.409,0.6,0.6,0.905,0.5,1.1,1.6,0.4,0.1,0.4,0.5,1.3,3.4,8.8,0.455,0.183,7.2,13.9,10.5,7.4,0.5,4,11.4,21.7,-0.2,0.3,0,0.003,-4.8,-1.1,-6,-0.3,"jasonsmith"
"328","Tony Snell\snellto01","MIL","SG",75,59,27.4,2.5,5.7,0.435,0.562,0.5,0.6,0.792,0.1,1.8,1.9,1.3,0.6,0.4,0.5,1.5,6.9,8.5,0.578,0.113,0.5,7.5,4,6.5,1.1,1.2,7.5,10.6,1.6,0.7,2.4,0.056,-0.5,-1.3,-1.8,0.1,"tonysnell"
"329","Marreese Speights\speigma01","ORL","C",52,3,13,2.7,6.7,0.395,0.519,0.8,1.1,0.727,0.4,2.2,2.6,0.8,0.2,0.4,0.8,2.1,7.7,13.7,0.539,0.158,3.4,18.4,10.8,9.8,0.6,2.6,9.7,26.9,0.1,0.5,0.6,0.045,0.2,-2.9,-2.8,-0.1,"marreesespeights"
"330","Nik Stauskas\stausni01","TOT","SG",41,0,12.8,1.5,3.8,0.39,0.519,0.5,0.7,0.724,0.1,1.5,1.6,1,0.2,0.1,0.6,0.6,4.4,9,0.543,0.188,0.8,12.3,6.5,11.1,0.8,0.6,13.5,15.9,0.1,0.3,0.3,0.031,-2.1,-1.8,-4,-0.3,"nikstauskas"
"331","Lance Stephenson\stephla01","IND","SG",82,7,22.6,3.7,8.6,0.427,0.475,1,1.5,0.661,0.8,4.4,5.2,2.9,0.6,0.2,1.6,2.2,9.2,12.4,0.495,0.179,3.8,22,12.9,18.6,1.2,0.8,14.7,21.6,-0.3,2,1.8,0.045,-2,-0.1,-2.1,0,"lancestephenson"
"332","Caleb Swanigan\swanica01","POR","PF",27,3,7,0.9,2.2,0.4,0.408,0.4,0.7,0.667,0.6,1.4,2,0.5,0.2,0.1,0.7,1.4,2.3,7.5,0.449,0.3,8.7,22.3,15.6,10.8,1.3,1.3,20.9,20,-0.3,0.3,0,-0.003,-6,0.6,-5.4,-0.2,"calebswanigan"
"333","Jayson Tatum\tatumja01","BOS","SF",80,80,30.5,5,10.4,0.475,0.538,2.7,3.2,0.826,0.6,4.4,5,1.6,1,0.7,1.4,2.1,13.9,15.3,0.586,0.309,2.3,15.6,9,8.3,1.7,2,10.7,19.5,3,4,7.1,0.139,-0.5,1.5,1,1.8,"jaysontatum"
"334","Isaiah Taylor\taylois01","ATL","PG",67,9,17.4,2.4,5.8,0.418,0.444,1.5,2.1,0.702,0.3,1.1,1.4,3.1,0.5,0.1,1.3,1.7,6.6,10.9,0.492,0.362,2.1,6.9,4.5,27,1.4,0.7,15.7,20.1,0.2,0.5,0.6,0.027,-2.9,-2.5,-5.4,-1,"isaiahtaylor"
"335","Jeff Teague\teaguje01","MIN","PG",70,70,33,5.1,11.3,0.446,0.499,2.9,3.4,0.845,0.3,2.6,3,7,1.5,0.3,2.5,2.4,14.2,16.4,0.553,0.301,1.2,9.3,5.2,30.6,2.2,0.8,16.4,20.6,3.4,1.4,4.9,0.101,1.5,-1.3,0.2,1.3,"jeffteague"
"336","Garrett Temple\templga01","SAC","SG",65,35,24.8,3.1,7.3,0.418,0.512,0.9,1.2,0.769,0.3,2,2.3,1.9,0.9,0.4,1.2,2.1,8.4,10.2,0.536,0.164,1.5,9.6,5.4,11.3,1.8,1.6,13.4,16.4,0.3,0.9,1.2,0.035,-1.3,-0.6,-1.9,0.1,"garretttemple"
"337","Milos Teodosic\teodomi01","LAC","PG",45,36,25.2,3.4,8,0.419,0.542,0.9,1,0.848,0.4,2.4,2.8,4.6,0.5,0.1,2.2,2.3,9.5,11.6,0.564,0.128,1.6,10.5,6.1,26.2,1,0.4,20.3,18.2,0.9,0.5,1.4,0.058,0.8,-2.2,-1.4,0.2,"milosteodosic"
"338","Jason Terry\terryja01","MIL","SG",51,4,16,1.2,3,0.383,0.513,0.2,0.2,0.889,0.1,0.8,0.9,1.2,0.8,0.3,0.5,1,3.3,8.1,0.525,0.058,0.7,6.2,3.5,9.7,2.6,1.4,13.7,10.1,0.1,0.6,0.7,0.042,-1.6,-0.5,-2.1,0,"jasonterry"
"339","Daniel Theis\theisda01","BOS","C",63,3,14.9,2,3.7,0.541,0.579,1,1.3,0.753,1.4,2.9,4.3,0.9,0.5,0.8,0.9,2.5,5.3,16.1,0.616,0.348,10.7,21.2,16,9.1,1.6,4.3,17.2,15.5,1.6,1.9,3.5,0.178,-0.8,3.4,2.6,1.1,"danieltheis"
"340","Isaiah Thomas\thomais02","TOT","PG",32,15,26.9,4.9,13.2,0.373,0.438,3.7,4.1,0.893,0.5,1.6,2.1,4.8,0.5,0.1,3,1.8,15.2,12.6,0.508,0.311,2.2,6.3,4.2,27.1,0.8,0.3,16.6,28.8,-0.1,0.3,0.2,0.009,-0.9,-4.3,-5.2,-0.7,"isaiahthomas"
