"","Player","Rk.x","Pos","Age.x","Tm","G.x","GS","MP.x","FG.x","FGA.x","FG%.x","3P.x","3PA.x","3P%.x","2P","2PA","2P%","eFG%","FT.x","FTA.x","FT%.x","ORB.x","DRB","TRB.x","AST.x","STL.x","BLK.x","TOV.x","PF.x","PS/G","Rk.y","Age.y","Yrs","G.y","MP.y","FG.y","FGA.y","3P.y","3PA.y","FT.y","FTA.y","ORB.y","TRB.y","AST.y","STL.y","BLK.y","TOV.y","PF.y","PTS","FG%.y","3P%.y","FT%.y","MP_1","PTS_1","TRB_1","AST_1"
"99","Buddy Hield\hieldbu01",215,"SG",24,"SAC",80,12,25.3,5.2,11.7,0.446,2.2,5.1,0.431,3,6.6,0.457,0.54,0.9,1,0.877,0.7,3.2,3.8,1.9,1.1,0.3,1.6,1.9,13.5,35,23,2,162,3912,743,1700,324,787,135,157,90,576,276,123,31,225,263,1945,0.437,0.412,0.86,24.1,12,3.6,1.7
"100","Caris LeVert\leverca01",296,"SF",23,"BRK",71,10,26.3,4.5,10.4,0.435,1.2,3.5,0.347,3.3,6.9,0.48,0.493,1.9,2.6,0.711,0.7,2.9,3.7,4.2,1.2,0.3,2.2,2.2,12.1,47,22,2,128,3101,491,1115,144,429,200,280,76,448,410,131,30,212,250,1326,0.44,0.336,0.714,24.2,10.4,3.5,3.2
"101","Cheick Diallo\diallch01",131,"PF",21,"NOP",52,0,11.2,2,3.4,0.58,0,0,NA,2,3.4,0.58,0.58,1,1.3,0.758,0.9,3.2,4.1,0.4,0.2,0.4,0.5,1.6,4.9,18,20,2,69,780,138,252,0,0,65,87,70,284,23,15,28,35,99,341,0.548,NA,0.747,11.3,4.9,4.1,0.3
"102","Dario Saric\saricda01",440,"PF",23,"PHI",78,73,29.6,5.2,11.4,0.453,2,5.1,0.393,3.2,6.3,0.501,0.541,2.3,2.7,0.86,2,4.7,6.7,2.6,0.7,0.3,1.9,2.1,14.6,70,22,2,159,4439,784,1817,263,740,350,427,266,1033,384,108,50,331,322,2181,0.431,0.355,0.82,27.9,13.7,6.5,2.4
"103","David Nwaba\nwabada01",375,"SG",25,"CHI",70,21,23.5,2.9,6,0.478,0.3,0.7,0.346,2.6,5.3,0.496,0.499,1.9,2.9,0.655,1.3,3.4,4.7,1.5,0.8,0.4,1.1,2.3,7.9,58,24,2,90,2043,249,504,19,57,158,242,106,389,118,72,36,88,194,675,0.494,0.333,0.653,22.7,7.5,4.3,1.3
"104","Davis Bertans\bertada01",44,"PF",25,"SAS",77,10,14.1,2.1,4.8,0.44,1.2,3.3,0.373,0.9,1.5,0.588,0.568,0.5,0.6,0.816,0.2,1.8,2,1,0.3,0.4,0.5,1.2,5.9,8,24,2,144,1894,264,600,163,425,68,83,40,251,120,46,56,68,168,759,0.44,0.384,0.819,13.2,5.3,1.7,0.8
"105","DeAndre' Bembry\bembrde01",42,"SF",23,"ATL",26,3,17.5,2,4.9,0.414,0.4,1.2,0.367,1.6,3.8,0.429,0.457,0.7,1.3,0.576,0.3,2.5,2.8,1.9,0.8,0.5,1.8,1.5,5.2,5,22,2,64,826,100,226,12,48,25,49,22,131,77,29,17,63,59,237,0.442,0.25,0.51,12.9,3.7,2,1.2
"106","Dejounte Murray\murrade01",360,"PG",21,"SAS",81,48,21.5,3.3,7.5,0.443,0.1,0.4,0.265,3.2,7.1,0.454,0.451,1.3,1.8,0.709,1.4,4.3,5.7,2.9,1.2,0.4,1.7,1.9,8.1,54,20,2,119,2065,320,725,18,57,126,178,116,501,279,105,37,172,180,784,0.441,0.316,0.708,17.4,6.6,4.2,2.3
"107","Denzel Valentine\valende01",490,"SG",24,"CHI",77,37,27.2,3.9,9.4,0.417,1.9,4.8,0.386,2.1,4.6,0.45,0.517,0.5,0.7,0.745,0.6,4.5,5.1,3.2,0.8,0.1,1.3,2.4,10.2,79,23,2,134,3071,403,1009,216,578,52,69,59,544,307,95,18,148,271,1074,0.399,0.374,0.754,22.9,8,4.1,2.3
"108","Deyonta Davis\davisde01",123,"C",21,"MEM",62,6,15.2,2.6,4.3,0.608,0,0,NA,2.6,4.3,0.608,0.608,0.6,0.9,0.667,1.2,2.8,4,0.6,0.2,0.6,0.5,2,5.8,16,20,2,98,1181,185,312,0,0,48,75,95,310,42,18,56,40,165,418,0.593,NA,0.64,12.1,4.3,3.2,0.4
"109","Domantas Sabonis\sabondo01",438,"C",21,"IND",74,19,24.5,4.6,8.9,0.514,0.2,0.5,0.351,4.4,8.4,0.524,0.524,2.3,3,0.75,2.2,5.5,7.7,2,0.5,0.4,1.9,3,11.6,69,20,2,155,3442,532,1142,64,196,212,291,211,860,233,79,64,220,420,1340,0.466,0.327,0.729,22.2,8.6,5.5,1.5
"110","Dragan Bender\bendedr01",43,"PF",20,"PHO",82,37,25.2,2.3,5.9,0.386,1.4,3.9,0.366,0.8,2,0.426,0.508,0.5,0.6,0.765,0.5,3.9,4.4,1.6,0.3,0.6,1.4,2,6.5,6,19,2,125,2643,244,645,146,423,43,62,63,464,153,32,75,144,240,677,0.378,0.345,0.694,21.1,5.4,3.7,1.2
"111","Fred VanVleet\vanvlfr01",491,"PG",23,"TOR",76,0,20,3.1,7.2,0.426,1.4,3.4,0.414,1.6,3.7,0.437,0.525,1.1,1.3,0.832,0.3,2.1,2.4,3.2,0.9,0.3,1,1.7,8.6,80,22,2,113,1814,271,656,119,290,102,123,29,226,278,84,22,89,166,763,0.413,0.41,0.829,16.1,6.8,2,2.5
"112","Henry Ellenson\ellenhe01",145,"PF",21,"DET",38,0,8.7,1.4,3.8,0.363,0.5,1.6,0.333,0.9,2.3,0.384,0.432,0.7,0.8,0.862,0.3,1.9,2.1,0.5,0.1,0,0.5,0.6,4,20,20,2,57,475,76,210,30,95,29,37,18,122,27,6,1,32,28,211,0.362,0.316,0.784,8.3,3.7,2.1,0.5
"113","Isaiah Taylor\taylois01",469,"PG",23,"ATL",67,9,17.4,2.4,5.8,0.418,0.3,1.2,0.25,2.1,4.6,0.461,0.444,1.5,2.1,0.702,0.3,1.1,1.4,3.1,0.5,0.1,1.3,1.7,6.6,75,22,2,71,1219,164,397,20,82,100,143,23,97,209,35,11,84,122,448,0.413,0.244,0.699,17.2,6.3,1.4,2.9
"114","Ivica Zubac\zubaciv01",540,"C",20,"LAL",43,0,9.5,1.4,2.8,0.5,0,0,0,1.4,2.8,0.504,0.5,0.9,1.2,0.765,1,1.8,2.9,0.6,0.2,0.3,0.6,1.1,3.7,88,19,2,81,1019,187,360,0,4,71,100,86,282,55,22,48,56,113,445,0.519,0,0.71,12.6,5.5,3.5,0.7
"115","Jake Layman\laymaja01",287,"SF",23,"POR",35,1,4.6,0.4,1.3,0.298,0.1,0.6,0.2,0.3,0.8,0.37,0.34,0.1,0.1,0.667,0.1,0.3,0.5,0.3,0.2,0.1,0.1,0.4,1,46,22,2,70,409,40,136,17,71,15,20,10,40,22,15,7,16,35,112,0.294,0.239,0.75,5.8,1.6,0.6,0.3
"116","Jakob Poeltl\poeltja01",407,"C",22,"TOR",82,0,18.6,3.1,4.7,0.659,0,0,0.5,3.1,4.7,0.66,0.66,0.7,1.2,0.594,2,2.8,4.8,0.7,0.5,1.2,1,2.6,6.9,64,21,2,136,2150,320,499,1,2,91,158,243,558,69,56,120,114,325,732,0.641,0.5,0.576,15.8,5.4,4.1,0.5
"117","Jamal Murray\murraja01",361,"PG",20,"DEN",81,80,31.7,5.9,13.1,0.451,2,5.4,0.378,3.9,7.7,0.502,0.529,2.8,3.1,0.905,1,2.7,3.7,3.4,1,0.3,2.1,2.1,16.7,55,19,2,163,4329,774,1792,280,780,335,373,123,511,444,130,52,285,297,2163,0.432,0.359,0.898,26.6,13.3,3.1,2.7
"118","Jaylen Brown\brownja02",70,"SG",21,"BOS",70,70,30.7,5.3,11.5,0.465,1.7,4.4,0.395,3.6,7.1,0.507,0.54,2.1,3.3,0.644,0.9,4,4.9,1.6,1,0.4,1.8,2.6,14.5,11,20,2,148,3493,565,1226,167,441,235,357,111,566,178,105,44,192,323,1532,0.461,0.379,0.658,23.6,10.4,3.8,1.2
"119","Joel Embiid\embiijo01",147,"C",23,"PHI",63,63,30.3,8.1,16.8,0.483,1,3.4,0.308,7,13.4,0.527,0.514,5.7,7.4,0.769,2.3,8.7,11,3.2,0.6,1.8,3.7,3.3,22.9,21,22,2,94,2698,710,1485,102,312,550,711,204,933,265,67,187,351,321,2072,0.478,0.327,0.774,28.7,22,9.9,2.8
"120","Kris Dunn\dunnkr01",142,"PG",23,"CHI",52,43,29.3,5.5,12.8,0.429,0.8,2.6,0.321,4.7,10.2,0.457,0.462,1.6,2.2,0.73,0.5,3.8,4.3,6,2,0.5,2.9,3.4,13.4,19,22,2,130,2858,404,979,64,207,120,174,48,387,498,182,63,239,353,992,0.413,0.309,0.69,22,7.6,3,3.8
"121","Malachi Richardson\richama01",427,"SG",22,"TOT",26,4,12.5,1.2,3.5,0.333,0.5,1.5,0.3,0.7,1.9,0.36,0.4,0.7,0.8,0.773,0.2,1.1,1.3,0.5,0.4,0,0.4,1,3.4,68,21,2,48,522,58,158,20,68,32,41,8,57,24,15,2,18,50,168,0.367,0.294,0.78,10.9,3.5,1.2,0.5
"122","Malcolm Brogdon\brogdma01",64,"PG",25,"MIL",48,20,29.9,5.1,10.5,0.485,1.3,3.4,0.385,3.8,7.1,0.532,0.547,1.6,1.8,0.882,0.5,2.8,3.3,3.2,0.9,0.3,1.4,2.7,13,10,24,2,123,3418,534,1138,140,354,184,211,70,369,469,125,25,179,268,1392,0.469,0.395,0.872,27.8,11.3,3,3.8
"123","Malcolm Delaney\delanma01",127,"PG",28,"ATL",54,3,18.8,2,5.3,0.382,0.9,2.3,0.371,1.2,3,0.391,0.463,1.4,1.7,0.804,0.2,1.7,1.9,3,0.6,0.1,1.2,1.5,6.3,17,27,2,127,2262,254,673,72,234,149,185,19,223,356,74,7,161,194,729,0.377,0.308,0.805,17.8,5.7,1.8,2.8
"124","Malik Beasley\beaslma01",38,"SG",21,"DEN",62,0,9.4,1.2,2.9,0.41,0.5,1.3,0.341,0.7,1.5,0.469,0.489,0.4,0.5,0.667,0.2,0.9,1.1,0.5,0.2,0.1,0.4,0.6,3.2,4,20,2,84,748,106,251,37,110,30,43,19,88,42,22,7,32,46,279,0.422,0.336,0.698,8.9,3.3,1,0.5
"125","Marcus Georges-Hunt\georgma01",174,"SG",23,"MIN",42,0,5.3,0.5,1.1,0.438,0.1,0.4,0.267,0.4,0.8,0.515,0.479,0.3,0.5,0.619,0.2,0.2,0.4,0.2,0.1,0,0.1,0.8,1.4,28,22,2,47,272,23,55,5,17,22,31,8,25,10,7,0,5,37,73,0.418,0.294,0.71,5.8,1.6,0.5,0.2
"126","Marquese Chriss\chrisma01",96,"PF",20,"PHO",72,49,21.2,2.8,6.6,0.423,0.8,2.6,0.295,2,4,0.509,0.482,1.3,2.2,0.608,1.1,4.4,5.5,1.2,0.7,1,1.5,2.8,7.7,13,19,2,154,3270,486,1109,128,414,209,339,172,743,143,118,140,215,468,1309,0.438,0.309,0.617,21.2,8.5,4.8,0.9
"127","Pascal Siakam\siakapa01",448,"PF",23,"TOR",81,5,20.7,3.1,6.1,0.508,0.4,1.6,0.22,2.8,4.5,0.612,0.537,0.7,1.1,0.621,1,3.5,4.5,2,0.8,0.5,0.8,2,7.3,73,22,2,136,2538,356,703,30,139,76,119,143,549,176,88,87,100,275,818,0.506,0.216,0.639,18.7,6,4,1.3
"128","Patrick McCaw\mccawpa01",321,"SG",22,"GSW",57,10,16.9,1.6,3.9,0.409,0.3,1.4,0.238,1.3,2.5,0.503,0.451,0.5,0.6,0.765,0.3,1.2,1.4,1.4,0.8,0.2,0.7,1.2,4,52,21,2,128,2035,198,470,60,203,55,71,37,182,158,75,25,77,129,511,0.421,0.296,0.775,15.9,4,1.4,1.2
"129","Paul Zipser\zipsepa01",538,"SF",23,"CHI",54,12,15.3,1.5,4.3,0.346,0.7,2,0.336,0.8,2.3,0.355,0.425,0.4,0.5,0.731,0.2,2.2,2.4,0.9,0.4,0.3,0.8,1.6,4,87,22,2,98,1667,169,455,70,209,50,66,28,256,82,35,31,83,164,458,0.371,0.335,0.758,17,4.7,2.6,0.8
"130","Quinn Cook\cookqu01",108,"PG",24,"GSW",33,18,22.4,3.7,7.6,0.484,1.4,3.2,0.442,2.3,4.5,0.514,0.575,0.7,0.8,0.88,0.3,2.2,2.5,2.7,0.4,0,1,1.8,9.5,15,23,2,47,928,155,318,57,130,24,30,11,89,115,16,1,45,72,391,0.487,0.438,0.8,19.7,8.3,1.9,2.4
"131","Ron Baker\bakerro01",27,"SG",24,"NYK",29,1,13.3,0.7,2,0.339,0.4,1.1,0.333,0.3,0.9,0.346,0.432,0.7,0.9,0.769,0.2,0.9,1,1.6,0.9,0.2,0.6,1.1,2.4,2,23,2,81,1242,102,276,34,119,48,69,17,128,154,60,14,74,107,286,0.37,0.286,0.696,15.3,3.5,1.6,1.9
"132","Skal Labissiere\labissk01",282,"PF",21,"SAC",60,28,20.7,3.4,7.6,0.448,0.3,0.9,0.353,3.1,6.8,0.459,0.467,1.6,2,0.805,1.7,3.2,4.8,1.2,0.4,0.8,1.2,2.2,8.7,44,20,2,93,1852,322,676,21,59,147,192,150,450,99,41,62,110,196,812,0.476,0.356,0.766,19.9,8.7,4.8,1.1
"133","Taurean Waller-Prince\princta02",500,"SF",23,"ATL",82,82,30,5.1,11.9,0.426,2.1,5.6,0.385,2.9,6.3,0.461,0.516,1.9,2.2,0.844,0.6,4.1,4.7,2.6,1,0.5,2.3,2,14.1,81,22,2,141,3445,529,1260,209,559,226,274,75,546,269,128,69,252,264,1493,0.42,0.374,0.825,24.4,10.6,3.9,1.9
"134","Thon Maker\makerth01",312,"C",20,"MIL",74,12,16.7,1.8,4.3,0.411,0.4,1.4,0.298,1.3,2.9,0.467,0.46,0.9,1.3,0.699,1,2,3,0.6,0.5,0.7,0.6,2.2,4.8,51,19,2,131,1800,213,497,59,178,97,142,115,339,69,48,79,61,246,582,0.429,0.331,0.683,13.7,4.4,2.6,0.5
"135","Timothe Luwawu-Cabarrot\luwawti01",306,"SF",22,"PHI",52,7,15.5,1.9,5.1,0.375,1,3,0.335,0.9,2.1,0.431,0.474,0.9,1.1,0.793,0.3,1.1,1.4,1,0.2,0.1,0.7,1.9,5.8,49,21,2,121,1997,245,628,103,319,151,181,39,221,129,44,15,111,251,744,0.39,0.323,0.834,16.5,6.1,1.8,1.1
"136","Tomas Satoransky\satorto01",441,"SG",26,"WAS",73,30,22.5,2.8,5.3,0.523,0.6,1.4,0.465,2.1,3.9,0.544,0.585,1,1.3,0.781,1,2.2,3.2,3.9,0.7,0.2,1.1,1.8,7.2,71,25,2,130,2362,262,531,56,138,98,129,97,316,378,78,21,121,191,678,0.493,0.406,0.76,18.2,5.2,2.4,2.9
"137","Treveon Graham\grahatr01",182,"SG",24,"CHO",63,2,16.7,1.5,3.5,0.434,0.6,1.5,0.412,0.9,2,0.452,0.525,0.7,0.9,0.695,0.7,1.3,1.9,0.9,0.5,0,0.4,1.7,4.3,30,23,2,90,1239,115,261,49,112,51,74,47,143,65,39,3,30,127,330,0.441,0.438,0.689,13.8,3.7,1.6,0.7
"138","Tyler Ulis\ulisty01",488,"PG",22,"PHO",71,43,23.4,3,7.8,0.388,0.6,2.1,0.288,2.4,5.7,0.425,0.426,1.2,1.4,0.832,0.3,1.5,1.8,4.4,1,0.1,1.8,1.7,7.8,77,21,2,132,2781,398,988,63,225,139,172,44,223,537,118,12,204,193,998,0.403,0.28,0.808,21.1,7.6,1.7,4.1
"139","Wayne Selden\seldewa01",445,"SG",23,"MEM",35,9,19.8,3.3,7.7,0.431,1.4,3.5,0.402,1.9,4.2,0.456,0.522,1.3,1.7,0.746,0.5,1.1,1.6,1.9,0.5,0.1,1.5,1.7,9.3,72,22,2,49,928,141,327,56,150,58,81,17,72,79,24,6,66,77,396,0.431,0.373,0.716,18.9,8.1,1.5,1.6
"140","Willy Hernangomez\hernawi01",212,"C",23,"TOT",48,1,10.3,1.9,3.4,0.555,0.1,0.3,0.417,1.8,3.2,0.566,0.57,1.2,1.9,0.656,1.3,2.5,3.8,0.7,0.4,0.3,0.7,1.3,5.1,34,22,2,120,1819,337,629,9,27,150,215,231,685,129,59,52,135,214,833,0.536,0.333,0.698,15.2,6.9,5.7,1.1
"141","Willy Hernangomez\hernawi01",212,"C",23,"NYK",26,0,9,1.9,3.1,0.605,0,0.2,0.2,1.8,2.9,0.632,0.611,0.5,1.1,0.429,0.8,1.7,2.6,0.8,0.3,0.3,1,1.2,4.3,34,22,2,120,1819,337,629,9,27,150,215,231,685,129,59,52,135,214,833,0.536,0.333,0.698,15.2,6.9,5.7,1.1
"142","Yogi Ferrell\ferreyo01",160,"SG",24,"DAL",82,21,27.8,3.8,8.9,0.426,1.6,4.4,0.373,2.2,4.5,0.477,0.518,1,1.3,0.796,0.3,2.7,3,2.5,0.8,0.1,1,1.9,10.2,23,23,2,128,3479,471,1124,202,535,156,192,46,360,373,106,18,148,243,1300,0.419,0.378,0.813,27.2,10.2,2.8,2.9
"143","Abdel Nader\naderab01",363,"SF",24,"BOS",48,1,10.9,1,3.1,0.336,0.5,1.4,0.354,0.6,1.8,0.321,0.413,0.5,0.8,0.59,0.3,1.2,1.5,0.5,0.3,0.2,0.7,0.9,3,82,24,1,48,522,50,149,23,65,23,39,13,71,26,15,10,34,45,146,0.336,0.354,0.59,10.9,3,1.5,0.5
"144","Alex Caruso\carusal01",89,"PG",23,"LAL",37,7,15.2,1.4,3.1,0.431,0.4,1.2,0.302,1,2,0.507,0.487,0.6,0.8,0.7,0.4,1.4,1.8,2,0.6,0.3,1.1,1.4,3.6,20,23,1,37,562,50,116,13,43,21,30,15,65,75,23,10,42,52,134,0.431,0.302,0.7,15.2,3.6,1.8,2
"145","Ante Zizic\zizican01",539,"C",21,"CLE",32,2,6.7,1.5,2.1,0.731,0,0,NA,1.5,2.1,0.731,0.731,0.7,0.9,0.724,0.8,1.1,1.9,0.2,0.1,0.4,0.3,0.9,3.7,120,21,1,32,214,49,67,0,0,21,29,24,60,5,2,13,11,30,119,0.731,NA,0.724,6.7,3.7,1.9,0.2
"146","Bam Adebayo\adebaba01",4,"C",20,"MIA",69,19,19.8,2.5,4.9,0.512,0,0.1,0,2.5,4.8,0.523,0.512,1.9,2.6,0.721,1.7,3.8,5.5,1.5,0.5,0.6,1,2,6.9,1,20,1,69,1368,174,340,0,7,129,179,118,381,101,32,41,66,138,477,0.512,0,0.721,19.8,6.9,5.5,1.5
"147","Ben Simmons\simmobe01",450,"PG",21,"PHI",81,81,33.7,6.7,12.3,0.545,0,0.1,0,6.7,12.2,0.551,0.545,2.4,4.2,0.56,1.8,6.3,8.1,8.2,1.7,0.9,3.4,2.6,15.8,99,21,1,81,2732,544,998,0,11,191,341,145,659,661,140,70,278,211,1279,0.545,0,0.56,33.7,15.8,8.1,8.2
"148","Bogdan Bogdanovic\bogdabo01",54,"SG",25,"SAC",78,53,27.9,4.4,9.9,0.446,1.7,4.2,0.392,2.8,5.7,0.485,0.529,1.3,1.5,0.84,0.4,2.5,2.9,3.3,0.9,0.2,1.6,2.2,11.8,14,25,1,78,2175,344,772,129,329,100,119,31,223,258,72,16,125,172,917,0.446,0.392,0.84,27.9,11.8,2.9,3.3
"149","Brandon Paul\paulbr01",395,"SG",26,"SAS",64,2,9,0.9,2,0.433,0.2,0.8,0.278,0.6,1.1,0.548,0.492,0.3,0.7,0.512,0.1,1,1.1,0.6,0.4,0.1,0.5,0.9,2.3,89,26,1,64,576,55,127,15,54,22,43,6,68,37,25,7,29,58,147,0.433,0.278,0.512,9,2.3,1.1,0.6
"150","C.J. Williams\willicj01",518,"SG",27,"LAC",38,17,18.6,2.3,5.2,0.442,0.6,2.1,0.282,1.7,3.1,0.546,0.497,0.3,0.4,0.813,0.3,1.2,1.5,1.1,0.8,0.3,0.5,1.7,5.5,115,27,1,38,707,87,197,22,78,13,16,12,56,43,31,13,20,63,209,0.442,0.282,0.813,18.6,5.5,1.5,1.1
"151","Caleb Swanigan\swanica01",467,"PF",20,"POR",27,3,7,0.9,2.2,0.4,0,0.3,0.125,0.9,1.9,0.442,0.408,0.4,0.7,0.667,0.6,1.4,2,0.5,0.2,0.1,0.7,1.4,2.3,103,20,1,27,189,24,60,1,8,12,18,15,54,14,5,3,18,37,61,0.4,0.125,0.667,7,2.3,2,0.5
"152","Cedi Osman\osmande01",385,"SF",22,"CLE",61,12,11,1.5,3,0.484,0.5,1.4,0.368,1,1.6,0.586,0.57,0.4,0.8,0.565,0.3,1.7,2,0.7,0.4,0,0.5,1.3,3.9,86,22,1,61,672,90,186,32,87,26,46,19,120,41,22,3,32,78,238,0.484,0.368,0.565,11,3.9,2,0.7
"153","Dakari Johnson\johnsda04",256,"C",22,"OKC",31,6,5.2,0.7,1.3,0.564,0,0,NA,0.7,1.3,0.564,0.564,0.4,0.6,0.55,0.5,0.6,1.1,0.3,0.2,0.3,0.1,0.9,1.8,55,22,1,31,161,22,39,0,0,11,20,16,34,8,6,8,3,27,55,0.564,NA,0.55,5.2,1.8,1.1,0.3
"154","Damyean Dotson\dotsoda01",135,"SG",23,"NYK",44,2,10.8,1.6,3.7,0.447,0.5,1.5,0.324,1.1,2.1,0.538,0.516,0.4,0.5,0.696,0.2,1.7,1.9,0.7,0.3,0,0.4,0.8,4.1,31,23,1,44,474,72,161,22,68,16,23,9,84,31,12,2,17,34,182,0.447,0.324,0.696,10.8,4.1,1.9,0.7
"155","Daniel Theis\theisda01",476,"C",25,"BOS",63,3,14.9,2,3.7,0.541,0.3,0.9,0.31,1.7,2.8,0.617,0.579,1,1.3,0.753,1.4,2.9,4.3,0.9,0.5,0.8,0.9,2.5,5.3,106,25,1,63,936,126,233,18,58,61,81,90,274,56,30,48,56,157,331,0.541,0.31,0.753,14.9,5.3,4.3,0.9
"156","De'Aaron Fox\foxde01",164,"PG",20,"SAC",73,60,27.8,4.5,10.9,0.412,0.6,2.1,0.307,3.8,8.8,0.436,0.441,1.9,2.7,0.723,0.5,2.3,2.8,4.4,1,0.3,2.4,2.2,11.6,36,20,1,73,2026,328,797,47,153,141,195,33,204,320,70,20,173,163,844,0.412,0.307,0.723,27.8,11.6,2.8,4.4
"157","Dennis Smith\smithde03",455,"PG",20,"DAL",69,69,29.7,5.9,14.8,0.395,1.5,4.9,0.313,4.3,9.9,0.436,0.447,1.9,2.8,0.694,0.7,3,3.8,5.2,1,0.3,2.8,2.2,15.2,101,20,1,69,2049,404,1023,106,339,134,193,50,260,358,71,18,195,152,1048,0.395,0.313,0.694,29.7,15.2,3.8,5.2
"158","Dillon Brooks\brookdi01",66,"SF",22,"MEM",82,74,28.7,4.1,9.4,0.44,1.1,3.2,0.356,3,6.2,0.484,0.501,1.5,2,0.747,0.6,2.5,3.1,1.6,0.9,0.2,1.5,2.8,11,17,22,1,82,2350,340,772,94,264,124,166,49,257,135,73,17,124,233,898,0.44,0.356,0.747,28.7,11,3.1,1.6
"159","Donovan Mitchell\mitchdo01",343,"SG",21,"UTA",79,71,33.4,7.5,17.2,0.437,2.4,7,0.34,5.2,10.3,0.502,0.506,3,3.8,0.805,0.7,3.1,3.7,3.7,1.5,0.3,2.7,2.7,20.5,75,21,1,79,2638,595,1362,187,550,239,297,52,296,291,118,27,215,213,1616,0.437,0.34,0.805,33.4,20.5,3.7,3.7
"160","Dwayne Bacon\bacondw01",26,"SG",22,"CHO",53,6,13.5,1.4,3.6,0.375,0.2,0.8,0.256,1.2,2.8,0.409,0.404,0.4,0.5,0.8,0.1,2.3,2.3,0.7,0.3,0,0.4,0.9,3.3,8,22,1,53,713,72,192,11,43,20,25,4,124,38,16,2,23,46,175,0.375,0.256,0.8,13.5,3.3,2.3,0.7
"161","Frank Mason\masonfr01",316,"PG",23,"SAC",52,2,18.9,2.8,7.3,0.379,0.6,1.7,0.36,2.2,5.7,0.384,0.42,1.8,2.2,0.817,0.6,1.9,2.5,2.8,0.7,0.2,1.3,1.4,7.9,69,23,1,52,984,144,380,31,86,94,115,30,130,147,34,10,65,72,413,0.379,0.36,0.817,18.9,7.9,2.5,2.8
"162","Frank Ntilikina\ntilila01",373,"PG",19,"NYK",78,9,21.9,2.3,6.4,0.364,0.6,2,0.318,1.7,4.4,0.385,0.414,0.6,0.9,0.721,0.5,1.8,2.3,3.2,0.8,0.2,1.7,2.3,5.9,83,19,1,78,1706,182,500,50,157,49,68,37,177,250,65,18,131,181,463,0.364,0.318,0.721,21.9,5.9,2.3,3.2
"163","Guerschon Yabusele\yabusgu01",531,"PF",22,"BOS",33,4,7.1,0.8,1.8,0.426,0.4,1.1,0.324,0.4,0.7,0.583,0.525,0.5,0.7,0.682,0.5,1.1,1.6,0.5,0.1,0.2,0.4,0.7,2.4,119,22,1,33,235,26,61,12,37,15,22,17,52,16,4,5,12,23,79,0.426,0.324,0.682,7.1,2.4,1.6,0.5
"164","Ivan Rabb\rabbiv01",419,"PF",20,"MEM",36,5,14.3,2.4,4.2,0.566,0,0,NA,2.4,4.2,0.566,0.566,0.8,1,0.806,1.5,2.9,4.4,0.9,0.3,0.4,1,1.5,5.6,95,20,1,36,516,86,152,0,0,29,36,53,158,32,12,13,35,55,201,0.566,NA,0.806,14.3,5.6,4.4,0.9
"165","Jarrett Allen\allenja01",8,"C",19,"BRK",72,31,20,3.3,5.5,0.589,0.1,0.2,0.333,3.2,5.3,0.599,0.596,1.6,2,0.776,2,3.4,5.4,0.7,0.4,1.2,1.1,2,8.2,2,19,1,72,1441,234,397,5,15,114,147,144,388,49,28,88,82,147,587,0.589,0.333,0.776,20,8.2,5.4,0.7
"166","Jawun Evans\evansja01",150,"PG",21,"LAC",48,4,16.2,1.9,5.3,0.352,0.3,1.1,0.278,1.5,4.1,0.372,0.381,0.8,1,0.776,0.2,1.6,1.8,2.1,0.8,0.1,0.9,2,4.8,34,21,1,48,778,89,253,15,54,38,49,9,84,100,36,6,44,97,231,0.352,0.278,0.776,16.2,4.8,1.8,2.1
"167","Jayson Tatum\tatumja01",468,"SF",19,"BOS",80,80,30.5,5,10.4,0.475,1.3,3,0.434,3.7,7.4,0.492,0.538,2.7,3.2,0.826,0.6,4.4,5,1.6,1,0.7,1.4,2.1,13.9,104,19,1,80,2438,397,835,105,242,213,258,50,402,128,83,58,114,170,1112,0.475,0.434,0.826,30.5,13.9,5,1.6
"168","John Collins\collijo01",101,"PF",20,"ATL",74,26,24.1,4.2,7.4,0.576,0.2,0.6,0.34,4,6.7,0.598,0.591,1.8,2.5,0.715,2.4,4.9,7.3,1.3,0.6,1.1,1.4,2.9,10.5,24,20,1,74,1785,314,545,16,47,133,186,176,541,98,47,80,105,215,777,0.576,0.34,0.715,24.1,10.5,7.3,1.3
"169","Jonathan Isaac\isaacjo01",240,"PF",20,"ORL",27,10,19.9,2,5.4,0.379,0.6,1.7,0.348,1.4,3.7,0.394,0.434,0.7,0.9,0.76,0.6,3.1,3.7,0.7,1.2,1.1,1,1.8,5.4,49,20,1,27,536,55,145,16,46,19,25,16,99,18,33,30,27,48,145,0.379,0.348,0.76,19.9,5.4,3.7,0.7
"170","Jordan Bell\belljo01",41,"C",23,"GSW",57,13,14.2,2,3.2,0.627,0,0.1,0,2,3.2,0.641,0.627,0.5,0.8,0.682,1.1,2.6,3.6,1.8,0.6,1,0.9,1.6,4.6,10,23,1,57,809,116,185,0,4,30,44,60,207,102,35,56,51,92,262,0.627,0,0.682,14.2,4.6,3.6,1.8
