"","player","i","pos","age","team","g","gs","mp_per_game","fg","fga","fgpercent","x3p","x3pa","x3ppercent","x2p","x2pa","x2ppercent","efgpercent","ft","fta","ftpercent","orb","drb","ast","stl","blk","tov","pf","ps_g","mp_total","per","tspercent","x3par","ftr","orbpercent","drbpercent","astpercent","stlpercent","blkpercent","tovpercent","usgpercent","ows","dws","ws","ws_48","obpm","dbpm","vorp","avg_salary","contract_year"
"1117","DeMar DeRozan",2015,"SG",25,"TOR",60,60,35,6.8,16.5,0.413,0.4,1.5,0.284,6.4,15,0.426,0.426,6,7.2,0.832,0.7,3.9,3.5,1.2,0.2,2.3,2,20.1,2100,17.4,0.51,0.089,0.438,2.3,12.9,17,1.8,0.4,10.4,28.4,2.6,1.4,4,0.09,-0.2,-1.4,0.2,9500000,0
"1118","DeMar DeRozan",2016,"SG",26,"TOR",78,78,35.9,7.9,17.7,0.446,0.6,1.8,0.338,7.3,15.9,0.458,0.463,7.1,8.4,0.85,0.8,3.7,4,1,0.3,2.2,2.1,23.5,2804,21.5,0.55,0.101,0.474,2.7,11.5,20.8,1.5,0.6,9.5,29.8,7.5,2.4,9.9,0.169,2.7,-1.2,2.4,9500000,1
"1119","DeMar DeRozan",2017,"SG",27,"TOR",74,74,35.4,9.7,20.9,0.467,0.4,1.7,0.266,9.3,19.2,0.484,0.477,7.4,8.7,0.842,0.9,4.3,3.9,1.1,0.2,2.4,1.8,27.3,2620,24,0.552,0.08,0.419,3,13.6,20.6,1.5,0.4,9,34.3,6.7,2.4,9,0.166,2.4,-1.5,1.9,27800000,0
"1120","DeMar DeRozan",2018,"SG",28,"TOR",80,80,33.9,8.1,17.7,0.456,1.1,3.6,0.31,7,14.1,0.494,0.488,5.8,7,0.825,0.7,3.2,5.2,1.1,0.3,2.2,1.9,23,2711,21,0.555,0.203,0.396,2.5,10.4,25,1.5,0.6,9.5,29.6,6.8,2.8,9.6,0.17,2.7,-0.9,2.6,27800000,0
"1121","DeMarcus Cousins",2012,"C",21,"SAC",64,62,30.5,7,15.6,0.448,0,0.2,0.143,7,15.4,0.453,0.449,4.1,5.8,0.702,4.1,6.8,1.6,1.5,1.2,2.7,4,18.1,1950,21.7,0.499,0.014,0.373,14.2,25.9,9.5,2.4,2.8,12.8,29.7,2.1,2.2,4.2,0.104,-0.4,0,0.8,3950033,0
"1122","DeMarcus Cousins",2013,"C",22,"SAC",75,74,30.5,6.4,13.8,0.465,0.1,0.3,0.182,6.4,13.5,0.471,0.467,4.2,5.6,0.738,3,7,2.7,1.4,0.7,3,3.6,17.1,2289,20.2,0.524,0.021,0.408,10.9,27,15.3,2.4,1.9,15.5,28.1,2,2.3,4.4,0.092,0,1,1.7,3950033,0
"1123","DeMarcus Cousins",2014,"C",23,"SAC",71,71,32.4,8.3,16.8,0.496,0,0.1,0,8.3,16.7,0.499,0.496,6.1,8.4,0.726,3.1,8.6,2.9,1.5,1.3,3.5,3.8,22.7,2298,26.1,0.555,0.006,0.5,10.6,30.5,17.8,2.4,3.2,14.7,32.7,4.1,3.8,7.9,0.166,1.9,2.9,3.9,3950033,0
"1124","DeMarcus Cousins",2015,"C",24,"SAC",59,59,34.1,8.4,18.1,0.467,0,0.1,0.25,8.4,17.9,0.469,0.468,7.2,9.2,0.782,3.1,9.5,3.6,1.5,1.7,4.3,4.1,24.1,2013,25.2,0.545,0.008,0.508,10.8,30.6,20.4,2.3,4,16.3,34.1,2.8,3.2,6,0.144,1.4,3.3,3.4,16404925,0
"1125","DeMarcus Cousins",2016,"C",25,"SAC",65,65,34.6,9.2,20.5,0.451,1.1,3.2,0.333,8.2,17.3,0.473,0.477,7.3,10.2,0.718,2.4,9.1,3.3,1.6,1.4,3.8,3.6,26.9,2246,23.6,0.538,0.158,0.498,7.7,28.2,17,2.2,3.3,13.3,35.4,2.4,3.3,5.7,0.122,1,1.6,2.6,16404925,0
"1126","DeMarcus Cousins",2017,"C",26,"TOT",72,72,34.2,9,19.9,0.452,1.8,5,0.361,7.2,14.8,0.483,0.498,7.2,9.3,0.772,2.1,8.9,4.6,1.4,1.3,3.7,3.9,27,2465,25.8,0.562,0.253,0.468,7,29.2,25.8,2,3.4,13.5,36.5,3.9,3.8,7.6,0.149,3.9,2.6,5.3,11172264,0
"1127","DeMarcus Cousins",2017,"C",26,"NOP",17,17,33.8,8.4,18.5,0.452,2.1,5.6,0.375,6.2,12.8,0.486,0.51,5.5,7.1,0.777,2.2,10.2,3.9,1.5,1.1,3.6,4.4,24.4,574,23.2,0.564,0.306,0.385,6.8,32.2,20.6,2.1,2.7,14.4,33.1,0.5,1.1,1.6,0.136,2,2.8,1,11172264,0
"1128","DeMarcus Cousins",2017,"C",26,"SAC",55,55,34.4,9.2,20.3,0.452,1.7,4.9,0.356,7.5,15.5,0.482,0.494,7.7,10,0.77,2.1,8.5,4.8,1.4,1.3,3.8,3.7,27.8,1891,26.5,0.562,0.239,0.491,7.1,28.3,27.4,2,3.6,13.2,37.5,3.4,2.6,6,0.153,4.5,2.6,4.3,11172264,0
"1129","DeMarcus Cousins",2018,"C",27,"NOP",48,48,36.2,8.5,18,0.47,2.2,6.1,0.354,6.3,11.9,0.53,0.53,6.1,8.2,0.746,2.2,10.7,5.4,1.6,1.6,5,3.8,25.2,1737,22.6,0.583,0.34,0.456,6.8,30.9,23,2.2,3.5,18.9,31.9,1.5,3.2,4.7,0.13,1.9,3.6,3.3,16404925,0
"1130","DeMarre Carroll",2012,"PF",25,"DEN",4,0,5.3,1.5,1.5,1,0,0,NA,1.5,1.5,1,1,0,0,NA,0,0.8,0.8,0,0,0.5,0.3,3,21,25.2,1,0,0,0,16.2,27.7,0,0,25,17,0.1,0,0.1,0.211,4.8,-3.4,0,711279,0
"1131","DeMarre Carroll",2012,"SF-PF",25,"TOT",24,9,14.5,1.8,4.4,0.41,0.3,0.8,0.368,1.5,3.6,0.419,0.443,0.6,0.7,0.875,1.2,1,0.8,0.5,0,0.5,1.5,4.5,348,11.1,0.478,0.181,0.152,9.1,8.3,8.1,1.8,0.2,8.9,15.9,0.3,0.2,0.5,0.069,0,-1.3,0.1,711279,0
"1132","DeMarre Carroll",2012,"SF",25,"UTA",20,9,16.4,1.9,5,0.374,0.4,1,0.368,1.5,4,0.375,0.409,0.7,0.8,0.875,1.4,1.1,0.8,0.6,0.1,0.5,1.8,4.8,327,10.1,0.448,0.192,0.162,9.7,7.8,6.9,1.9,0.2,7.8,15.8,0.2,0.2,0.4,0.06,-0.3,-1.1,0,711279,0
"1133","DeMarre Carroll",2013,"SF",26,"UTA",66,12,16.8,2.3,4.9,0.46,0.3,1.1,0.286,2,3.8,0.508,0.491,1.1,1.5,0.765,1.3,1.5,0.9,0.9,0.4,0.5,1.8,6,1111,15.5,0.535,0.216,0.302,9.1,10.8,8.7,2.8,1.7,8.5,16.4,2,1.1,3.1,0.134,1.4,0.7,1.1,711279,1
"1134","DeMarre Carroll",2014,"SF",27,"ATL",73,73,32.1,4.1,8.8,0.47,1.3,3.7,0.362,2.8,5.1,0.548,0.546,1.5,1.9,0.773,1.5,4.1,1.8,1.5,0.3,1.1,2.6,11.1,2341,13.9,0.575,0.417,0.22,5.3,14.5,8.9,2.3,0.7,10.1,15.2,3.2,2.6,5.8,0.119,1,1.1,2.4,2500000,0
"1135","DeMarre Carroll",2015,"SF",28,"ATL",70,69,31.3,4.5,9.3,0.487,1.7,4.3,0.395,2.8,5,0.567,0.579,1.8,2.6,0.702,1.4,3.9,1.7,1.3,0.2,1.1,2.2,12.6,2189,15.9,0.603,0.466,0.277,5.3,13.8,8.3,2.2,0.7,9.3,16.9,4.3,2.8,7,0.154,2.4,0.5,2.7,2500000,1
"1136","DeMarre Carroll",2016,"SF",29,"TOR",26,22,30.2,4,10.4,0.389,1.8,4.5,0.39,2.3,5.8,0.388,0.474,1.2,1.9,0.6,1.2,3.5,1,1.7,0.2,1.1,2.4,11,786,11.9,0.49,0.437,0.185,4.6,13.1,5.5,2.9,0.6,8.8,18.5,0.2,1,1.2,0.074,0,0.3,0.4,14500000,0
"1137","DeMarre Carroll",2017,"SF",30,"TOR",72,72,26.1,3.1,7.6,0.4,1.5,4.4,0.341,1.5,3.2,0.483,0.499,1.2,1.6,0.761,0.9,2.9,1,1.1,0.4,0.8,2,8.9,1882,11.9,0.53,0.582,0.213,3.8,12.7,5.7,2.2,1.2,8.2,15.6,1.7,2.1,3.8,0.097,0.7,0.4,1.4,14500000,0
"1138","DeMarre Carroll",2018,"SF",31,"BRK",73,73,29.9,4.5,10.8,0.414,2,5.4,0.371,2.5,5.4,0.457,0.506,2.6,3.4,0.764,1.4,5.1,2,0.8,0.4,1.4,2.3,13.5,2180,14.3,0.55,0.498,0.313,5.1,18.4,10.5,1.3,1,10.3,19.8,2.3,1.8,4.1,0.091,0.4,-0.3,1.2,14500000,0
"1139","Demetrius Jackson",2017,"PG",22,"BOS",5,0,3.4,0.6,0.8,0.75,0.2,0.2,1,0.4,0.6,0.667,0.875,0.6,1.2,0.5,0.4,0.4,0.6,0,0,0,0,2,17,30.8,0.753,0.25,1.5,13.2,13,28.2,0,0,0,17.3,0.1,0,0.1,0.386,9.2,-2.8,0,1368438,0
"1140","Dennis Horner",2012,"PF",23,"NJN",8,0,2.8,0.1,0.5,0.25,0,0.1,0,0.1,0.4,0.333,0.25,0.4,0.5,0.75,0.3,0.4,0,0,0,0.1,0.1,0.6,22,6.6,0.434,0.25,1,10.3,16.3,0,0,0,14.8,14.1,0,0,0,-0.012,-6.8,-6.7,-0.1,4306,0
"1141","Dennis Horner",2012,"PF",23,"NJN",8,0,2.8,0.1,0.5,0.25,0,0.1,0,0.1,0.4,0.333,0.25,0.4,0.5,0.75,0.3,0.4,0,0,0,0.1,0.1,0.6,22,6.6,0.434,0.25,1,10.3,16.3,0,0,0,14.8,14.1,0,0,0,-0.012,-6.8,-6.7,-0.1,4306,0
"1142","Dennis Schroder",2014,"PG",20,"ATL",49,0,13.1,1.5,3.8,0.383,0.2,0.9,0.238,1.3,3,0.425,0.41,0.6,0.9,0.674,0.1,1.1,1.9,0.3,0,1.2,1.1,3.7,641,5.8,0.442,0.223,0.229,0.9,9.9,22,1.3,0,22.8,19,-1.1,0.4,-0.7,-0.054,-6.2,-2.1,-1,1877716,0
"1143","Dennis Schroder",2015,"PG",21,"ATL",77,10,19.7,3.7,8.6,0.427,0.7,1.9,0.351,3,6.7,0.449,0.466,1.9,2.3,0.827,0.4,1.8,4.1,0.6,0.1,1.9,1.6,10,1516,15.7,0.516,0.223,0.269,2.3,9.9,34.6,1.7,0.2,16.8,27,1.1,1.4,2.5,0.08,-0.4,-2.1,-0.2,1877716,0
"1144","Dennis Schroder",2016,"PG",22,"ATL",80,6,20.3,4.1,9.8,0.421,1,3,0.322,3.2,6.8,0.465,0.471,1.8,2.3,0.791,0.3,2.2,4.4,0.9,0.1,2.3,1.7,11,1621,15.5,0.51,0.306,0.233,1.7,11.8,36.1,2.1,0.4,17.5,28.8,-0.2,2.3,2.2,0.064,-0.5,-0.9,0.3,1877716,0
"1145","Dennis Schroder",2017,"PG",23,"ATL",79,78,31.5,6.9,15.4,0.451,1.3,3.7,0.34,5.7,11.6,0.487,0.493,2.8,3.2,0.855,0.5,2.6,6.3,0.9,0.2,3.3,1.9,17.9,2485,16.1,0.533,0.242,0.21,1.9,9,35.5,1.5,0.6,16.3,27.8,1.2,2.5,3.7,0.071,0.7,-1.4,0.8,1877716,0
"1146","Dennis Schroder",2018,"PG",24,"ATL",67,67,31,7.5,17.1,0.436,1.1,3.9,0.29,6.3,13.2,0.48,0.469,3.4,4,0.849,0.7,2.4,6.2,1.1,0.1,2.7,2.2,19.4,2078,17.3,0.515,0.229,0.231,2.4,8.8,36.2,1.7,0.2,12.7,30.4,1.5,1,2.6,0.059,1.5,-2.2,0.7,17500000,0
"1147","Dennis Smith",2018,"PG",20,"DAL",69,69,29.7,5.9,14.8,0.395,1.5,4.9,0.313,4.3,9.9,0.435,0.446,1.9,2.8,0.694,0.7,3,5.2,1,0.3,2.8,2.2,15.2,2049,12.8,0.473,0.331,0.188,2.6,11.8,29.5,1.7,0.8,15,28.9,-2.4,1.7,-0.7,-0.017,-1.5,-0.7,-0.1,3519120,0
"1148","Denzel Valentine",2017,"SG",23,"CHI",57,0,17.1,1.8,5.1,0.354,1.3,3.6,0.351,0.5,1.4,0.363,0.481,0.2,0.3,0.778,0.2,2.5,1.1,0.5,0.1,0.9,1.5,5.1,976,7.3,0.492,0.722,0.063,1.2,15.6,9.3,1.5,0.6,14.2,15.4,-0.5,1.1,0.6,0.031,-2.4,-0.3,-0.2,2139300,0
"1149","Denzel Valentine",2018,"SG",24,"CHI",77,37,27.2,3.9,9.4,0.417,1.9,4.8,0.386,2.1,4.6,0.45,0.517,0.5,0.7,0.745,0.6,4.5,3.2,0.8,0.1,1.3,2.4,10.2,2095,12.1,0.527,0.513,0.071,2.4,18.3,17.8,1.5,0.5,11.8,17.5,1,1.5,2.5,0.057,-0.4,-0.1,0.8,2139300,0
"1150","DeQuan Jones",2013,"SF",22,"ORL",63,17,12.7,1.5,3.5,0.436,0.1,0.6,0.257,1.4,2.9,0.47,0.456,0.5,0.8,0.667,0.3,1.4,0.3,0.3,0.3,0.5,0.9,3.7,803,8.4,0.485,0.161,0.234,2.4,12.4,3,1.2,2.1,11.1,15.3,-0.3,0.4,0.1,0.007,-5.1,-1.1,-0.8,473604,0
"1152","Derek Fisher",2012,"PG",37,"LAL",43,43,25.6,2.1,5.6,0.383,0.6,1.7,0.324,1.6,3.9,0.41,0.433,1,1.2,0.83,0.2,1.9,3.3,0.9,0.1,1.3,2,5.9,1101,8.8,0.479,0.308,0.221,1.1,8,19.2,1.9,0.2,18.1,13.4,0.2,0.9,1.1,0.048,-2,-0.4,-0.1,2329545,0
"1153","Derek Fisher",2012,"PG",37,"OKC",20,0,20.4,1.9,5.4,0.343,0.6,1.8,0.314,1.3,3.7,0.356,0.394,0.7,0.7,0.929,0.1,1.4,1.4,0.6,0.1,0.8,1.6,4.9,407,5.9,0.429,0.324,0.13,0.6,7.1,10.1,1.4,0.2,11.6,14.3,-0.2,0.2,0.1,0.011,-3.1,-1.5,-0.3,2329545,0
"1154","Derek Fisher",2012,"PG",37,"TOT",63,43,23.9,2,5.5,0.371,0.6,1.7,0.321,1.5,3.8,0.393,0.421,0.9,1.1,0.851,0.2,1.7,2.7,0.8,0.1,1.2,1.9,5.6,1508,8,0.464,0.313,0.193,0.9,7.7,16.7,1.8,0.2,16.2,13.6,0.1,1.1,1.2,0.038,-2.3,-0.7,-0.4,2329545,0
"1155","Derek Fisher",2013,"PG",38,"DAL",9,9,25.4,2.6,7.2,0.354,1.1,2.6,0.435,1.4,4.7,0.31,0.431,2.3,2.6,0.913,0,1.7,3.4,0.6,0.2,2,2.7,8.6,229,8.7,0.513,0.354,0.354,0,7.2,19.5,1.1,0.7,19.3,18.5,0,0.1,0.1,0.016,-2.7,-2.4,-0.2,413608,1
"1156","Derek Fisher",2013,"SG-PG",38,"TOT",33,9,17.4,1.7,4.9,0.342,0.9,2.4,0.375,0.8,2.5,0.309,0.435,1.1,1.2,0.921,0.1,1.1,1.4,0.6,0.1,0.9,1.7,5.3,575,7.7,0.492,0.497,0.236,0.4,6.6,11.7,1.7,0.4,14.4,16.4,0,0.4,0.4,0.034,-2.1,-2,-0.3,413608,1
"1157","Derek Fisher",2013,"SG",38,"OKC",24,0,14.4,1.3,4,0.333,0.8,2.4,0.351,0.5,1.6,0.308,0.438,0.6,0.6,0.933,0.1,0.8,0.7,0.6,0,0.5,1.3,4.1,346,7,0.478,0.594,0.156,0.7,6.2,6.6,2.1,0.2,10.5,15.1,0,0.3,0.3,0.046,-1.8,-1.7,-0.1,413608,1
"1158","Derek Fisher",2014,"SG",39,"OKC",81,0,17.6,1.7,4.5,0.391,1.1,2.8,0.384,0.7,1.6,0.402,0.512,0.7,0.9,0.775,0.1,1.4,1.4,0.9,0,0.6,1.9,5.2,1428,10.1,0.542,0.634,0.197,1,8.3,11.6,2.5,0.2,11.1,13.7,1.4,1.7,3.1,0.103,0,-0.5,0.5,1399507,0
"1160","Deron Williams",2012,"PG",27,"NJN",55,55,36.3,7.1,17.5,0.407,2.1,6.2,0.336,5,11.3,0.446,0.467,4.7,5.5,0.843,0.4,2.9,8.7,1.2,0.4,4,2.2,21,1999,20.3,0.527,0.356,0.317,1.3,9.6,46.6,1.8,0.8,16.7,30.1,3.7,0.4,4.1,0.099,4.9,-2.8,2.1,16266652,0
"1161","Deron Williams",2012,"PG",27,"NJN",55,55,36.3,7.1,17.5,0.407,2.1,6.2,0.336,5,11.3,0.446,0.467,4.7,5.5,0.843,0.4,2.9,8.7,1.2,0.4,4,2.2,21,1999,20.3,0.527,0.356,0.317,1.3,9.6,46.6,1.8,0.8,16.7,30.1,3.7,0.4,4.1,0.099,4.9,-2.8,2.1,16266652,0
"1162","Deron Williams",2014,"PG",29,"BRK",64,58,32.2,5,11.2,0.45,1.5,4.2,0.366,3.5,7,0.5,0.518,2.7,3.4,0.801,0.2,2.4,6.1,1.5,0.2,2.2,2.3,14.3,2059,17.6,0.564,0.374,0.302,0.9,8.9,32.8,2.4,0.5,15,21.8,3.8,1.5,5.4,0.125,2.7,-1.5,1.6,19754465,0
"1163","Deron Williams",2014,"PG",29,"BRK",64,58,32.2,5,11.2,0.45,1.5,4.2,0.366,3.5,7,0.5,0.518,2.7,3.4,0.801,0.2,2.4,6.1,1.5,0.2,2.2,2.3,14.3,2059,17.6,0.564,0.374,0.302,0.9,8.9,32.8,2.4,0.5,15,21.8,3.8,1.5,5.4,0.125,2.7,-1.5,1.6,19754465,0
"1164","Deron Williams",2015,"PG",30,"BRK",68,55,31.1,4.4,11.3,0.387,1.3,3.5,0.367,3.1,7.9,0.395,0.443,3,3.5,0.834,0.4,3.1,6.6,0.9,0.3,2.3,2.3,13,2114,15.7,0.504,0.307,0.313,1.5,11,33.7,1.6,0.6,14.9,22.3,2.3,1.3,3.6,0.083,1.3,-1.2,1.1,19754465,1
"1165","Deron Williams",2016,"PG",31,"DAL",65,63,32.4,4.9,11.9,0.414,1.5,4.3,0.344,3.4,7.6,0.454,0.477,2.8,3.2,0.869,0.3,2.6,5.8,0.9,0.2,2.3,2.4,14.1,2106,14.6,0.53,0.364,0.266,1,8.9,29.3,1.5,0.6,14.8,22,2.2,1.4,3.7,0.083,0.9,-1,1,5500000,1
"1166","Deron Williams",2017,"PG",32,"TOT",64,44,25.9,4.1,9.4,0.438,1.3,3.7,0.363,2.8,5.7,0.486,0.509,1.4,1.7,0.826,0.2,2.1,5.6,0.5,0.1,2.2,2.2,11,1657,14,0.541,0.39,0.182,0.9,9.4,35.9,1,0.4,17.6,22.1,1.5,0.9,2.4,0.069,0.2,-2.4,-0.1,410733,0
"1167","Deron Williams",2017,"PG",32,"CLE",24,4,20.3,2.8,6.1,0.463,0.9,2.2,0.415,1.9,3.9,0.489,0.537,0.9,1,0.84,0,1.8,3.6,0.3,0.3,1.7,1.8,7.5,486,11.4,0.566,0.361,0.17,0.2,9.7,25.9,0.6,1,20.2,18.1,0.4,0.2,0.6,0.059,-1.9,-2.6,-0.3,410733,0
"1168","Deron Williams",2017,"PG",32,"DAL",40,40,29.3,4.9,11.3,0.43,1.6,4.5,0.348,3.3,6.8,0.485,0.5,1.7,2.1,0.821,0.3,2.2,6.9,0.6,0.1,2.5,2.4,13.1,1171,15,0.533,0.4,0.185,1.2,9.3,40.1,1.1,0.2,16.7,23.7,1.1,0.7,1.8,0.073,1,-2.4,0.2,410733,0
"1169","Derrick Brown",2012,"SF",24,"CHA",65,17,22.2,3.3,6.3,0.518,0.1,0.4,0.25,3.2,5.9,0.535,0.526,1.4,2.2,0.667,1.5,2.2,1,0.7,0.2,0.8,1.5,8.1,1443,14.7,0.556,0.059,0.345,7.3,11.6,8.5,1.8,0.6,10.5,16.8,2,0.3,2.3,0.076,-0.3,-1.2,0.2,854389,0
"1170","Derrick Favors",2012,"PF",20,"UTA",65,9,21.2,3.4,6.8,0.499,0,0,NA,3.4,6.8,0.499,0.499,1.9,3,0.649,2.4,4.1,0.7,0.6,1,1.6,2.2,8.8,1376,17.1,0.537,0,0.436,13,22.5,5,1.4,3.8,16.3,20.7,1.4,1.6,3,0.105,-1.3,0.5,0.4,4834539,0
"1171","Derrick Favors",2013,"PF",21,"UTA",77,8,23.2,3.6,7.4,0.482,0,0.1,0,3.6,7.3,0.487,0.482,2.3,3.4,0.688,2.4,4.7,1,0.9,1.7,1.7,3.2,9.4,1787,17.5,0.533,0.009,0.458,11.9,24,6.8,2,5.7,15.9,20.6,1.5,2.9,4.4,0.117,-1.7,2.7,1.4,4834539,0
"1172","Derrick Favors",2014,"PF",22,"UTA",73,73,30.2,5.3,10.2,0.522,0,0,0,5.3,10.2,0.523,0.522,2.6,3.9,0.669,2.7,6,1.2,1,1.5,1.8,3.2,13.3,2201,19,0.556,0.001,0.38,10.1,23.7,7.3,1.8,3.8,12.9,20.8,2.9,2.3,5.1,0.112,-0.8,1.4,1.5,4834539,0
"1173","Derrick Favors",2015,"PF",23,"UTA",74,74,30.8,6.5,12.4,0.525,0,0.1,0.167,6.5,12.3,0.527,0.526,3,4.5,0.669,2.6,5.6,1.5,0.8,1.7,1.6,2.8,16,2280,21.8,0.558,0.007,0.362,10,20.7,9.4,1.4,4.3,10.2,23.8,5,3.3,8.3,0.175,0.8,1.7,2.6,11737500,0
"1174","Derrick Favors",2016,"PF",24,"UTA",62,59,32,6.7,13.1,0.515,0,0.1,0,6.7,13,0.518,0.515,2.9,4.1,0.709,2.7,5.4,1.5,1.2,1.5,1.7,2.4,16.4,1983,21.6,0.551,0.005,0.313,10,19.6,8.9,2,3.9,10.1,23.9,3.8,3.4,7.1,0.173,0.4,2.3,2.3,11737500,0
"1175","Derrick Favors",2017,"PF",25,"UTA",50,39,23.7,4.1,8.3,0.487,0.1,0.2,0.3,4,8.1,0.491,0.49,1.3,2.2,0.615,1.8,4.3,1.1,0.9,0.8,1.2,2.1,9.5,1186,15.8,0.512,0.024,0.261,9.2,20.2,7.9,2,2.7,11.4,20.7,0.5,2.2,2.7,0.109,-2.4,2.3,0.6,11737500,0
"1176","Derrick Favors",2018,"C",26,"UTA",77,77,28,5.1,9.1,0.563,0.2,0.8,0.222,4.9,8.3,0.596,0.573,1.8,2.8,0.651,2.6,4.6,1.3,0.7,1.1,1.1,2.1,12.3,2153,18.8,0.593,0.09,0.306,10.6,18.5,7.8,1.3,3.2,9.9,18.5,4.5,3.5,8,0.179,0.5,2.2,2.5,11737500,0
"1177","Derrick Jones",2017,"SF",19,"PHO",32,8,17,2.1,3.8,0.562,0.1,0.3,0.273,2,3.4,0.591,0.574,0.9,1.3,0.707,1.2,1.3,0.4,0.4,0.4,0.4,2,5.3,545,12,0.604,0.091,0.339,7.6,8.2,3.1,1.2,1.9,8.6,11.7,0.9,0.2,1.1,0.098,-0.5,-0.6,0.1,1133678,0
"1178","Derrick Jones",2018,"SF",20,"PHO",6,0,5.5,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0.8,1,0.833,0.3,0.3,0.5,0.2,0.7,0.2,0.3,1.5,33,18.4,0.678,0.5,1.5,6.4,6.6,12.3,1.5,9.8,13.1,9.8,0.1,0,0.1,0.177,0.1,3.8,0,1133678,0
"1179","Derrick Jones",2018,"SF",20,"MIA",14,8,15.1,1.4,3.5,0.388,0.2,1.1,0.188,1.1,2.4,0.485,0.418,0.8,1.3,0.611,1.4,1.1,0.4,0.2,0.6,0.4,1.6,3.7,212,8.8,0.457,0.327,0.367,10.1,8,4,0.7,3.6,9.5,13.3,0,0.2,0.3,0.059,-3.1,0.2,0,1133678,0
"1180","Derrick Jones",2018,"SF",20,"TOT",20,8,12.3,1.1,2.7,0.396,0.2,0.9,0.167,0.9,1.8,0.514,0.425,0.8,1.2,0.667,1.1,0.9,0.5,0.2,0.7,0.4,1.2,3.1,245,10.1,0.48,0.34,0.453,9.6,7.8,5.1,0.8,4.4,9.9,12.8,0.1,0.2,0.4,0.075,-2.7,0.7,0,1133678,0
"1181","Derrick Rose",2012,"PG",23,"CHI",39,39,35.3,7.7,17.8,0.435,1.4,4.4,0.312,6.4,13.4,0.475,0.473,5,6.1,0.812,0.7,2.7,7.9,0.9,0.7,3.1,1.3,21.8,1375,23,0.532,0.249,0.344,2.1,8.4,40.3,1.4,1.4,12.9,30.5,4.1,2,6,0.211,5.5,-0.6,2.4,5636787,0
"1183","Derrick Rose",2014,"PG",25,"CHI",10,10,31.1,5.8,16.4,0.354,1.6,4.7,0.34,4.2,11.7,0.359,0.402,2.7,3.2,0.844,0.9,2.3,4.3,0.5,0.1,3.4,1.5,15.9,311,9.7,0.446,0.287,0.195,3.3,8.3,26.2,0.9,0.2,16,31.5,-0.6,0.4,-0.2,-0.036,-2.8,-2.3,-0.2,18862876,0
"1184","Derrick Rose",2015,"PG",26,"CHI",51,51,30,6.6,16.4,0.405,1.5,5.3,0.28,5.1,11.1,0.465,0.45,3,3.7,0.813,0.7,2.5,4.9,0.7,0.3,3.2,1.2,17.7,1530,15.9,0.493,0.325,0.224,2.6,8.7,30.7,1.2,0.8,14.9,31.7,0,1.2,1.2,0.038,1.1,-2.3,0.3,18862876,0
"1185","Derrick Rose",2016,"PG",27,"CHI",66,66,31.8,6.8,15.9,0.427,0.7,2.3,0.293,6.1,13.6,0.449,0.448,2.2,2.7,0.793,0.7,2.7,4.7,0.7,0.2,2.7,1.3,16.4,2097,13.4,0.479,0.143,0.171,2.4,8.8,25.5,1.1,0.5,13.4,27.3,-0.8,1.2,0.4,0.009,-1.2,-2.1,-0.7,18862876,0
"1186","Derrick Rose",2016,"PG",27,"CHI",66,66,31.8,6.8,15.9,0.427,0.7,2.3,0.293,6.1,13.6,0.449,0.448,2.2,2.7,0.793,0.7,2.7,4.7,0.7,0.2,2.7,1.3,16.4,2097,13.4,0.479,0.143,0.171,2.4,8.8,25.5,1.1,0.5,13.4,27.3,-0.8,1.2,0.4,0.009,-1.2,-2.1,-0.7,20093064,0
