"","fix","Pos","G","GS","MP","FG","FGA","FG.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PS.G","TS.","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","average.salary"
"14","ryananderson","PF",61,5,0.604441906920627,0.651667342815864,0.984169641955128,-0.740542450996849,-0.192932091149935,0.362336270886208,0.210383823004785,0.97970188514257,0.908422585420294,0.0319576177960853,0.304914017496561,-0.63894078610945,-0.527428523819323,-0.318555205032722,-0.370235150917827,-0.0049758876710621,0.79979392142963,-0.0815243016354063,-0.47995242442127,0.538013535175289,-0.380943462828626,-0.0126544096266499,-0.885418914376281,-0.922167458023687,-0.465966167199733,-1.52737651100929,0.883552616401785,0.437670459531462,-0.567553839264051,0.103213818112524,0.116564713647725,1.08595019921339,-1.73938543957725,-0.181272752288975,-0.291099628305715,8500000
"15","giannisantetokounmpo","SG",81,71,1.0932642547102,0.6007516773123,0.415851552443158,0.678753377304754,0.0431477520143627,1.1960461066282,1.30832937621825,0.032437125930638,0.203405665023186,1.45106110949471,1.09342123331834,0.316096738766269,0.423183827346798,1.17977199618259,1.07804775606157,1.90078909034563,0.614122281286856,0.463529695084108,1.22995077637981,-0.180230850635715,0.823572899765484,0.4676431377344,-0.0344252628357093,-0.155695807800006,0.767962434951816,0.687078518832569,0.122606715513474,0.244383880113128,2.31957843733496,1.05534057377855,0.411418190943892,-0.500871854102031,1.24361640444415,0.397590940273212,0.579358336361211,2871714
"16","carmeloanthony","SF",40,40,1.63222222791409,2.7901252939656,2.92592311445436,-0.0463216654145428,-0.211092079085649,2.33292315536729,2.28428097907466,0.50187806854894,0.908422585420294,1.03715592441594,1.05192085353824,0.596990128435598,0.660836915138328,-0.104508462001963,1.20970983851424,0.471465356833111,2.74934614292876,0.0547391975444724,0.145096224611058,0.127588171854715,0.186899965251455,0.140167537260957,0.507116151781018,-0.155695807800006,-0.401022556560178,-1.0792129930651,2.64574312372209,0.244383880113128,-0.846953736999439,-0.108369905368814,0.0645317470660477,1.72925643704397,-1.22309665888124,0.723201767339442,0.289205681472236,24812936
"17","joelanthony","C",49,0,-1.8020681129665,-1.4358749428303,-1.54958184045241,2.06719494846936,1.58674672655015,-1.00191618760069,-1.07055265574426,-0.462152438613644,-0.384108435307737,-1.09149931313199,-0.898596996126148,-1.08837020958038,-1.24038778719391,1.17977199618259,-1.4235318105392,-1.27548587301552,-1.40969859626938,1.53417147435458,0.583348725656713,0.768877802043111,0.358973731336328,0.511306551130859,-1.28328607613551,-0.155695807800006,5.11918434780201,0.344365240404663,-1.9800069579937,-0.577084082414789,-0.75382043775431,-0.707857121899274,0.845026245791197,-1.22995225697668,2.79248274653218,0.723201767339442,-0.363637792027958,3650000
"18","peroantic","C",63,3,-0.774287791973039,-0.926718287794653,-0.744464546977114,-1.2650648223257,-0.737731729221392,-0.168206351858698,-0.094601052887844,-0.18551759742786,-0.149102795175367,-0.559335503745008,-0.44209281854512,-0.695119464043316,-1.00273469940238,-0.532601948063481,-0.633559315823171,0.312651608665054,-0.685579199712561,-0.392983728332272,1.02160122670237,0.358452438722538,-0.157247566918291,0.0746724171662683,-0.719640930309936,-1.07546178806842,-0.336078945920622,-0.182885957176732,-0.277891127059322,-0.577084082414789,-0.474420540018922,-0.602065260158604,-0.403764952169041,-0.329323524013877,-0.76417329826256,-0.760136444851161,-0.726328610639177,1225000
"19","trevorariza","SF",82,82,1.63222222791409,0.498920346305169,0.77105035838814,-0.694261065291361,0.279227595178661,-0.0924145486094261,-0.277591978423421,0.971319011167242,-0.149102795175367,0.978026612261835,0.636917055737308,0.259918060832403,2.7997147052621,-0.532601948063481,0.551399426250877,0.630279105001168,0.632689445301134,0.210468910892905,-0.839175785934103,-0.590656213956289,-0.0884180604843419,-0.318298303401864,-0.25546257492417,1.53054182269209,-0.725740609757954,-0.077435717660453,-0.49816494047436,0.485992104386045,2.22644513808983,1.19639638943277,0.255319291198862,0.485531043904853,0.784693043825471,0.904096671265126,1.52235446475038,8000001
"20","darrellarthur","PF",58,4,-0.711618260205146,-0.417561632759002,-0.294546059446804,-0.66340680815437,-1.01013154825712,-0.622957171354332,-0.704570804673102,0.359369210968384,-0.149102795175367,-0.618464815899118,-0.483593198325214,-0.582762108175585,0.185530739555268,-0.104508462001963,-0.633559315823171,0.947906601337284,-0.518474723584064,-1.21056472341154,-0.860729187624873,0.101936586647179,-0.260491826569215,-0.165476356514257,-0.454396155803784,1.22395316260262,0.31335716047493,-0.710137154758126,0.202706284028033,-0.86701395154229,-0.567553839264051,-0.813648983639943,-0.889405973598023,-0.543758936624069,0.440500523361464,-0.181272752288975,-0.436175955750202,4837500
"21","omerasik","C",76,76,0.428967217970524,-0.366645967255437,-0.578705104202789,1.07985872008564,0.424507498664382,0.0591690578891186,0.515368698897414,-1.30043983614633,2.55346206634688,2.10148354318991,2.37993300650123,-0.63894078610945,-0.765081611610853,0.537631767090313,0.024751096440189,-0.0049758876710621,-0.388504575484122,0.32726619590423,1.95558196663573,2.25666974408019,2.38944417113783,2.47616015397152,-0.885418914376281,-1.22875611811316,0.31335716047493,0.713441078711639,-0.998787243690355,0.534313749240628,0.643179050922629,0.63217312681587,0.463451157525568,-0.329323524013877,0.383135103284129,-0.0365568291484279,-0.146023300861227,8374646
"22","jeffayres","PF",51,0,-1.90233936379513,-1.23221228081604,-1.40750231807441,2.03634069133237,1.55042675067872,-0.850332581102149,-0.887561730208679,0.107882991708579,-0.384108435307737,-0.854982064515555,-0.732595477005774,-0.976012853712645,-1.24038778719391,-0.532601948063481,-1.02854556318119,-1.11667212484747,-1.24259412014088,1.74829983020868,0.755775939182873,1.53842535826919,1.44303845767103,1.58106017934411,-0.874367048771858,-0.768873127978951,-0.0113608927228464,1.58340555472094,-0.538214724731639,-0.528762437560206,-0.846953736999439,-0.707857121899274,0.931747856760658,-0.672420184190185,0.26840426312946,-0.398346636999795,-0.58125228319469,1789375
"23","lukebabbitt","SF",63,19,-1.18790670164114,-1.02854961880178,-1.14702319371476,0.493627834482805,2.53106609920735,-1.07770799084997,-1.13154963092278,-0.44538669066299,-0.97162253563866,-0.854982064515555,-0.940097375906241,-0.91983417577878,-1.00273469940238,-0.532601948063481,-1.16020764563386,-1.43429962118358,-0.982653823940999,2.15709032774831,-1.25587488528899,-0.924126821654255,-0.243284449960728,-0.536615370384159,-1.00698943602493,-0.768873127978951,-0.401022556560178,-0.39378643620929,-1.31918551774859,-0.287154213287289,-0.940087036244568,-0.566801306245048,-0.0221898639034131,0.228208548772622,-0.76417329826256,-0.289809694644385,-0.508714119472446,684540
"24","leandrobarbosa","SG",66,1,-0.9748302936303,-0.366645967255437,-0.483985422617461,0.416492191640327,0.66058734182868,-0.54716536810506,-0.643573829494576,0.392900706869692,-0.854119715572475,-1.20975793744021,-1.10609889502661,-0.301868718506255,-0.289775436027793,-0.74664869109424,-0.765221398275844,-0.957858376679408,-0.425638903512677,0.580326980095431,-0.58771943287512,-0.667610969578897,-1.32734917629543,-1.10423974453813,0.164508318043905,0.610775842423675,-0.660796999118399,-0.921037633790684,0.302830744671232,-0.0455459890143722,-0.288153941528664,-0.143633859282371,0.758304634821735,0.399756878860776,-0.649442458107891,-0.0727358099335646,-0.363637792027958,1448490
"25","andreabargnani","C",29,22,0.554306281506312,1.10990833234795,1.07888932354046,0.107949620270413,-0.338211994635657,1.04446250012966,0.942347525147094,0.636004052154169,0.085902844957002,0.150216242104304,0.138912498376187,-0.24569004057239,-1.47804087498544,0.965725253151831,0.156413178892861,-0.16378963583912,1.00403272558668,-0.023125659129744,0.159465159071571,-0.15457926542818,-0.0884180604843419,-0.165476356514257,-0.233358843715323,-2.30181642842631,0.832906045591371,-0.973762753548823,1.48429938026098,-0.432119147851039,-1.21948693397996,-0.813648983639943,-0.611896818495748,-0.200662276447762,-1.50992375926791,-1.12192625270253,-0.798866774361421,10000000
"26","harrisonbarnes","SF",82,82,0.704713157749258,0.193426353283779,0.0369728261018448,0.539909220188293,0.987467124671552,-0.243998155107971,-0.216595003244896,-0.143603227551225,0.438411305155556,0.623250739337179,0.595416675957215,-0.358047396440121,-0.0521223482362626,-0.532601948063481,-0.501897233370499,-0.16378963583912,0.131376016915644,0.872320192623742,-0.321894145355624,0.101936586647179,0.032033575775069,0.0965041238644978,-0.719640930309936,-0.462284467889479,-0.660796999118399,-1.05285043318603,-0.818563214532597,0.969208552931879,1.38824544488366,1.23166034334633,0.79299327920952,0.442643961382814,0.383135103284129,0.614664824984032,0.724434663805698,2192970
"27","mattbarnes","SF",76,74,0.905255659406518,0.0406793567730835,0.0843326668945089,-0.0463216654145428,1.07826706435013,-0.471373564855788,-0.521579879137524,0.350986336993057,-0.384108435307737,0.150216242104304,-0.0270890207441863,-0.301868718506255,0.423183827346798,0.537631767090313,-0.238573068465155,2.05960283851369,0.131376016915644,0.891786406792296,-0.875098122085386,-0.667610969578897,-0.466980345871062,-0.558447077082388,-0.686485333496667,-0.155695807800006,0.118526328556264,-0.36742387633022,-0.818563214532597,0.244383880113128,0.5500457516775,0.385325449420975,-0.0395341860973053,0.614192291470968,0.440500523361464,0.795559728909716,0.942049154972429,3396250
"28","brandonbass","PF",82,43,0.103085652777476,0.346173349794474,0.108012587290841,0.879306048695198,0.297387583114376,0.362336270886208,0.271380798183311,0.443197950721653,0.79091976535411,0.0910869299501947,0.346414397276654,-0.414226074373987,-0.527428523819323,-0.104508462001963,-0.370235150917827,-0.322603384007177,0.224211836987031,0.560860765926879,0.281601101985934,0.666271461212968,-0.00238117744190547,0.271157777450334,-0.531759215034745,-0.768873127978951,-0.206191724641512,-0.894675073911614,0.102581823384834,0.824243618368129,0.363779153187241,0.737964988556539,0.671583023852275,0.0566602186844685,-0.0184228372572118,0.0358011324218454,-0.0734851371389833,6450000
"29","nicolasbatum","SF",71,71,1.35647628813535,-0.0611519742340468,0.155372428083505,-0.725115322428352,-0.192932091149935,-0.319789958357243,-0.460582903958999,1.00485050706855,-0.149102795175367,1.15541454872416,0.761418195077588,1.55202765331132,0.898490002929859,0.323585024059554,0.814723591156222,-0.640230880343293,0.00140586881570266,-0.237254014983839,-0.796068982552563,-0.616307799163825,0.118070458817505,-0.143644649816027,0.783412791891594,0.150892852289466,-0.271135335281067,1.05615435713955,-0.878637890918516,0.147740590403961,1.57451204337392,0.702701034642983,0.203286324617185,0.485531043904853,1.53044350483082,1.33824444068677,1.66743079219487,11530375
"30","jerrydbayless","PG",77,4,-0.0473212234654696,-0.315730301751872,-0.270866139050472,-0.324009979647465,-0.574291837799954,-0.0166227453601537,-0.216595003244896,1.22280523042705,-0.854119715572475,-0.322818255128571,-0.5665939578854,0.540811450501732,0.185530739555268,-0.532601948063481,0.551399426250877,0.312651608665054,-0.295668755412736,-0.178855372478177,-0.0560688578361282,-0.949778406861791,-0.4153582160456,-0.667605610573536,0.838672119913709,0.304187182334203,-0.660796999118399,1.5306804349628,-0.0776422057729241,-0.673727372123956,0.45691245243237,-0.284689674936596,-0.47314224094461,-0.758194349234261,-0.133153677411881,-0.723957464066025,-0.798866774361421,3000000
"31","aronbaynes","C",70,17,-0.836957323740933,-0.468477298262567,-0.744464546977114,1.83578801994193,1.33250689545014,-0.243998155107971,-0.399585928780473,1.07191349887116,0.673416945287925,-0.0271716943580241,0.180412878156281,-0.863655497844914,-1.24038778719391,-0.318555205032722,-0.501897233370499,0.630279105001168,-0.518474723584064,1.74829983020868,0.317523438137217,1.53842535826919,0.995646665850357,1.31907969896535,-0.940678242398396,-1.3820504481579,-0.0763045033624017,0.476178039800012,-0.237841342802043,0.292705524967711,0.0843792554518535,0.24426963376675,1.26128997844461,-0.0720010288816467,-0.0757882573345463,-0.145093771503838,-0.363637792027958,2077000
