Player,Tm,Pos,G,GS,MP,FG,FGA,FG%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Alex Abrines\abrinal01,OKC,SG,75,8,15.1,1.5,3.9,0.395,0.54,0.5,0.6,0.848,0.3,1.2,1.5,0.4,0.5,0.1,0.3,1.7,4.7,9.0,0.5670000000000001,0.158,2.5,8.9,5.6,3.4,1.7,0.6,7.4,12.7,1.3,1.0,2.2,0.094,-0.5,-1.7,-2.2,-0.1
Quincy Acy\acyqu01,BRK,PF,70,8,19.4,1.9,5.2,0.35600000000000004,0.496,0.7,0.9,0.8170000000000001,0.6,3.1,3.7,0.8,0.5,0.4,0.9,2.1,5.9,8.2,0.525,0.16399999999999998,3.1,17.0,10.0,6.0,1.2,1.6,13.3,14.4,-0.1,1.1,1.0,0.036000000000000004,-2.0,-0.2,-2.2,-0.1
Steven Adams\adamsst01,OKC,C,76,76,32.7,5.9,9.4,0.629,0.629,2.1,3.8,0.557,5.1,4.0,9.0,1.2,1.2,1.0,1.7,2.8,13.9,20.6,0.63,0.40299999999999997,16.6,13.9,15.3,5.5,1.8,2.8,13.2,16.7,6.7,3.0,9.7,0.187,2.2,1.1,3.3,3.3
Bam Adebayo\adebaba01,MIA,C,69,19,19.8,2.5,4.9,0.512,0.512,1.9,2.6,0.721,1.7,3.8,5.5,1.5,0.5,0.6,1.0,2.0,6.9,15.7,0.57,0.526,9.7,21.6,15.6,11.0,1.2,2.5,13.6,15.9,2.3,1.9,4.2,0.14800000000000002,-1.6,1.8,0.2,0.8
Arron Afflalo\afflaar01,ORL,SG,53,3,12.9,1.2,3.1,0.401,0.485,0.4,0.5,0.846,0.1,1.2,1.2,0.6,0.1,0.2,0.4,1.1,3.4,5.8,0.516,0.16,0.6,10.1,5.3,6.2,0.3,1.1,10.8,12.5,-0.1,0.2,0.1,0.009000000000000001,-4.1,-1.8,-5.8,-0.7
LaMarcus Aldridge\aldrila01,SAS,C,75,75,33.5,9.2,18.0,0.51,0.52,4.5,5.3,0.8370000000000001,3.3,5.2,8.5,2.0,0.6,1.2,1.5,2.2,23.1,25.0,0.57,0.29600000000000004,10.8,17.3,14.0,11.3,0.9,3.0,6.8,29.1,7.4,3.5,10.9,0.209,3.0,0.3,3.3,3.3
Jarrett Allen\allenja01,BRK,C,72,31,20.0,3.3,5.5,0.589,0.596,1.6,2.0,0.7759999999999999,2.0,3.4,5.4,0.7,0.4,1.2,1.1,2.0,8.2,17.5,0.636,0.37,10.5,18.2,14.3,5.4,0.9,4.6,15.1,16.3,2.7,1.5,4.2,0.141,-1.3,1.4,0.2,0.8
Al-Farouq Aminu\aminual01,POR,PF,69,67,30.0,3.3,8.4,0.395,0.503,0.9,1.2,0.738,1.4,6.2,7.6,1.2,1.1,0.6,1.1,2.0,9.3,12.0,0.522,0.13699999999999998,5.2,22.3,13.8,5.8,1.9,1.6,11.3,14.8,0.9,3.2,4.2,0.09699999999999999,-0.8,1.9,1.1,1.6
Justin Anderson\anderju01,PHI,SF,38,0,13.7,2.3,5.3,0.431,0.515,0.7,1.0,0.737,0.7,1.8,2.4,0.7,0.4,0.2,0.4,1.4,6.2,13.0,0.54,0.188,5.4,13.6,9.6,7.1,1.4,1.1,6.8,19.3,0.6,0.7,1.2,0.115,-0.5,-1.5,-2.0,0.0
Kyle Anderson\anderky01,SAS,SF,74,67,26.7,3.1,5.9,0.527,0.5489999999999999,1.4,2.0,0.7120000000000001,1.1,4.2,5.4,2.7,1.6,0.8,1.3,1.5,7.9,15.9,0.5820000000000001,0.33299999999999996,4.7,17.6,11.1,14.7,2.9,2.5,15.8,13.5,2.4,3.8,6.2,0.151,-0.3,4.3,4.1,3.0
Ryan Anderson\anderry01,HOU,PF,66,50,26.1,3.1,7.3,0.431,0.568,1.1,1.4,0.774,1.4,3.6,5.0,0.9,0.4,0.3,0.6,1.9,9.3,12.6,0.5920000000000001,0.19399999999999998,6.2,15.4,10.8,5.1,0.7,1.0,7.5,14.4,3.1,1.7,4.8,0.132,1.0,-0.8,0.2,1.0
Giannis Antetokounmpo\antetgi01,MIL,PF,75,75,36.7,9.9,18.7,0.529,0.545,6.5,8.5,0.76,2.1,8.0,10.0,4.8,1.5,1.4,3.0,3.1,26.9,27.3,0.598,0.457,6.7,25.3,16.0,23.7,2.0,3.3,11.7,31.2,8.3,3.6,11.9,0.207,3.9,1.9,5.8,5.4
Carmelo Anthony\anthoca01,OKC,PF,78,78,32.1,6.1,15.0,0.40399999999999997,0.47600000000000003,1.9,2.5,0.767,0.9,4.9,5.8,1.3,0.6,0.6,1.3,2.5,16.2,12.7,0.503,0.165,2.9,17.7,10.0,6.5,0.9,1.8,7.3,23.2,1.2,2.5,3.7,0.071,-1.9,-1.9,-3.8,-1.1
OG Anunoby\anunoog01,TOR,SF,74,62,20.0,2.2,4.7,0.47100000000000003,0.5770000000000001,0.5,0.8,0.629,0.6,1.9,2.5,0.7,0.7,0.2,0.6,1.8,5.9,10.0,0.5870000000000001,0.179,3.4,10.4,7.0,5.0,1.7,0.8,10.8,12.4,1.4,1.6,3.0,0.098,0.2,0.4,0.6,1.0
Trevor Ariza\arizatr01,HOU,SF,67,67,33.9,4.0,9.7,0.41200000000000003,0.542,1.1,1.3,0.8540000000000001,0.5,3.9,4.4,1.6,1.5,0.2,0.8,2.0,11.7,11.8,0.5670000000000001,0.13699999999999998,1.7,12.9,7.3,6.8,2.1,0.5,7.0,14.4,2.6,2.8,5.3,0.113,0.8,0.7,1.5,2.0
D.J. Augustin\augusdj01,ORL,PG,75,36,23.5,3.3,7.2,0.452,0.557,2.2,2.5,0.868,0.4,1.7,2.1,3.8,0.7,0.0,1.6,1.3,10.2,15.4,0.615,0.35,1.9,8.2,5.0,24.4,1.5,0.0,16.5,18.6,3.3,0.8,4.1,0.11,1.5,-2.5,-0.9,0.5
Luke Babbitt\babbilu01,TOT,SF,50,14,14.3,1.8,4.3,0.423,0.563,0.3,0.4,0.773,0.1,1.8,1.9,0.6,0.2,0.1,0.4,1.1,5.2,9.8,0.5760000000000001,0.102,1.1,13.9,7.5,6.5,0.5,0.8,7.8,15.0,0.5,0.4,0.9,0.06,-1.0,-2.2,-3.2,-0.2
Dwayne Bacon\bacondw01,CHO,SG,53,6,13.5,1.4,3.6,0.375,0.40399999999999997,0.4,0.5,0.8,0.1,2.3,2.3,0.7,0.3,0.0,0.4,0.9,3.3,5.8,0.431,0.13,0.6,18.5,9.4,7.5,1.1,0.2,10.2,13.7,-0.7,0.6,-0.1,-0.006999999999999999,-5.4,-0.3,-5.7,-0.7
Ron Baker\bakerro01,NYK,SG,29,1,13.3,0.7,2.0,0.33899999999999997,0.43200000000000005,0.7,0.9,0.769,0.2,0.9,1.0,1.6,0.9,0.2,0.6,1.1,2.4,9.3,0.504,0.441,1.4,7.2,4.3,15.5,3.3,1.3,20.4,10.0,0.1,0.4,0.5,0.059000000000000004,-1.9,0.9,-1.0,0.1
Lonzo Ball\balllo01,LAL,PG,52,50,34.2,3.9,10.8,0.36,0.44,0.6,1.4,0.451,1.3,5.6,6.9,7.2,1.7,0.8,2.6,2.3,10.2,12.5,0.444,0.126,4.2,17.3,10.8,29.2,2.4,2.0,18.6,17.4,-0.5,2.5,2.0,0.053,-0.8,2.5,1.7,1.7
J.J. Barea\bareajo01,DAL,PG,69,10,23.2,4.4,10.0,0.439,0.522,1.2,1.5,0.784,0.2,2.7,2.9,6.3,0.5,0.0,2.1,1.2,11.6,17.8,0.545,0.14800000000000002,1.0,13.4,7.0,45.1,1.1,0.2,16.3,24.9,2.3,1.0,3.3,0.098,2.4,-2.3,0.1,0.8
Harrison Barnes\barneha02,DAL,PF,77,77,34.2,7.0,15.7,0.445,0.494,3.4,4.1,0.8270000000000001,1.0,5.1,6.1,2.0,0.6,0.2,1.5,1.2,18.9,15.8,0.539,0.259,3.1,17.1,9.9,9.9,0.9,0.5,8.1,25.2,2.0,1.9,3.8,0.07,-0.7,-1.4,-2.1,-0.1
Will Barton\bartowi01,DEN,SG,81,40,33.1,5.7,12.7,0.452,0.528,2.2,2.8,0.805,0.9,4.2,5.0,4.1,1.0,0.6,1.8,2.1,15.7,16.2,0.562,0.22,3.0,14.2,8.6,18.5,1.5,1.6,11.7,20.7,4.4,1.8,6.2,0.111,1.6,-0.6,1.0,2.0
Nicolas Batum\batumni01,CHO,SG,64,64,31.0,4.2,10.2,0.415,0.486,1.7,2.0,0.831,0.9,3.9,4.8,5.5,1.0,0.4,2.0,1.1,11.6,14.4,0.523,0.2,3.1,13.8,8.4,26.2,1.6,1.0,15.6,18.3,1.7,1.8,3.5,0.084,0.9,0.5,1.4,1.7
Jerryd Bayless\bayleje01,PHI,SG,39,11,23.7,2.8,6.7,0.41600000000000004,0.519,0.9,1.1,0.795,0.4,1.7,2.1,1.4,0.6,0.2,1.2,2.3,7.9,7.5,0.546,0.168,1.8,7.3,4.7,8.0,1.2,0.5,14.1,15.1,0.2,0.9,1.1,0.055,-1.8,-1.0,-2.7,-0.2
Aron Baynes\baynear01,BOS,C,81,67,18.3,2.6,5.5,0.47100000000000003,0.474,0.7,1.0,0.7559999999999999,1.6,3.8,5.4,1.1,0.3,0.6,1.0,2.5,6.0,12.1,0.502,0.175,9.7,22.1,16.0,9.6,0.7,2.9,14.3,16.8,0.5,2.5,3.0,0.09699999999999999,-3.8,2.1,-1.7,0.1
Kent Bazemore\bazemke01,ATL,SG,65,65,27.5,4.4,10.4,0.42,0.5,2.5,3.1,0.7959999999999999,0.4,3.4,3.8,3.5,1.5,0.7,2.4,2.3,12.9,14.5,0.547,0.297,1.6,13.9,7.7,20.1,2.7,2.2,17.0,22.5,0.2,2.0,2.2,0.059000000000000004,-0.6,1.1,0.4,1.1
Bradley Beal\bealbr01,WAS,SG,82,82,36.3,8.3,18.1,0.46,0.527,3.6,4.5,0.7929999999999999,0.7,3.7,4.4,4.5,1.2,0.4,2.6,2.0,22.6,18.4,0.564,0.248,2.3,11.5,6.9,21.0,1.6,1.1,11.5,27.6,4.4,2.5,6.9,0.11199999999999999,2.7,-1.0,1.7,2.7
Malik Beasley\beaslma01,DEN,SG,62,0,9.4,1.2,2.9,0.41,0.489,0.4,0.5,0.667,0.2,0.9,1.1,0.5,0.2,0.1,0.4,0.6,3.2,9.0,0.509,0.185,2.7,11.0,6.9,7.4,1.3,1.0,11.1,16.2,0.1,0.3,0.3,0.027999999999999997,-2.8,-2.4,-5.1,-0.5
Michael Beasley\beaslmi01,NYK,PF,74,30,22.3,5.5,10.9,0.507,0.528,1.7,2.1,0.78,1.3,4.3,5.6,1.7,0.5,0.6,1.9,2.0,13.2,17.8,0.556,0.19699999999999998,6.5,21.2,13.9,12.5,1.1,2.3,14.0,26.9,0.9,1.5,2.4,0.069,-1.0,-0.4,-1.5,0.2
Marco Belinelli\belinma01,TOT,SG,80,2,24.3,4.2,9.5,0.442,0.539,1.9,2.0,0.9079999999999999,0.2,1.6,1.9,1.9,0.8,0.2,1.2,1.1,12.1,14.1,0.5820000000000001,0.214,1.1,7.3,4.2,11.9,1.6,0.5,10.1,20.7,2.4,1.3,3.7,0.092,0.8,-2.1,-1.3,0.3
Jordan Bell\belljo01,GSW,C,57,13,14.2,2.0,3.2,0.627,0.627,0.5,0.8,0.682,1.1,2.6,3.6,1.8,0.6,1.0,0.9,1.6,4.6,18.0,0.6409999999999999,0.23800000000000002,8.9,19.0,14.3,16.9,2.1,5.5,20.0,13.9,1.6,1.4,2.9,0.174,0.0,3.7,3.7,1.2
DeAndre' Bembry\bembrde01,ATL,SF,26,3,17.5,2.0,4.9,0.414,0.457,0.7,1.3,0.5760000000000001,0.3,2.5,2.8,1.9,0.8,0.5,1.8,1.5,5.2,7.6,0.47700000000000004,0.258,2.0,15.7,8.8,15.9,2.3,2.3,24.8,18.2,-0.9,0.5,-0.4,-0.04,-5.9,1.5,-4.4,-0.3
Dragan Bender\bendedr01,PHO,PF,82,37,25.2,2.3,5.9,0.386,0.508,0.5,0.6,0.765,0.5,3.9,4.4,1.6,0.3,0.6,1.4,2.0,6.5,7.1,0.524,0.105,2.0,16.8,9.3,8.9,0.5,2.1,18.1,12.7,-0.7,0.8,0.1,0.001,-2.7,0.0,-2.7,-0.4
Davis Bertans\bertada01,SAS,PF,77,10,14.1,2.1,4.8,0.44,0.568,0.5,0.6,0.816,0.2,1.8,2.0,1.0,0.3,0.4,0.5,1.2,5.9,14.1,0.588,0.134,1.8,13.9,7.8,10.3,1.2,2.1,8.5,17.4,1.6,1.4,3.1,0.135,1.2,-0.3,1.0,0.8
Khem Birch\birchkh01,ORL,C,42,0,13.8,1.6,3.0,0.54,0.54,1.0,1.5,0.6890000000000001,1.7,2.6,4.3,0.8,0.4,0.5,0.5,1.3,4.2,16.4,0.5820000000000001,0.484,13.2,21.1,17.1,8.5,1.3,2.9,12.1,13.2,1.2,0.6,1.8,0.15,-1.1,1.4,0.3,0.3
Bismack Biyombo\biyombi01,ORL,C,82,25,18.2,2.2,4.3,0.52,0.52,1.2,1.9,0.65,1.8,4.0,5.7,0.8,0.3,1.2,1.0,1.9,5.7,14.1,0.556,0.446,10.5,24.0,17.2,6.5,0.7,5.1,16.6,14.9,1.1,1.8,2.9,0.094,-3.7,2.1,-1.6,0.2
Nemanja Bjelica\bjeline01,MIN,PF,67,21,20.5,2.6,5.5,0.461,0.563,0.5,0.7,0.8,0.8,3.3,4.1,1.3,0.7,0.2,0.8,2.1,6.8,12.6,0.581,0.121,4.4,18.8,11.5,8.7,1.8,1.0,11.7,14.3,1.7,1.1,2.8,0.09699999999999999,0.6,-0.1,0.5,0.9
Tarik Black\blackta01,HOU,C,51,2,10.5,1.5,2.5,0.591,0.594,0.6,1.2,0.46,1.2,2.0,3.2,0.3,0.4,0.6,0.7,2.1,3.5,14.3,0.5820000000000001,0.496,13.4,20.9,17.1,3.7,1.9,4.8,18.4,15.6,0.5,1.0,1.5,0.136,-3.0,2.1,-1.0,0.1
Eric Bledsoe\bledser01,TOT,PG,74,74,31.4,6.3,13.4,0.473,0.536,3.4,4.3,0.792,0.7,3.1,3.8,5.0,2.0,0.6,2.9,2.5,17.7,19.7,0.5820000000000001,0.322,2.6,11.7,7.1,25.7,3.2,1.5,16.1,26.1,3.1,2.5,5.6,0.11599999999999999,2.4,-0.3,2.1,2.4
Bogdan Bogdanovic\bogdabo01,SAC,SG,78,53,27.9,4.4,9.9,0.446,0.529,1.3,1.5,0.84,0.4,2.5,2.9,3.3,0.9,0.2,1.6,2.2,11.8,13.5,0.556,0.154,1.6,10.5,5.8,18.3,1.7,0.7,13.2,19.6,1.8,1.1,2.9,0.064,0.5,-1.5,-1.0,0.6
Bojan Bogdanovic\bogdabo02,IND,SF,80,80,30.8,5.1,10.7,0.474,0.565,2.2,2.6,0.868,0.4,3.0,3.4,1.5,0.7,0.1,1.3,1.6,14.3,13.9,0.605,0.24100000000000002,1.4,10.9,6.2,7.1,1.1,0.3,10.1,19.0,3.8,1.6,5.4,0.105,1.1,-1.9,-0.7,0.8
Devin Booker\bookede01,PHO,SG,54,54,34.5,8.4,19.5,0.43200000000000005,0.501,5.4,6.1,0.878,0.5,4.0,4.5,4.7,0.9,0.3,3.6,3.1,24.9,18.1,0.561,0.312,1.5,12.7,7.0,24.4,1.2,0.6,13.9,31.7,1.9,0.6,2.4,0.063,2.9,-2.4,0.4,1.2
Trevor Booker\booketr01,TOT,PF,68,7,17.0,2.6,5.0,0.516,0.528,1.0,1.4,0.71,1.7,3.0,4.7,1.2,0.4,0.3,0.9,1.8,6.3,14.9,0.557,0.271,11.1,18.6,14.9,10.8,1.2,1.5,13.3,16.6,1.6,1.3,2.9,0.121,-1.0,0.5,-0.5,0.4
Avery Bradley\bradlav01,TOT,SG,46,46,31.2,5.6,13.6,0.414,0.474,1.4,1.8,0.768,0.5,2.0,2.5,2.0,1.1,0.2,2.2,2.0,14.3,9.6,0.496,0.131,1.7,7.3,4.5,10.4,1.8,0.5,13.3,23.5,-1.4,1.2,-0.2,-0.006999999999999999,-2.8,-1.4,-4.2,-0.8
Corey Brewer\breweco01,TOT,SF-SG,72,18,16.8,2.0,4.4,0.449,0.498,0.9,1.3,0.722,0.6,1.5,2.1,0.9,1.1,0.2,0.7,1.9,5.3,11.2,0.534,0.285,3.8,10.0,6.9,7.5,3.2,1.0,12.1,14.3,0.7,1.6,2.3,0.091,-1.6,1.0,-0.6,0.4
Malcolm Brogdon\brogdma01,MIL,PG,48,20,29.9,5.1,10.5,0.485,0.547,1.6,1.8,0.882,0.5,2.8,3.3,3.2,0.9,0.3,1.4,2.7,13.0,14.3,0.578,0.16899999999999998,1.9,10.8,6.4,16.3,1.4,0.8,10.9,19.1,2.0,0.7,2.7,0.091,0.6,-1.9,-1.3,0.2
Aaron Brooks\brookaa01,MIN,PG,32,1,5.9,0.9,2.2,0.406,0.486,0.3,0.3,0.727,0.2,0.3,0.5,0.6,0.2,0.0,0.3,0.9,2.3,9.8,0.508,0.159,4.2,6.2,5.2,15.1,1.6,0.0,13.0,19.9,0.1,0.1,0.1,0.033,-0.8,-3.6,-4.3,-0.1
Dillon Brooks\brookdi01,MEM,SF,82,74,28.7,4.1,9.4,0.44,0.501,1.5,2.0,0.747,0.6,2.5,3.1,1.6,0.9,0.2,1.5,2.8,11.0,9.8,0.531,0.215,2.4,10.5,6.3,9.3,1.6,0.7,12.8,18.5,0.1,1.1,1.2,0.024,-1.8,-1.3,-3.1,-0.7
Jaylen Brown\brownja02,BOS,SG,70,70,30.7,5.3,11.5,0.465,0.54,2.1,3.3,0.644,0.9,4.0,4.9,1.6,1.0,0.4,1.8,2.6,14.5,13.6,0.562,0.29,3.4,14.0,8.8,8.5,1.6,1.0,12.0,21.4,1.2,3.2,4.5,0.1,-0.6,0.4,-0.2,1.0
Sterling Brown\brownst02,MIL,SG,54,4,14.4,1.5,3.8,0.4,0.478,0.4,0.4,0.875,0.5,2.1,2.6,0.5,0.6,0.2,0.5,1.5,4.0,9.1,0.503,0.11699999999999999,4.1,17.5,10.8,4.5,2.0,1.4,10.4,14.0,0.0,0.7,0.7,0.043,-3.1,-1.0,-4.0,-0.4
Reggie Bullock\bullore01,DET,SF,62,52,27.9,4.3,8.8,0.489,0.603,0.6,0.8,0.7959999999999999,0.4,2.0,2.5,1.5,0.8,0.2,0.8,1.1,11.3,13.6,0.615,0.09,1.7,8.3,4.9,8.4,1.4,0.7,7.6,15.7,2.8,1.4,4.2,0.11699999999999999,1.3,-0.7,0.7,1.2
Trey Burke\burketr01,NYK,PG,36,9,21.8,5.4,10.7,0.503,0.552,1.0,1.6,0.649,0.4,1.6,2.0,4.7,0.7,0.1,1.2,1.2,12.8,21.0,0.563,0.14800000000000002,1.8,8.2,5.0,36.4,1.5,0.4,9.5,25.1,2.0,0.3,2.4,0.145,4.2,-3.2,1.0,0.6
Alec Burks\burksal01,UTA,SG,64,1,16.5,2.7,6.5,0.41100000000000003,0.467,1.7,1.9,0.863,0.3,2.7,3.0,1.0,0.6,0.1,0.9,1.2,7.7,13.1,0.527,0.3,2.1,18.4,10.3,10.0,1.8,0.6,11.4,22.5,0.2,1.6,1.9,0.084,-2.5,-0.3,-2.8,-0.2
Jimmy Butler\butleji01,MIN,SG,59,59,36.7,7.4,15.6,0.474,0.512,6.2,7.2,0.8540000000000001,1.3,4.0,5.3,4.9,2.0,0.4,1.8,1.3,22.2,23.7,0.59,0.461,4.2,12.7,8.4,20.6,2.7,1.0,8.9,24.9,7.1,1.8,8.9,0.198,4.9,0.1,5.0,3.8
Dwight Buycks\buyckdw01,DET,PG,29,0,14.7,2.8,6.8,0.414,0.452,1.2,1.4,0.878,0.4,1.0,1.4,2.0,0.7,0.1,1.3,1.3,7.4,12.8,0.498,0.207,3.0,7.7,5.3,22.4,2.2,0.4,15.3,26.4,-0.2,0.4,0.2,0.027000000000000003,-2.5,-1.8,-4.3,-0.2
Jose Calderon\caldejo01,CLE,PG,57,32,16.0,1.6,3.2,0.503,0.624,0.4,0.5,0.8,0.2,1.2,1.5,2.1,0.5,0.0,0.7,1.4,4.5,11.3,0.643,0.162,1.7,8.5,5.2,17.4,1.4,0.2,17.1,11.6,1.5,0.3,1.8,0.095,0.1,-2.0,-1.9,0.0
Kentavious Caldwell-Pope\caldwke01,LAL,SG,74,74,33.2,4.6,10.8,0.426,0.526,2.1,2.6,0.789,0.8,4.4,5.2,2.2,1.4,0.2,1.3,2.0,13.4,13.2,0.561,0.243,2.6,14.1,8.4,9.4,2.1,0.5,9.9,16.9,2.6,2.7,5.3,0.10300000000000001,0.6,0.4,1.0,1.9
Clint Capela\capelca01,HOU,C,74,74,27.5,6.0,9.1,0.652,0.652,1.9,3.5,0.56,3.3,7.6,10.8,0.9,0.8,1.9,1.4,2.5,13.9,24.5,0.65,0.38,13.5,30.8,22.2,5.7,1.4,5.7,11.5,19.4,6.2,4.1,10.2,0.242,0.1,2.9,3.0,2.6
DeMarre Carroll\carrode01,BRK,SF,73,73,29.9,4.5,10.8,0.414,0.506,2.6,3.4,0.764,1.4,5.1,6.6,2.0,0.8,0.4,1.4,2.3,13.5,14.3,0.55,0.313,5.1,18.4,11.7,10.5,1.3,1.0,10.3,19.8,2.3,1.8,4.1,0.091,0.4,-0.3,0.2,1.2
Vince Carter\cartevi01,SAC,SF,58,5,17.7,2.0,4.9,0.40299999999999997,0.504,0.5,0.6,0.757,0.3,2.2,2.6,1.2,0.7,0.4,0.6,1.7,5.4,10.8,0.523,0.131,1.9,15.1,8.2,9.7,2.1,2.4,10.7,14.7,0.3,0.9,1.2,0.055999999999999994,-1.5,0.4,-1.1,0.2
Michael Carter-Williams\cartemi01,CHO,PG,52,2,16.1,1.5,4.4,0.332,0.36200000000000004,1.4,1.7,0.82,0.7,1.9,2.7,2.2,0.8,0.4,1.0,1.9,4.6,10.8,0.446,0.389,4.7,13.3,8.9,19.4,2.6,2.3,16.2,16.6,-0.2,1.1,0.9,0.05,-2.6,2.0,-0.6,0.3
Alex Caruso\carusal01,LAL,PG,37,7,15.2,1.4,3.1,0.431,0.48700000000000004,0.6,0.8,0.7,0.4,1.4,1.8,2.0,0.6,0.3,1.1,1.4,3.6,8.7,0.519,0.259,2.9,9.4,6.2,17.8,2.0,1.4,24.5,12.9,-0.1,0.6,0.5,0.040999999999999995,-3.4,0.5,-2.9,-0.1
Omri Casspi\casspom01,GSW,SF,53,7,14.0,2.3,3.9,0.58,0.604,0.9,1.3,0.725,0.6,3.2,3.8,1.0,0.3,0.4,0.7,1.3,5.7,15.5,0.632,0.33299999999999996,4.9,24.0,15.1,9.5,1.2,2.0,13.5,16.3,1.2,1.0,2.2,0.14,-1.5,0.0,-1.4,0.1
Willie Cauley-Stein\caulewi01,SAC,C,73,58,28.0,5.3,10.6,0.502,0.504,2.1,3.4,0.619,1.8,5.2,7.0,2.4,1.1,0.9,1.5,2.5,12.8,17.6,0.529,0.32,7.0,22.0,14.2,13.7,1.9,3.1,11.0,21.8,1.7,2.2,3.9,0.092,-1.3,1.7,0.4,1.2
Tyler Cavanaugh\cavanty01,ATL,PF,39,1,13.3,1.7,3.9,0.441,0.546,0.4,0.5,0.81,1.2,2.1,3.3,0.7,0.2,0.1,0.4,1.6,4.7,13.0,0.5670000000000001,0.138,9.7,17.7,13.7,7.8,0.8,0.7,8.0,14.8,0.9,0.3,1.2,0.109,0.5,-1.5,-1.0,0.1
Mario Chalmers\chalmma01,MEM,PG,66,10,21.5,2.5,6.7,0.379,0.439,1.8,2.1,0.855,0.2,2.2,2.4,3.0,1.2,0.2,1.8,2.7,7.7,10.4,0.503,0.312,1.0,12.0,6.4,21.5,2.8,0.9,18.8,19.6,-0.6,1.3,0.6,0.021,-2.2,-0.5,-2.7,-0.3
Tyson Chandler\chandty01,PHO,C,46,46,25.0,2.6,4.1,0.647,0.647,1.3,2.0,0.617,2.9,6.2,9.1,1.2,0.3,0.6,1.3,2.3,6.5,14.2,0.657,0.503,12.2,26.8,19.4,6.6,0.7,1.9,20.5,10.6,1.9,0.8,2.7,0.111,-1.3,1.0,-0.3,0.5
Wilson Chandler\chandwi01,DEN,SF,74,71,31.7,3.8,8.5,0.445,0.515,1.2,1.5,0.772,1.4,4.0,5.4,2.2,0.6,0.5,1.2,2.1,10.0,11.0,0.542,0.18100000000000002,4.9,14.1,9.6,9.5,0.9,1.4,11.9,14.3,2.1,1.2,3.3,0.067,-0.5,-0.4,-0.9,0.6
Marquese Chriss\chrisma01,PHO,PF,72,49,21.2,2.8,6.6,0.423,0.48200000000000004,1.3,2.2,0.608,1.1,4.4,5.5,1.2,0.7,1.0,1.5,2.8,7.7,11.1,0.509,0.331,5.2,22.7,13.8,8.1,1.6,3.7,16.4,18.1,-0.8,1.5,0.7,0.023,-3.3,1.3,-2.0,0.0
Ian Clark\clarkia01,NOP,SG,74,2,19.7,3.0,6.7,0.44799999999999995,0.511,0.6,0.8,0.763,0.1,1.6,1.7,1.5,0.4,0.1,0.8,1.6,7.4,9.4,0.529,0.11900000000000001,0.8,8.4,4.7,10.4,1.1,0.5,9.9,17.2,0.3,0.8,1.1,0.037000000000000005,-2.0,-2.0,-3.9,-0.7
Jordan Clarkson\clarkjo01,TOT,SG,81,2,23.3,5.3,11.8,0.451,0.509,1.9,2.3,0.8,0.7,2.0,2.7,2.7,0.7,0.1,1.6,1.3,13.9,16.4,0.542,0.19899999999999998,3.3,9.1,6.2,19.3,1.5,0.3,10.9,26.5,1.9,1.2,3.0,0.077,0.8,-2.7,-1.9,0.1
John Collins\collijo01,ATL,PF,74,26,24.1,4.2,7.4,0.5760000000000001,0.591,1.8,2.5,0.715,2.4,4.9,7.3,1.3,0.6,1.1,1.4,2.9,10.5,18.3,0.62,0.341,11.0,22.8,16.9,8.9,1.3,3.8,14.3,17.9,3.4,2.0,5.4,0.145,-0.2,1.9,1.7,1.7
Zach Collins\colliza01,POR,C,66,1,15.8,1.7,4.4,0.39799999999999996,0.45799999999999996,0.4,0.6,0.643,0.7,2.7,3.3,0.8,0.3,0.5,0.9,2.0,4.4,7.5,0.475,0.145,4.7,18.2,11.5,7.1,0.8,2.4,15.9,15.4,-0.7,1.3,0.6,0.03,-4.1,0.9,-3.2,-0.3
Kyle Collinsworth\colliky01,DAL,SF,32,2,15.0,1.2,3.1,0.384,0.40399999999999997,0.7,1.3,0.525,1.0,2.3,3.3,1.8,0.5,0.3,0.8,1.4,3.2,10.0,0.433,0.40399999999999997,7.2,18.0,12.4,16.4,1.8,1.7,17.1,13.3,-0.1,0.5,0.5,0.046,-4.0,2.2,-1.8,0.0
Darren Collison\collida01,IND,PG,69,64,29.2,4.6,9.2,0.495,0.5710000000000001,1.8,2.1,0.882,0.5,2.0,2.6,5.3,1.3,0.2,1.2,1.8,12.4,18.8,0.61,0.226,2.1,7.8,5.0,26.4,2.3,0.7,10.9,17.4,5.8,1.8,7.6,0.18100000000000002,3.1,-1.0,2.2,2.1
Pat Connaughton\connapa01,POR,SG,82,5,18.1,2.0,4.8,0.423,0.518,0.5,0.5,0.841,0.4,1.5,2.0,1.1,0.3,0.3,0.5,1.5,5.4,9.3,0.539,0.113,2.7,9.1,5.9,8.7,0.8,1.2,9.5,13.4,1.2,1.3,2.5,0.08,-0.9,-0.4,-1.3,0.3
